"Evaluate/step_episode","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet__MAX","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MAX","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet__MIN","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet__MAX","4090_ppo_dis_2025-07-30_13-18-07 - _step","4090_ppo_dis_2025-07-30_13-18-07 - _step__MIN","4090_ppo_dis_2025-07-30_13-18-07 - _step__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MAX","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet__MIN","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet__MAX","4090_dqn_2025-07-29_13-21-06 - _step","4090_dqn_2025-07-29_13-21-06 - _step__MIN","4090_dqn_2025-07-29_13-21-06 - _step__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - _step","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet__MIN","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX"
"336","1.553999900817871","1.553999900817871","1.553999900817871","21495","21495","21495","1.7099997997283936","1.7099997997283936","1.7099997997283936","21255","21255","21255","1.7139997482299805","1.7139997482299805","1.7139997482299805","21177","21177","21177","1.3579999208450317","1.3579999208450317","1.3579999208450317","21214","21214","21214","1.087999939918518","1.087999939918518","1.087999939918518","40592","40592","40592","1.5339999198913574","1.5339999198913574","1.5339999198913574","40812","40812","40812","1.301999807357788","1.301999807357788","1.301999807357788","40643","40643","40643","2.1479997634887695","2.1479997634887695","2.1479997634887695","40610","40610","40610"
"337","1.9040000438690186","1.9040000438690186","1.9040000438690186","21499","21499","21499","1.7879998683929443","1.7879998683929443","1.7879998683929443","21259","21259","21259","1.871999740600586","1.871999740600586","1.871999740600586","21181","21181","21181","1.8840000629425049","1.8840000629425049","1.8840000629425049","21218","21218","21218","1.9059998989105225","1.9059998989105225","1.9059998989105225","40596","40596","40596","1.9159998893737793","1.9159998893737793","1.9159998893737793","40816","40816","40816","1.9579997062683105","1.9579997062683105","1.9579997062683105","40647","40647","40647","2","2","2","40614","40614","40614"
"338","1.9199998378753662","1.9199998378753662","1.9199998378753662","21503","21503","21503","1.6679997444152832","1.6679997444152832","1.6679997444152832","21263","21263","21263","1.6879998445510864","1.6879998445510864","1.6879998445510864","21185","21185","21185","1.5799996852874756","1.5799996852874756","1.5799996852874756","21222","21222","21222","1.9539999961853027","1.9539999961853027","1.9539999961853027","40600","40600","40600","2.0180001258850098","2.0180001258850098","2.0180001258850098","40820","40820","40820","1.9760000705718994","1.9760000705718994","1.9760000705718994","40651","40651","40651","1.9800000190734863","1.9800000190734863","1.9800000190734863","40618","40618","40618"
"339","1.42799973487854","1.42799973487854","1.42799973487854","21507","21507","21507","1.7439998388290405","1.7439998388290405","1.7439998388290405","21267","21267","21267","1.875999927520752","1.875999927520752","1.875999927520752","21189","21189","21189","1.7619998455047607","1.7619998455047607","1.7619998455047607","21226","21226","21226","1.373999834060669","1.373999834060669","1.373999834060669","40604","40604","40604","1.9300000667572021","1.9300000667572021","1.9300000667572021","40824","40824","40824","1.3319997787475586","1.3319997787475586","1.3319997787475586","40655","40655","40655","1.7619998455047607","1.7619998455047607","1.7619998455047607","40622","40622","40622"
"340","1.9879999160766602","1.9879999160766602","1.9879999160766602","21511","21511","21511","1.9560000896453857","1.9560000896453857","1.9560000896453857","21271","21271","21271","2.3640003204345703","2.3640003204345703","2.3640003204345703","21193","21193","21193","2.0339999198913574","2.0339999198913574","2.0339999198913574","21230","21230","21230","2.062000274658203","2.062000274658203","2.062000274658203","40608","40608","40608","1.99399995803833","1.99399995803833","1.99399995803833","40828","40828","40828","2.425999879837036","2.425999879837036","2.425999879837036","40659","40659","40659","1.99399995803833","1.99399995803833","1.99399995803833","40626","40626","40626"
"341","1.9920001029968262","1.9920001029968262","1.9920001029968262","21515","21515","21515","1.965999960899353","1.965999960899353","1.965999960899353","21275","21275","21275","2.0340001583099365","2.0340001583099365","2.0340001583099365","21197","21197","21197","2.0260000228881836","2.0260000228881836","2.0260000228881836","21234","21234","21234","2.00600004196167","2.00600004196167","2.00600004196167","40612","40612","40612","2.058000087738037","2.058000087738037","2.058000087738037","40832","40832","40832","1.9580000638961792","1.9580000638961792","1.9580000638961792","40663","40663","40663","1.9800000190734863","1.9800000190734863","1.9800000190734863","40630","40630","40630"
"342","0.7679998874664307","0.7679998874664307","0.7679998874664307","22040","22040","22040","1.1119998693466187","1.1119998693466187","1.1119998693466187","21795","21795","21795","1.0339999198913574","1.0339999198913574","1.0339999198913574","21717","21717","21717","0.997999906539917","0.997999906539917","0.997999906539917","21754","21754","21754","0.757999837398529","0.757999837398529","0.757999837398529","41648","41648","41648","0.5079999566078186","0.5079999566078186","0.5079999566078186","41869","41869","41869","0.7039998769760132","0.7039998769760132","0.7039998769760132","41704","41704","41704","0.8399998545646667","0.8399998545646667","0.8399998545646667","41666","41666","41666"
"343","1.401999831199646","1.401999831199646","1.401999831199646","22044","22044","22044","0.8619998097419739","0.8619998097419739","0.8619998097419739","21799","21799","21799","0.7959998846054077","0.7959998846054077","0.7959998846054077","21721","21721","21721","1.3239998817443848","1.3239998817443848","1.3239998817443848","21758","21758","21758","0.8379998207092285","0.8379998207092285","0.8379998207092285","41652","41652","41652","1.059999942779541","1.059999942779541","1.059999942779541","41873","41873","41873","1.0359997749328613","1.0359997749328613","1.0359997749328613","41708","41708","41708","0.9079998731613159","0.9079998731613159","0.9079998731613159","41670","41670","41670"
"344","1.431999921798706","1.431999921798706","1.431999921798706","22048","22048","22048","1.2059998512268066","1.2059998512268066","1.2059998512268066","21803","21803","21803","0.8919999003410339","0.8919999003410339","0.8919999003410339","21725","21725","21725","1.1619999408721924","1.1619999408721924","1.1619999408721924","21762","21762","21762","0.7999998331069946","0.7999998331069946","0.7999998331069946","41656","41656","41656","1.2059998512268066","1.2059998512268066","1.2059998512268066","41877","41877","41877","1.4799997806549072","1.4799997806549072","1.4799997806549072","41712","41712","41712","1.0699998140335083","1.0699998140335083","1.0699998140335083","41674","41674","41674"
"345","1.3019999265670776","1.3019999265670776","1.3019999265670776","22052","22052","22052","1.999999761581421","1.999999761581421","1.999999761581421","21807","21807","21807","1.7099997997283936","1.7099997997283936","1.7099997997283936","21729","21729","21729","1.375999927520752","1.375999927520752","1.375999927520752","21766","21766","21766","1.0739998817443848","1.0739998817443848","1.0739998817443848","41660","41660","41660","1.7079999446868896","1.7079999446868896","1.7079999446868896","41881","41881","41881","1.7259998321533203","1.7259998321533203","1.7259998321533203","41716","41716","41716","1.2259998321533203","1.2259998321533203","1.2259998321533203","41678","41678","41678"
"346","1.8759998083114624","1.8759998083114624","1.8759998083114624","22056","22056","22056","1.8539998531341553","1.8539998531341553","1.8539998531341553","21811","21811","21811","1.9159998893737793","1.9159998893737793","1.9159998893737793","21733","21733","21733","1.873999834060669","1.873999834060669","1.873999834060669","21770","21770","21770","1.9480000734329224","1.9480000734329224","1.9480000734329224","41664","41664","41664","1.946000099182129","1.946000099182129","1.946000099182129","41885","41885","41885","2.120000123977661","2.120000123977661","2.120000123977661","41720","41720","41720","1.9259998798370361","1.9259998798370361","1.9259998798370361","41682","41682","41682"
"347","1.9160001277923584","1.9160001277923584","1.9160001277923584","22060","22060","22060","1.7859998941421509","1.7859998941421509","1.7859998941421509","21815","21815","21815","1.6699998378753662","1.6699998378753662","1.6699998378753662","21737","21737","21737","1.7319998741149902","1.7319998741149902","1.7319998741149902","21774","21774","21774","1.6919996738433838","1.6919996738433838","1.6919996738433838","41668","41668","41668","1.9339998960494995","1.9339998960494995","1.9339998960494995","41889","41889","41889","1.972000002861023","1.972000002861023","1.972000002861023","41724","41724","41724","1.9800000190734863","1.9800000190734863","1.9800000190734863","41686","41686","41686"
"348","1.6559998989105225","1.6559998989105225","1.6559998989105225","22064","22064","22064","1.9039998054504395","1.9039998054504395","1.9039998054504395","21819","21819","21819","1.7719998359680176","1.7719998359680176","1.7719998359680176","21741","21741","21741","1.7759997844696045","1.7759997844696045","1.7759997844696045","21778","21778","21778","1.3219997882843018","1.3219997882843018","1.3219997882843018","41672","41672","41672","1.8179998397827148","1.8179998397827148","1.8179998397827148","41893","41893","41893","2.072000026702881","2.072000026702881","2.072000026702881","41728","41728","41728","1.2639997005462646","1.2639997005462646","1.2639997005462646","41690","41690","41690"
"349","2.059999942779541","2.059999942779541","2.059999942779541","22068","22068","22068","1.9779999256134033","1.9779999256134033","1.9779999256134033","21823","21823","21823","2.0420000553131104","2.0420000553131104","2.0420000553131104","21745","21745","21745","2.058000087738037","2.058000087738037","2.058000087738037","21782","21782","21782","1.9960001707077026","1.9960001707077026","1.9960001707077026","41676","41676","41676","2.070000171661377","2.070000171661377","2.070000171661377","41897","41897","41897","2.00600004196167","2.00600004196167","2.00600004196167","41732","41732","41732","1.997999906539917","1.997999906539917","1.997999906539917","41694","41694","41694"
"350","1.9859998226165771","1.9859998226165771","1.9859998226165771","22072","22072","22072","1.9839999675750732","1.9839999675750732","1.9839999675750732","21827","21827","21827","2.0279998779296875","2.0279998779296875","2.0279998779296875","21749","21749","21749","2.0399999618530273","2.0399999618530273","2.0399999618530273","21786","21786","21786","2.0159997940063477","2.0159997940063477","2.0159997940063477","41680","41680","41680","1.9880001544952393","1.9880001544952393","1.9880001544952393","41901","41901","41901","1.9800000190734863","1.9800000190734863","1.9800000190734863","41736","41736","41736","2.0260000228881836","2.0260000228881836","2.0260000228881836","41698","41698","41698"
"351","0.7519998550415039","0.7519998550415039","0.7519998550415039","22593","22593","22593","1.1159999370574951","1.1159999370574951","1.1159999370574951","22348","22348","22348","1.093999981880188","1.093999981880188","1.093999981880188","22270","22270","22270","1.0039998292922974","1.0039998292922974","1.0039998292922974","22307","22307","22307","0.6999998688697815","0.6999998688697815","0.6999998688697815","42716","42716","42716","0.8039999008178711","0.8039999008178711","0.8039999008178711","42937","42937","42937","1.0439999103546143","1.0439999103546143","1.0439999103546143","42772","42772","42772","0.8539998531341553","0.8539998531341553","0.8539998531341553","42744","42744","42744"
"352","1.4019999504089355","1.4019999504089355","1.4019999504089355","22597","22597","22597","0.8479998707771301","0.8479998707771301","0.8479998707771301","22352","22352","22352","0.773999810218811","0.773999810218811","0.773999810218811","22274","22274","22274","0.9759998321533203","0.9759998321533203","0.9759998321533203","22311","22311","22311","0.7419998645782471","0.7419998645782471","0.7419998645782471","42720","42720","42720","1.2399998903274536","1.2399998903274536","1.2399998903274536","42941","42941","42941","1.2919998168945312","1.2919998168945312","1.2919998168945312","42776","42776","42776","0.7339998483657837","0.7339998483657837","0.7339998483657837","42748","42748","42748"
"353","1.3799998760223389","1.3799998760223389","1.3799998760223389","22601","22601","22601","1.247999906539917","1.247999906539917","1.247999906539917","22356","22356","22356","0.8299998044967651","0.8299998044967651","0.8299998044967651","22278","22278","22278","0.9699998497962952","0.9699998497962952","0.9699998497962952","22315","22315","22315","0.937999963760376","0.937999963760376","0.937999963760376","42724","42724","42724","1.3059998750686646","1.3059998750686646","1.3059998750686646","42945","42945","42945","1.2719998359680176","1.2719998359680176","1.2719998359680176","42780","42780","42780","1.1079998016357422","1.1079998016357422","1.1079998016357422","42752","42752","42752"
"354","1.4659998416900635","1.4659998416900635","1.4659998416900635","22605","22605","22605","1.9939998388290405","1.9939998388290405","1.9939998388290405","22360","22360","22360","1.6939997673034668","1.6939997673034668","1.6939997673034668","22282","22282","22282","1.373999834060669","1.373999834060669","1.373999834060669","22319","22319","22319","1.0819998979568481","1.0819998979568481","1.0819998979568481","42728","42728","42728","1.9119998216629028","1.9119998216629028","1.9119998216629028","42949","42949","42949","1.9659998416900635","1.9659998416900635","1.9659998416900635","42784","42784","42784","1.3939999341964722","1.3939999341964722","1.3939999341964722","42756","42756","42756"
"355","1.9179999828338623","1.9179999828338623","1.9179999828338623","22609","22609","22609","1.8499999046325684","1.8499999046325684","1.8499999046325684","22364","22364","22364","1.8539999723434448","1.8539999723434448","1.8539999723434448","22286","22286","22286","1.839999794960022","1.839999794960022","1.839999794960022","22323","22323","22323","1.8960000276565552","1.8960000276565552","1.8960000276565552","42732","42732","42732","1.9739999771118164","1.9739999771118164","1.9739999771118164","42953","42953","42953","1.9279999732971191","1.9279999732971191","1.9279999732971191","42788","42788","42788","1.9440001249313354","1.9440001249313354","1.9440001249313354","42760","42760","42760"
"356","1.909999966621399","1.909999966621399","1.909999966621399","22613","22613","22613","1.679999828338623","1.679999828338623","1.679999828338623","22368","22368","22368","1.739999771118164","1.739999771118164","1.739999771118164","22290","22290","22290","1.681999921798706","1.681999921798706","1.681999921798706","22327","22327","22327","1.9079997539520264","1.9079997539520264","1.9079997539520264","42736","42736","42736","1.9259998798370361","1.9259998798370361","1.9259998798370361","42957","42957","42957","1.9539999961853027","1.9539999961853027","1.9539999961853027","42792","42792","42792","1.9839999675750732","1.9839999675750732","1.9839999675750732","42764","42764","42764"
"357","1.497999906539917","1.497999906539917","1.497999906539917","22617","22617","22617","2.0920000076293945","2.0920000076293945","2.0920000076293945","22372","22372","22372","1.7579998970031738","1.7579998970031738","1.7579998970031738","22294","22294","22294","1.7759997844696045","1.7759997844696045","1.7759997844696045","22331","22331","22331","1.3939998149871826","1.3939998149871826","1.3939998149871826","42740","42740","42740","1.7679998874664307","1.7679998874664307","1.7679998874664307","42961","42961","42961","2.078000068664551","2.078000068664551","2.078000068664551","42796","42796","42796","1.745999813079834","1.745999813079834","1.745999813079834","42768","42768","42768"
"358","1.9879999160766602","1.9879999160766602","1.9879999160766602","22621","22621","22621","2.4240000247955322","2.4240000247955322","2.4240000247955322","22376","22376","22376","1.9819999933242798","1.9819999933242798","1.9819999933242798","22298","22298","22298","1.9660000801086426","1.9660000801086426","1.9660000801086426","22335","22335","22335","2.005999803543091","2.005999803543091","2.005999803543091","42744","42744","42744","2.016000270843506","2.016000270843506","2.016000270843506","42965","42965","42965","2.0420000553131104","2.0420000553131104","2.0420000553131104","42800","42800","42800","2.0440001487731934","2.0440001487731934","2.0440001487731934","42772","42772","42772"
"359","1.998000144958496","1.998000144958496","1.998000144958496","22625","22625","22625","2.0260000228881836","2.0260000228881836","2.0260000228881836","22380","22380","22380","1.9480000734329224","1.9480000734329224","1.9480000734329224","22302","22302","22302","1.9539999961853027","1.9539999961853027","1.9539999961853027","22339","22339","22339","1.9920001029968262","1.9920001029968262","1.9920001029968262","42748","42748","42748","1.997999906539917","1.997999906539917","1.997999906539917","42969","42969","42969","2.0439999103546143","2.0439999103546143","2.0439999103546143","42804","42804","42804","1.9819998741149902","1.9819998741149902","1.9819998741149902","42776","42776","42776"
"360","0.7879998683929443","0.7879998683929443","0.7879998683929443","23145","23145","23145","1.0679999589920044","1.0679999589920044","1.0679999589920044","22901","22901","22901","1.0999999046325684","1.0999999046325684","1.0999999046325684","22822","22822","22822","0.7279998660087585","0.7279998660087585","0.7279998660087585","22859","22859","22859","0.7339999675750732","0.7339999675750732","0.7339999675750732","43784","43784","43784","0.5859998464584351","0.5859998464584351","0.5859998464584351","44011","44011","44011","1.0139999389648438","1.0139999389648438","1.0139999389648438","43840","43840","43840","0.697999894618988","0.697999894618988","0.697999894618988","43818","43818","43818"
"361","1.3999998569488525","1.3999998569488525","1.3999998569488525","23149","23149","23149","0.857999861240387","0.857999861240387","0.857999861240387","22905","22905","22905","0.8219998478889465","0.8219998478889465","0.8219998478889465","22826","22826","22826","1.0699998140335083","1.0699998140335083","1.0699998140335083","22863","22863","22863","1.0839998722076416","1.0839998722076416","1.0839998722076416","43788","43788","43788","1.3299999237060547","1.3299999237060547","1.3299999237060547","44015","44015","44015","1.0799998044967651","1.0799998044967651","1.0799998044967651","43844","43844","43844","0.7799999117851257","0.7799999117851257","0.7799999117851257","43822","43822","43822"
"362","1.4219996929168701","1.4219996929168701","1.4219996929168701","23153","23153","23153","0.9599998593330383","0.9599998593330383","0.9599998593330383","22909","22909","22909","0.8219998478889465","0.8219998478889465","0.8219998478889465","22830","22830","22830","0.9799998998641968","0.9799998998641968","0.9799998998641968","22867","22867","22867","0.96399986743927","0.96399986743927","0.96399986743927","43792","43792","43792","1.2079998254776","1.2079998254776","1.2079998254776","44019","44019","44019","1.125999927520752","1.125999927520752","1.125999927520752","43848","43848","43848","1.1639999151229858","1.1639999151229858","1.1639999151229858","43826","43826","43826"
"363","1.2959998846054077","1.2959998846054077","1.2959998846054077","23157","23157","23157","1.7139997482299805","1.7139997482299805","1.7139997482299805","22913","22913","22913","1.553999900817871","1.553999900817871","1.553999900817871","22834","22834","22834","1.3559999465942383","1.3559999465942383","1.3559999465942383","22871","22871","22871","1.1679999828338623","1.1679999828338623","1.1679999828338623","43796","43796","43796","2.2019999027252197","2.2019999027252197","2.2019999027252197","44023","44023","44023","1.4579999446868896","1.4579999446868896","1.4579999446868896","43852","43852","43852","1.467999815940857","1.467999815940857","1.467999815940857","43830","43830","43830"
"364","1.9399999380111694","1.9399999380111694","1.9399999380111694","23161","23161","23161","1.8859999179840088","1.8859999179840088","1.8859999179840088","22917","22917","22917","1.8519997596740723","1.8519997596740723","1.8519997596740723","22838","22838","22838","1.7599999904632568","1.7599999904632568","1.7599999904632568","22875","22875","22875","1.8719998598098755","1.8719998598098755","1.8719998598098755","43800","43800","43800","1.9420000314712524","1.9420000314712524","1.9420000314712524","44027","44027","44027","1.9520001411437988","1.9520001411437988","1.9520001411437988","43856","43856","43856","1.9579999446868896","1.9579999446868896","1.9579999446868896","43834","43834","43834"
"365","1.9179997444152832","1.9179997444152832","1.9179997444152832","23165","23165","23165","1.6739997863769531","1.6739997863769531","1.6739997863769531","22921","22921","22921","1.5939998626708984","1.5939998626708984","1.5939998626708984","22842","22842","22842","1.7259998321533203","1.7259998321533203","1.7259998321533203","22879","22879","22879","1.7099997997283936","1.7099997997283936","1.7099997997283936","43804","43804","43804","1.940000057220459","1.940000057220459","1.940000057220459","44031","44031","44031","1.906000018119812","1.906000018119812","1.906000018119812","43860","43860","43860","1.909999966621399","1.909999966621399","1.909999966621399","43838","43838","43838"
"366","1.625999927520752","1.625999927520752","1.625999927520752","23169","23169","23169","2.0199997425079346","2.0199997425079346","2.0199997425079346","22925","22925","22925","1.7919998168945312","1.7919998168945312","1.7919998168945312","22846","22846","22846","1.7559998035430908","1.7559998035430908","1.7559998035430908","22883","22883","22883","1.4159998893737793","1.4159998893737793","1.4159998893737793","43808","43808","43808","1.9679996967315674","1.9679996967315674","1.9679996967315674","44035","44035","44035","1.997999668121338","1.997999668121338","1.997999668121338","43864","43864","43864","1.247999906539917","1.247999906539917","1.247999906539917","43842","43842","43842"
"367","1.9640001058578491","1.9640001058578491","1.9640001058578491","23173","23173","23173","2.0380001068115234","2.0380001068115234","2.0380001068115234","22929","22929","22929","2.0299999713897705","2.0299999713897705","2.0299999713897705","22850","22850","22850","2.007999897003174","2.007999897003174","2.007999897003174","22887","22887","22887","2.0380001068115234","2.0380001068115234","2.0380001068115234","43812","43812","43812","2","2","2","44039","44039","44039","2.074000120162964","2.074000120162964","2.074000120162964","43868","43868","43868","2.003999948501587","2.003999948501587","2.003999948501587","43846","43846","43846"
"368","2.0339999198913574","2.0339999198913574","2.0339999198913574","23177","23177","23177","2.0220000743865967","2.0220000743865967","2.0220000743865967","22933","22933","22933","2.0480000972747803","2.0480000972747803","2.0480000972747803","22854","22854","22854","2.0480000972747803","2.0480000972747803","2.0480000972747803","22891","22891","22891","2.047999858856201","2.047999858856201","2.047999858856201","43816","43816","43816","2.065999984741211","2.065999984741211","2.065999984741211","44043","44043","44043","2.016000270843506","2.016000270843506","2.016000270843506","43872","43872","43872","1.972000002861023","1.972000002861023","1.972000002861023","43850","43850","43850"
"369","0.7599998712539673","0.7599998712539673","0.7599998712539673","23698","23698","23698","1.1099998950958252","1.1099998950958252","1.1099998950958252","23453","23453","23453","1.031999945640564","1.031999945640564","1.031999945640564","23375","23375","23375","0.6679998636245728","0.6679998636245728","0.6679998636245728","23412","23412","23412","1.0699998140335083","1.0699998140335083","1.0699998140335083","44852","44852","44852","1.001999855041504","1.001999855041504","1.001999855041504","45080","45080","45080","0.7359998822212219","0.7359998822212219","0.7359998822212219","44908","44908","44908","0.6619998812675476","0.6619998812675476","0.6619998812675476","44886","44886","44886"
"370","1.3879998922348022","1.3879998922348022","1.3879998922348022","23702","23702","23702","1.2159998416900635","1.2159998416900635","1.2159998416900635","23457","23457","23457","0.7839998602867126","0.7839998602867126","0.7839998602867126","23379","23379","23379","0.9499999284744263","0.9499999284744263","0.9499999284744263","23416","23416","23416","0.8199999332427979","0.8199999332427979","0.8199999332427979","44856","44856","44856","1.155999779701233","1.155999779701233","1.155999779701233","45084","45084","45084","0.7659999132156372","0.7659999132156372","0.7659999132156372","44912","44912","44912","1.1299998760223389","1.1299998760223389","1.1299998760223389","44890","44890","44890"
"371","1.2639998197555542","1.2639998197555542","1.2639998197555542","23706","23706","23706","0.8159998655319214","0.8159998655319214","0.8159998655319214","23461","23461","23461","0.807999849319458","0.807999849319458","0.807999849319458","23383","23383","23383","0.9959999322891235","0.9959999322891235","0.9959999322891235","23420","23420","23420","0.9199998378753662","0.9199998378753662","0.9199998378753662","44860","44860","44860","0.8539998531341553","0.8539998531341553","0.8539998531341553","45088","45088","45088","0.9379998445510864","0.9379998445510864","0.9379998445510864","44916","44916","44916","1.059999942779541","1.059999942779541","1.059999942779541","44894","44894","44894"
"372","1.529999852180481","1.529999852180481","1.529999852180481","23710","23710","23710","1.7219998836517334","1.7219998836517334","1.7219998836517334","23465","23465","23465","1.9600000381469727","1.9600000381469727","1.9600000381469727","23387","23387","23387","1.3839998245239258","1.3839998245239258","1.3839998245239258","23424","23424","23424","1.157999873161316","1.157999873161316","1.157999873161316","44864","44864","44864","2.0440001487731934","2.0440001487731934","2.0440001487731934","45092","45092","45092","1.99399995803833","1.99399995803833","1.99399995803833","44920","44920","44920","1.4759998321533203","1.4759998321533203","1.4759998321533203","44898","44898","44898"
"373","1.934000015258789","1.934000015258789","1.934000015258789","23714","23714","23714","1.8379998207092285","1.8379998207092285","1.8379998207092285","23469","23469","23469","1.8259997367858887","1.8259997367858887","1.8259997367858887","23391","23391","23391","1.875999927520752","1.875999927520752","1.875999927520752","23428","23428","23428","1.7559998035430908","1.7559998035430908","1.7559998035430908","44868","44868","44868","1.9519999027252197","1.9519999027252197","1.9519999027252197","45096","45096","45096","2.0980000495910645","2.0980000495910645","2.0980000495910645","44924","44924","44924","2.068000078201294","2.068000078201294","2.068000078201294","44902","44902","44902"
"374","1.9059998989105225","1.9059998989105225","1.9059998989105225","23718","23718","23718","1.7059998512268066","1.7059998512268066","1.7059998512268066","23473","23473","23473","1.7219997644424438","1.7219997644424438","1.7219997644424438","23395","23395","23395","1.6359999179840088","1.6359999179840088","1.6359999179840088","23432","23432","23432","1.7319996356964111","1.7319996356964111","1.7319996356964111","44872","44872","44872","1.9560000896453857","1.9560000896453857","1.9560000896453857","45100","45100","45100","1.968000054359436","1.968000054359436","1.968000054359436","44928","44928","44928","1.9680001735687256","1.9680001735687256","1.9680001735687256","44906","44906","44906"
"375","1.587999939918518","1.587999939918518","1.587999939918518","23722","23722","23722","2.2339999675750732","2.2339999675750732","2.2339999675750732","23477","23477","23477","1.805999994277954","1.805999994277954","1.805999994277954","23399","23399","23399","2.0260000228881836","2.0260000228881836","2.0260000228881836","23436","23436","23436","1.3919998407363892","1.3919998407363892","1.3919998407363892","44876","44876","44876","1.74399995803833","1.74399995803833","1.74399995803833","45104","45104","45104","2.0280001163482666","2.0280001163482666","2.0280001163482666","44932","44932","44932","1.1159998178482056","1.1159998178482056","1.1159998178482056","44910","44910","44910"
"376","1.9719998836517334","1.9719998836517334","1.9719998836517334","23726","23726","23726","1.9560000896453857","1.9560000896453857","1.9560000896453857","23481","23481","23481","1.972000002861023","1.972000002861023","1.972000002861023","23403","23403","23403","2.0340001583099365","2.0340001583099365","2.0340001583099365","23440","23440","23440","2.069999933242798","2.069999933242798","2.069999933242798","44880","44880","44880","2.0099997520446777","2.0099997520446777","2.0099997520446777","45108","45108","45108","2.01200008392334","2.01200008392334","2.01200008392334","44936","44936","44936","1.9580000638961792","1.9580000638961792","1.9580000638961792","44914","44914","44914"
"377","1.9619998931884766","1.9619998931884766","1.9619998931884766","23730","23730","23730","1.9859998226165771","1.9859998226165771","1.9859998226165771","23485","23485","23485","1.959999918937683","1.959999918937683","1.959999918937683","23407","23407","23407","2.0339999198913574","2.0339999198913574","2.0339999198913574","23444","23444","23444","1.9940000772476196","1.9940000772476196","1.9940000772476196","44884","44884","44884","1.9940000772476196","1.9940000772476196","1.9940000772476196","45112","45112","45112","1.9719998836517334","1.9719998836517334","1.9719998836517334","44940","44940","44940","2.0839998722076416","2.0839998722076416","2.0839998722076416","44918","44918","44918"
"378","0.8019999265670776","0.8019999265670776","0.8019999265670776","24250","24250","24250","0.885999858379364","0.885999858379364","0.885999858379364","24006","24006","24006","1.0839998722076416","1.0839998722076416","1.0839998722076416","23927","23927","23927","0.7259998917579651","0.7259998917579651","0.7259998917579651","23964","23964","23964","0.9519999027252197","0.9519999027252197","0.9519999027252197","45920","45920","45920","0.6599998474121094","0.6599998474121094","0.6599998474121094","46153","46153","46153","0.8659998178482056","0.8659998178482056","0.8659998178482056","45976","45976","45976","0.7599999308586121","0.7599999308586121","0.7599999308586121","45954","45954","45954"
