"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpPredictLossCompare","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpPredictLossCompare__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpPredictLossCompare__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpPredictLossCompare","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpPredictLossCompare__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpPredictLossCompare__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpPredictLossCompare","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpPredictLossCompare__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpPredictLossCompare__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpPredictLossCompare","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpPredictLossCompare__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpPredictLossCompare__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpPredictLossCompare","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpPredictLossCompare__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpPredictLossCompare__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpPredictLossCompare","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpPredictLossCompare__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpPredictLossCompare__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpPredictLossCompare","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpPredictLossCompare__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpPredictLossCompare__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpPredictLossCompare","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpPredictLossCompare__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpPredictLossCompare__MAX"
"77","391","391","391","0.0009210684220306575","0.0009210684220306575","0.0009210684220306575","469","469","469","0.001066324533894658","0.001066324533894658","0.001066324533894658","469","469","469","0.001320486655458808","0.001320486655458808","0.001320486655458808","469","469","469","0.0013355370610952377","0.0013355370610952377","0.0013355370610952377","469","469","469","0.0008625059854239225","0.0008625059854239225","0.0008625059854239225","391","391","391","0.0016731593059375882","0.0016731593059375882","0.0016731593059375882","469","469","469","0.0011118825059384108","0.0011118825059384108","0.0011118825059384108","469","469","469","0.0008334825979545712","0.0008334825979545712","0.0008334825979545712"
"78","396","396","396","0.0008475136710330844","0.0008475136710330844","0.0008475136710330844","475","475","475","0.001135647064074874","0.001135647064074874","0.001135647064074874","475","475","475","0.0011033422779291868","0.0011033422779291868","0.0011033422779291868","475","475","475","0.001265773200429976","0.001265773200429976","0.001265773200429976","475","475","475","0.001124021364375949","0.001124021364375949","0.001124021364375949","396","396","396","0.0010526913683861494","0.0010526913683861494","0.0010526913683861494","475","475","475","0.0009612397407181561","0.0009612397407181561","0.0009612397407181561","475","475","475","0.001173609052784741","0.001173609052784741","0.001173609052784741"
"79","401","401","401","0.0010236133821308613","0.0010236133821308613","0.0010236133821308613","481","481","481","0.0009643969242461026","0.0009643969242461026","0.0009643969242461026","481","481","481","0.0009246334084309638","0.0009246334084309638","0.0009246334084309638","481","481","481","0.0009314988274127245","0.0009314988274127245","0.0009314988274127245","481","481","481","0.0008814187021926045","0.0008814187021926045","0.0008814187021926045","401","401","401","0.0009016343974508345","0.0009016343974508345","0.0009016343974508345","481","481","481","0.0010625668801367283","0.0010625668801367283","0.0010625668801367283","481","481","481","0.0008833923493511975","0.0008833923493511975","0.0008833923493511975"
"80","406","406","406","0.0011979445116594434","0.0011979445116594434","0.0011979445116594434","487","487","487","0.0011508893221616745","0.0011508893221616745","0.0011508893221616745","487","487","487","0.0009683623211458325","0.0009683623211458325","0.0009683623211458325","487","487","487","0.0010905514936894178","0.0010905514936894178","0.0010905514936894178","487","487","487","0.0009064149926416576","0.0009064149926416576","0.0009064149926416576","406","406","406","0.0010337262647226453","0.0010337262647226453","0.0010337262647226453","487","487","487","0.0008019700180739164","0.0008019700180739164","0.0008019700180739164","487","487","487","0.0010157297365367413","0.0010157297365367413","0.0010157297365367413"
"81","411","411","411","0.001101636327803135","0.001101636327803135","0.001101636327803135","493","493","493","0.0009639865602366626","0.0009639865602366626","0.0009639865602366626","493","493","493","0.0009436596883460879","0.0009436596883460879","0.0009436596883460879","493","493","493","0.0012708117719739676","0.0012708117719739676","0.0012708117719739676","493","493","493","0.000865714333485812","0.000865714333485812","0.000865714333485812","411","411","411","0.0013238880783319473","0.0013238880783319473","0.0013238880783319473","493","493","493","0.0008586880285292864","0.0008586880285292864","0.0008586880285292864","493","493","493","0.0009327249135822058","0.0009327249135822058","0.0009327249135822058"
"82","416","416","416","0.000993303838185966","0.000993303838185966","0.000993303838185966","499","499","499","0.000922933395486325","0.000922933395486325","0.000922933395486325","499","499","499","0.0008289027609862387","0.0008289027609862387","0.0008289027609862387","499","499","499","0.001194255892187357","0.001194255892187357","0.001194255892187357","499","499","499","0.000836612016428262","0.000836612016428262","0.000836612016428262","416","416","416","0.0011926263105124235","0.0011926263105124235","0.0011926263105124235","499","499","499","0.0008928323513828218","0.0008928323513828218","0.0008928323513828218","499","499","499","0.0007868477259762585","0.0007868477259762585","0.0007868477259762585"
"83","421","421","421","0.0010475857416167855","0.0010475857416167855","0.0010475857416167855","505","505","505","0.0012662576045840979","0.0012662576045840979","0.0012662576045840979","505","505","505","0.001042684307321906","0.001042684307321906","0.001042684307321906","505","505","505","0.0013763986062258482","0.0013763986062258482","0.0013763986062258482","505","505","505","0.0010577600914984941","0.0010577600914984941","0.0010577600914984941","421","421","421","0.0015359112294390798","0.0015359112294390798","0.0015359112294390798","505","505","505","0.0010717784753069282","0.0010717784753069282","0.0010717784753069282","505","505","505","0.0010334908729419112","0.0010334908729419112","0.0010334908729419112"
"84","426","426","426","0.0011906323488801718","0.0011906323488801718","0.0011906323488801718","511","511","511","0.001205676468089223","0.001205676468089223","0.001205676468089223","511","511","511","0.0009397047688253224","0.0009397047688253224","0.0009397047688253224","511","511","511","0.0011473376071080565","0.0011473376071080565","0.0011473376071080565","511","511","511","0.0008495629881508648","0.0008495629881508648","0.0008495629881508648","426","426","426","0.0012304609408602118","0.0012304609408602118","0.0012304609408602118","511","511","511","0.0009534332202747464","0.0009534332202747464","0.0009534332202747464","511","511","511","0.0010375685524195433","0.0010375685524195433","0.0010375685524195433"
"85","431","431","431","0.0013335507828742266","0.0013335507828742266","0.0013335507828742266","517","517","517","0.0010189659660682082","0.0010189659660682082","0.0010189659660682082","517","517","517","0.001175052602775395","0.001175052602775395","0.001175052602775395","517","517","517","0.0012829769402742386","0.0012829769402742386","0.0012829769402742386","517","517","517","0.001025087316520512","0.001025087316520512","0.001025087316520512","431","431","431","0.0017435736954212189","0.0017435736954212189","0.0017435736954212189","517","517","517","0.000860538159031421","0.000860538159031421","0.000860538159031421","517","517","517","0.0011337216710671782","0.0011337216710671782","0.0011337216710671782"
"86","436","436","436","0.0010754031827673316","0.0010754031827673316","0.0010754031827673316","523","523","523","0.0009422374423593283","0.0009422374423593283","0.0009422374423593283","523","523","523","0.0012177785392850637","0.0012177785392850637","0.0012177785392850637","523","523","523","0.0014238549629226327","0.0014238549629226327","0.0014238549629226327","523","523","523","0.001061800168827176","0.001061800168827176","0.001061800168827176","436","436","436","0.0011948489118367434","0.0011948489118367434","0.0011948489118367434","523","523","523","0.0011121542192995548","0.0011121542192995548","0.0011121542192995548","523","523","523","0.0011013316689059138","0.0011013316689059138","0.0011013316689059138"
"87","441","441","441","0.0010304918978363276","0.0010304918978363276","0.0010304918978363276","529","529","529","0.001128146075643599","0.001128146075643599","0.001128146075643599","529","529","529","0.0012678352650254965","0.0012678352650254965","0.0012678352650254965","529","529","529","0.0012304630363360047","0.0012304630363360047","0.0012304630363360047","529","529","529","0.0012492898385971785","0.0012492898385971785","0.0012492898385971785","441","441","441","0.0015156131703406572","0.0015156131703406572","0.0015156131703406572","529","529","529","0.0012442237930372357","0.0012442237930372357","0.0012442237930372357","529","529","529","0.0010975593468174338","0.0010975593468174338","0.0010975593468174338"
"88","446","446","446","0.0010419654427096248","0.0010419654427096248","0.0010419654427096248","535","535","535","0.0009357179515063763","0.0009357179515063763","0.0009357179515063763","535","535","535","0.000842906127218157","0.000842906127218157","0.000842906127218157","535","535","535","0.0009585488587617874","0.0009585488587617874","0.0009585488587617874","535","535","535","0.0007946983678266406","0.0007946983678266406","0.0007946983678266406","446","446","446","0.001088073942810297","0.001088073942810297","0.001088073942810297","535","535","535","0.0008756901370361447","0.0008756901370361447","0.0008756901370361447","535","535","535","0.0008429478039033711","0.0008429478039033711","0.0008429478039033711"
"89","451","451","451","0.0009753199410624802","0.0009753199410624802","0.0009753199410624802","541","541","541","0.001099186483770609","0.001099186483770609","0.001099186483770609","541","541","541","0.0010721326107159257","0.0010721326107159257","0.0010721326107159257","541","541","541","0.0012953293044120073","0.0012953293044120073","0.0012953293044120073","541","541","541","0.0010827701771631837","0.0010827701771631837","0.0010827701771631837","451","451","451","0.0012668746057897806","0.0012668746057897806","0.0012668746057897806","541","541","541","0.00108231115154922","0.00108231115154922","0.00108231115154922","541","541","541","0.0014176733093336225","0.0014176733093336225","0.0014176733093336225"
"90","456","456","456","0.0013003931380808353","0.0013003931380808353","0.0013003931380808353","547","547","547","0.0011300111655145884","0.0011300111655145884","0.0011300111655145884","547","547","547","0.0010783019242808223","0.0010783019242808223","0.0010783019242808223","547","547","547","0.0012330806348472834","0.0012330806348472834","0.0012330806348472834","547","547","547","0.0009040591539815068","0.0009040591539815068","0.0009040591539815068","456","456","456","0.0014907079748809338","0.0014907079748809338","0.0014907079748809338","547","547","547","0.0011170381912961602","0.0011170381912961602","0.0011170381912961602","547","547","547","0.0010788410436362028","0.0010788410436362028","0.0010788410436362028"
"91","461","461","461","0.0008732515852898359","0.0008732515852898359","0.0008732515852898359","553","553","553","0.000922154460567981","0.000922154460567981","0.000922154460567981","553","553","553","0.0008701696060597897","0.0008701696060597897","0.0008701696060597897","553","553","553","0.0010632454650476575","0.0010632454650476575","0.0010632454650476575","553","553","553","0.0007907173130661249","0.0007907173130661249","0.0007907173130661249","461","461","461","0.0009090059320442379","0.0009090059320442379","0.0009090059320442379","553","553","553","0.0009020586148835719","0.0009020586148835719","0.0009020586148835719","553","553","553","0.0011077865492552519","0.0011077865492552519","0.0011077865492552519"
"92","466","466","466","0.0009606006788089871","0.0009606006788089871","0.0009606006788089871","559","559","559","0.0012245363323017955","0.0012245363323017955","0.0012245363323017955","559","559","559","0.001056169276125729","0.001056169276125729","0.001056169276125729","559","559","559","0.0014334259321913123","0.0014334259321913123","0.0014334259321913123","559","559","559","0.0009309591841883957","0.0009309591841883957","0.0009309591841883957","466","466","466","0.0013787754578515887","0.0013787754578515887","0.0013787754578515887","559","559","559","0.0010264957090839744","0.0010264957090839744","0.0010264957090839744","559","559","559","0.0012334596831351519","0.0012334596831351519","0.0012334596831351519"
"93","471","471","471","0.0013479831395670772","0.0013479831395670772","0.0013479831395670772","565","565","565","0.0011091255582869053","0.0011091255582869053","0.0011091255582869053","565","565","565","0.0011320681078359485","0.0011320681078359485","0.0011320681078359485","565","565","565","0.0011655603302642703","0.0011655603302642703","0.0011655603302642703","565","565","565","0.0008818383212201297","0.0008818383212201297","0.0008818383212201297","471","471","471","0.0016348209464922547","0.0016348209464922547","0.0016348209464922547","565","565","565","0.0009002657025121152","0.0009002657025121152","0.0009002657025121152","565","565","565","0.001133436569944024","0.001133436569944024","0.001133436569944024"
"94","476","476","476","0.0008097778190858662","0.0008097778190858662","0.0008097778190858662","571","571","571","0.0008098501712083817","0.0008098501712083817","0.0008098501712083817","571","571","571","0.000859583611600101","0.000859583611600101","0.000859583611600101","571","571","571","0.0010317962151020765","0.0010317962151020765","0.0010317962151020765","571","571","571","0.0008316296734847128","0.0008316296734847128","0.0008316296734847128","476","476","476","0.001019248622469604","0.001019248622469604","0.001019248622469604","571","571","571","0.0009831530041992664","0.0009831530041992664","0.0009831530041992664","571","571","571","0.0008197913994081318","0.0008197913994081318","0.0008197913994081318"
"95","481","481","481","0.0009144189534708858","0.0009144189534708858","0.0009144189534708858","577","577","577","0.0009376301895827055","0.0009376301895827055","0.0009376301895827055","577","577","577","0.0007611779728904366","0.0007611779728904366","0.0007611779728904366","577","577","577","0.0010556681081652641","0.0010556681081652641","0.0010556681081652641","577","577","577","0.0007900532800704241","0.0007900532800704241","0.0007900532800704241","481","481","481","0.0011979419505223632","0.0011979419505223632","0.0011979419505223632","577","577","577","0.0009135603904724121","0.0009135603904724121","0.0009135603904724121","577","577","577","0.0009085154160857201","0.0009085154160857201","0.0009085154160857201"
"96","486","486","486","0.001123842317610979","0.001123842317610979","0.001123842317610979","583","583","583","0.0010047191753983498","0.0010047191753983498","0.0010047191753983498","583","583","583","0.0009042126475833356","0.0009042126475833356","0.0009042126475833356","583","583","583","0.00104260363150388","0.00104260363150388","0.00104260363150388","583","583","583","0.0009637660114094615","0.0009637660114094615","0.0009637660114094615","486","486","486","0.0010186361614614725","0.0010186361614614725","0.0010186361614614725","583","583","583","0.001035004504956305","0.001035004504956305","0.001035004504956305","583","583","583","0.0008978444384410977","0.0008978444384410977","0.0008978444384410977"
"97","491","491","491","0.0010073065059259534","0.0010073065059259534","0.0010073065059259534","589","589","589","0.0008437763899564743","0.0008437763899564743","0.0008437763899564743","589","589","589","0.0009999244939535856","0.0009999244939535856","0.0009999244939535856","589","589","589","0.0013444301439449191","0.0013444301439449191","0.0013444301439449191","589","589","589","0.0008871167665347457","0.0008871167665347457","0.0008871167665347457","491","491","491","0.0011102844728156924","0.0011102844728156924","0.0011102844728156924","589","589","589","0.0009907890344038606","0.0009907890344038606","0.0009907890344038606","589","589","589","0.0009329239837825298","0.0009329239837825298","0.0009329239837825298"
"98","496","496","496","0.0010133602190762758","0.0010133602190762758","0.0010133602190762758","595","595","595","0.0010728798806667328","0.0010728798806667328","0.0010728798806667328","595","595","595","0.0010911469580605626","0.0010911469580605626","0.0010911469580605626","595","595","595","0.0012132866540923715","0.0012132866540923715","0.0012132866540923715","595","595","595","0.0010388020891696215","0.0010388020891696215","0.0010388020891696215","496","496","496","0.0014036167412996292","0.0014036167412996292","0.0014036167412996292","595","595","595","0.0011194334365427494","0.0011194334365427494","0.0011194334365427494","595","595","595","0.001090938225388527","0.001090938225388527","0.001090938225388527"
"99","501","501","501","0.0010729606729000807","0.0010729606729000807","0.0010729606729000807","601","601","601","0.0008276948356069624","0.0008276948356069624","0.0008276948356069624","601","601","601","0.0012164115905761719","0.0012164115905761719","0.0012164115905761719","601","601","601","0.001446035923436284","0.001446035923436284","0.001446035923436284","601","601","601","0.0011794079327955842","0.0011794079327955842","0.0011794079327955842","501","501","501","0.0013006282970309258","0.0013006282970309258","0.0013006282970309258","601","601","601","0.001282352488487959","0.001282352488487959","0.001282352488487959","601","601","601","0.0011240211315453053","0.0011240211315453053","0.0011240211315453053"
"100","506","506","506","0.0010302149457857013","0.0010302149457857013","0.0010302149457857013","607","607","607","0.0008136500255204737","0.0008136500255204737","0.0008136500255204737","607","607","607","0.0011054381029680371","0.0011054381029680371","0.0011054381029680371","607","607","607","0.0014255541609600186","0.0014255541609600186","0.0014255541609600186","607","607","607","0.0008058500825427473","0.0008058500825427473","0.0008058500825427473","506","506","506","0.001240862999111414","0.001240862999111414","0.001240862999111414","607","607","607","0.001058558700606227","0.001058558700606227","0.001058558700606227","607","607","607","0.0012389743933454156","0.0012389743933454156","0.0012389743933454156"
"101","511","511","511","0.0012032162630930543","0.0012032162630930543","0.0012032162630930543","613","613","613","0.0009227244881913066","0.0009227244881913066","0.0009227244881913066","613","613","613","0.0012173750437796116","0.0012173750437796116","0.0012173750437796116","613","613","613","0.0013672950444743037","0.0013672950444743037","0.0013672950444743037","613","613","613","0.0008516907691955566","0.0008516907691955566","0.0008516907691955566","511","511","511","0.001172117074020207","0.001172117074020207","0.001172117074020207","613","613","613","0.0010209492174908519","0.0010209492174908519","0.0010209492174908519","613","613","613","0.001055920496582985","0.001055920496582985","0.001055920496582985"
"102","516","516","516","0.0010214134817942977","0.0010214134817942977","0.0010214134817942977","619","619","619","0.0008349003619514406","0.0008349003619514406","0.0008349003619514406","619","619","619","0.0010133719770237803","0.0010133719770237803","0.0010133719770237803","619","619","619","0.0009377290843985975","0.0009377290843985975","0.0009377290843985975","619","619","619","0.0010406922083348036","0.0010406922083348036","0.0010406922083348036","516","516","516","0.001021290896460414","0.001021290896460414","0.001021290896460414","619","619","619","0.0008234315901063383","0.0008234315901063383","0.0008234315901063383","619","619","619","0.0008508454193361104","0.0008508454193361104","0.0008508454193361104"
"103","521","521","521","0.0014855297049507499","0.0014855297049507499","0.0014855297049507499","625","625","625","0.0011017093202099204","0.0011017093202099204","0.0011017093202099204","625","625","625","0.0012111593969166279","0.0012111593969166279","0.0012111593969166279","625","625","625","0.0012142136693000793","0.0012142136693000793","0.0012142136693000793","625","625","625","0.0010959433857351542","0.0010959433857351542","0.0010959433857351542","521","521","521","0.0013113700551912189","0.0013113700551912189","0.0013113700551912189","625","625","625","0.0009596864110790193","0.0009596864110790193","0.0009596864110790193","625","625","625","0.0009989140089601278","0.0009989140089601278","0.0009989140089601278"
"104","526","526","526","0.001075139967724681","0.001075139967724681","0.001075139967724681","631","631","631","0.0008654175326228142","0.0008654175326228142","0.0008654175326228142","631","631","631","0.0011019945377483964","0.0011019945377483964","0.0011019945377483964","631","631","631","0.0012709505390375853","0.0012709505390375853","0.0012709505390375853","631","631","631","0.0008872103644534945","0.0008872103644534945","0.0008872103644534945","526","526","526","0.0008700668113306165","0.0008700668113306165","0.0008700668113306165","631","631","631","0.0009855401003733277","0.0009855401003733277","0.0009855401003733277","631","631","631","0.000994477653875947","0.000994477653875947","0.000994477653875947"
"105","531","531","531","0.0009371102205477655","0.0009371102205477655","0.0009371102205477655","637","637","637","0.0009018577984534204","0.0009018577984534204","0.0009018577984534204","637","637","637","0.0008351372671313584","0.0008351372671313584","0.0008351372671313584","637","637","637","0.0012086653150618076","0.0012086653150618076","0.0012086653150618076","637","637","637","0.0011160876601934433","0.0011160876601934433","0.0011160876601934433","531","531","531","0.0009852047078311443","0.0009852047078311443","0.0009852047078311443","637","637","637","0.0009461184963583946","0.0009461184963583946","0.0009461184963583946","637","637","637","0.0008467678562738001","0.0008467678562738001","0.0008467678562738001"
"106","536","536","536","0.001017085392959416","0.001017085392959416","0.001017085392959416","643","643","643","0.0008502454729750752","0.0008502454729750752","0.0008502454729750752","643","643","643","0.0009602719219401479","0.0009602719219401479","0.0009602719219401479","643","643","643","0.0009764127316884696","0.0009764127316884696","0.0009764127316884696","643","643","643","0.000845720584038645","0.000845720584038645","0.000845720584038645","536","536","536","0.001142864697612822","0.001142864697612822","0.001142864697612822","643","643","643","0.0008718440658412874","0.0008718440658412874","0.0008718440658412874","643","643","643","0.0008344335947185755","0.0008344335947185755","0.0008344335947185755"
"107","541","541","541","0.001158490078523755","0.001158490078523755","0.001158490078523755","649","649","649","0.0009665995603427291","0.0009665995603427291","0.0009665995603427291","649","649","649","0.0009278039215132594","0.0009278039215132594","0.0009278039215132594","649","649","649","0.0009800695115700364","0.0009800695115700364","0.0009800695115700364","649","649","649","0.0009319533128291368","0.0009319533128291368","0.0009319533128291368","541","541","541","0.0010577136417850852","0.0010577136417850852","0.0010577136417850852","649","649","649","0.0008128277841024101","0.0008128277841024101","0.0008128277841024101","649","649","649","0.0009756125509738922","0.0009756125509738922","0.0009756125509738922"
"108","546","546","546","0.0011712722480297089","0.0011712722480297089","0.0011712722480297089","655","655","655","0.000894456054084003","0.000894456054084003","0.000894456054084003","655","655","655","0.0008844026597216725","0.0008844026597216725","0.0008844026597216725","655","655","655","0.0010787250939756632","0.0010787250939756632","0.0010787250939756632","655","655","655","0.0011045581195503473","0.0011045581195503473","0.0011045581195503473","546","546","546","0.0010417973389849067","0.0010417973389849067","0.0010417973389849067","655","655","655","0.0009132720297202468","0.0009132720297202468","0.0009132720297202468","655","655","655","0.001013312372379005","0.001013312372379005","0.001013312372379005"
"109","551","551","551","0.0010397447040304542","0.0010397447040304542","0.0010397447040304542","661","661","661","0.0008797382470220327","0.0008797382470220327","0.0008797382470220327","661","661","661","0.0010362145258113742","0.0010362145258113742","0.0010362145258113742","661","661","661","0.0010656040394678712","0.0010656040394678712","0.0010656040394678712","661","661","661","0.0008918084786273539","0.0008918084786273539","0.0008918084786273539","551","551","551","0.0008966124732978642","0.0008966124732978642","0.0008966124732978642","661","661","661","0.0011542969150468707","0.0011542969150468707","0.0011542969150468707","661","661","661","0.0009512678370811045","0.0009512678370811045","0.0009512678370811045"
"110","556","556","556","0.0011057899100705981","0.0011057899100705981","0.0011057899100705981","667","667","667","0.000990534434095025","0.000990534434095025","0.000990534434095025","667","667","667","0.001030231243930757","0.001030231243930757","0.001030231243930757","667","667","667","0.0011747422395274043","0.0011747422395274043","0.0011747422395274043","667","667","667","0.00107039965223521","0.00107039965223521","0.00107039965223521","556","556","556","0.0008258153102360666","0.0008258153102360666","0.0008258153102360666","667","667","667","0.001060422626323998","0.001060422626323998","0.001060422626323998","667","667","667","0.001089852536097169","0.001089852536097169","0.001089852536097169"
"111","561","561","561","0.0011565405875444412","0.0011565405875444412","0.0011565405875444412","673","673","673","0.0008376625482924283","0.0008376625482924283","0.0008376625482924283","673","673","673","0.0008193986141122878","0.0008193986141122878","0.0008193986141122878","673","673","673","0.001104083494283259","0.001104083494283259","0.001104083494283259","673","673","673","0.0008916015503928065","0.0008916015503928065","0.0008916015503928065","561","561","561","0.0012452852679416537","0.0012452852679416537","0.0012452852679416537","673","673","673","0.0008720756741240621","0.0008720756741240621","0.0008720756741240621","673","673","673","0.0009181249188259244","0.0009181249188259244","0.0009181249188259244"
"112","566","566","566","0.0011256433790549636","0.0011256433790549636","0.0011256433790549636","679","679","679","0.0008431183523498476","0.0008431183523498476","0.0008431183523498476","679","679","679","0.0009162610513158143","0.0009162610513158143","0.0009162610513158143","679","679","679","0.0012303348630666733","0.0012303348630666733","0.0012303348630666733","679","679","679","0.0009772954508662224","0.0009772954508662224","0.0009772954508662224","566","566","566","0.0010617095977067947","0.0010617095977067947","0.0010617095977067947","679","679","679","0.00089985691010952","0.00089985691010952","0.00089985691010952","679","679","679","0.0009243610547855496","0.0009243610547855496","0.0009243610547855496"
"113","571","571","571","0.001153572928160429","0.001153572928160429","0.001153572928160429","685","685","685","0.0009906443301588297","0.0009906443301588297","0.0009906443301588297","685","685","685","0.001321591204032302","0.001321591204032302","0.001321591204032302","685","685","685","0.0013141618110239506","0.0013141618110239506","0.0013141618110239506","685","685","685","0.0010250626364722848","0.0010250626364722848","0.0010250626364722848","571","571","571","0.0009883117163553834","0.0009883117163553834","0.0009883117163553834","685","685","685","0.0011698768939822912","0.0011698768939822912","0.0011698768939822912","685","685","685","0.0010358445579186082","0.0010358445579186082","0.0010358445579186082"
"114","576","576","576","0.0011085276491940022","0.0011085276491940022","0.0011085276491940022","691","691","691","0.0009488975629210472","0.0009488975629210472","0.0009488975629210472","691","691","691","0.0011429900769144297","0.0011429900769144297","0.0011429900769144297","691","691","691","0.0014659162843599916","0.0014659162843599916","0.0014659162843599916","691","691","691","0.0011878691148012877","0.0011878691148012877","0.0011878691148012877","576","576","576","0.0011146783363074064","0.0011146783363074064","0.0011146783363074064","691","691","691","0.0010599029483273625","0.0010599029483273625","0.0010599029483273625","691","691","691","0.0009809340117499232","0.0009809340117499232","0.0009809340117499232"
"115","581","581","581","0.0014162282459437847","0.0014162282459437847","0.0014162282459437847","697","697","697","0.0009951972169801593","0.0009951972169801593","0.0009951972169801593","697","697","697","0.0008233765256591141","0.0008233765256591141","0.0008233765256591141","697","697","697","0.0011325536761432886","0.0011325536761432886","0.0011325536761432886","697","697","697","0.0009521893225610256","0.0009521893225610256","0.0009521893225610256","581","581","581","0.0009417713154107332","0.0009417713154107332","0.0009417713154107332","697","697","697","0.0008853201288729906","0.0008853201288729906","0.0008853201288729906","697","697","697","0.0009617556352168322","0.0009617556352168322","0.0009617556352168322"
"116","586","586","586","0.0011362094664946198","0.0011362094664946198","0.0011362094664946198","703","703","703","0.0009154900908470154","0.0009154900908470154","0.0009154900908470154","703","703","703","0.0009001127327792346","0.0009001127327792346","0.0009001127327792346","703","703","703","0.0010581167880445719","0.0010581167880445719","0.0010581167880445719","703","703","703","0.0009659251081757247","0.0009659251081757247","0.0009659251081757247","586","586","586","0.0008290730183944106","0.0008290730183944106","0.0008290730183944106","703","703","703","0.0008760414202697575","0.0008760414202697575","0.0008760414202697575","703","703","703","0.0008360632928088307","0.0008360632928088307","0.0008360632928088307"
"117","591","591","591","0.001241908292286098","0.001241908292286098","0.001241908292286098","709","709","709","0.001070543541572988","0.001070543541572988","0.001070543541572988","709","709","709","0.0012638504849746823","0.0012638504849746823","0.0012638504849746823","709","709","709","0.0011508514871820807","0.0011508514871820807","0.0011508514871820807","709","709","709","0.0013072697911411524","0.0013072697911411524","0.0013072697911411524","591","591","591","0.0011546590831130743","0.0011546590831130743","0.0011546590831130743","709","709","709","0.0009338883101008832","0.0009338883101008832","0.0009338883101008832","709","709","709","0.0011017977958545089","0.0011017977958545089","0.0011017977958545089"
