"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_kf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_kf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_kf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_kf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_kf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_kf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_kf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_kf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX"
"121","612","612","612","0.032761141657829285","0.032761141657829285","0.032761141657829285","734","734","734","0.026959029957652092","0.026959029957652092","0.026959029957652092","734","734","734","0.03668548911809921","0.03668548911809921","0.03668548911809921","734","734","734","0.08530853688716888","0.08530853688716888","0.08530853688716888","734","734","734","0.030718518421053886","0.030718518421053886","0.030718518421053886","612","612","612","0.025358786806464195","0.025358786806464195","0.025358786806464195","734","734","734","0.025691434741020203","0.025691434741020203","0.025691434741020203","734","734","734","0.039166323840618134","0.039166323840618134","0.039166323840618134"
"122","617","617","617","0.012401600368320942","0.012401600368320942","0.012401600368320942","740","740","740","0.014866556040942669","0.014866556040942669","0.014866556040942669","740","740","740","0.023754438385367393","0.023754438385367393","0.023754438385367393","740","740","740","0.006155018694698811","0.006155018694698811","0.006155018694698811","740","740","740","0.03265141323208809","0.03265141323208809","0.03265141323208809","617","617","617","0.022619254887104034","0.022619254887104034","0.022619254887104034","740","740","740","0.04086364060640335","0.04086364060640335","0.04086364060640335","740","740","740","0.06412672996520996","0.06412672996520996","0.06412672996520996"
"123","622","622","622","0.014056313782930374","0.014056313782930374","0.014056313782930374","746","746","746","0.019092530012130737","0.019092530012130737","0.019092530012130737","746","746","746","0.022919543087482452","0.022919543087482452","0.022919543087482452","746","746","746","0.042727597057819366","0.042727597057819366","0.042727597057819366","746","746","746","0.016582131385803223","0.016582131385803223","0.016582131385803223","622","622","622","0.0360875204205513","0.0360875204205513","0.0360875204205513","746","746","746","0.030090561136603355","0.030090561136603355","0.030090561136603355","746","746","746","0.01790640875697136","0.01790640875697136","0.01790640875697136"
"124","627","627","627","0.028933357447385788","0.028933357447385788","0.028933357447385788","752","752","752","0.04015575349330902","0.04015575349330902","0.04015575349330902","752","752","752","0.04405635595321655","0.04405635595321655","0.04405635595321655","752","752","752","0.07499859482049942","0.07499859482049942","0.07499859482049942","752","752","752","0.018933074548840523","0.018933074548840523","0.018933074548840523","627","627","627","0.02296302281320095","0.02296302281320095","0.02296302281320095","752","752","752","0.03483237326145172","0.03483237326145172","0.03483237326145172","752","752","752","0.06324505060911179","0.06324505060911179","0.06324505060911179"
"125","632","632","632","0.010233554989099503","0.010233554989099503","0.010233554989099503","758","758","758","0.0316288135945797","0.0316288135945797","0.0316288135945797","758","758","758","0.014873437583446503","0.014873437583446503","0.014873437583446503","758","758","758","0.10028392821550369","0.10028392821550369","0.10028392821550369","758","758","758","0.04673735052347183","0.04673735052347183","0.04673735052347183","632","632","632","0.1060565933585167","0.1060565933585167","0.1060565933585167","758","758","758","0.03522231802344322","0.03522231802344322","0.03522231802344322","758","758","758","0.07112066447734833","0.07112066447734833","0.07112066447734833"
"126","637","637","637","0.030429771170020103","0.030429771170020103","0.030429771170020103","764","764","764","0.03382619842886925","0.03382619842886925","0.03382619842886925","764","764","764","0.02364029549062252","0.02364029549062252","0.02364029549062252","764","764","764","0.014600461348891258","0.014600461348891258","0.014600461348891258","764","764","764","0.022166715934872627","0.022166715934872627","0.022166715934872627","637","637","637","0.05827449634671211","0.05827449634671211","0.05827449634671211","764","764","764","0.02838490903377533","0.02838490903377533","0.02838490903377533","764","764","764","0.07453999668359756","0.07453999668359756","0.07453999668359756"
"127","642","642","642","0.012851865030825138","0.012851865030825138","0.012851865030825138","770","770","770","0.007398637942969799","0.007398637942969799","0.007398637942969799","770","770","770","0.0316251665353775","0.0316251665353775","0.0316251665353775","770","770","770","0.005977201275527477","0.005977201275527477","0.005977201275527477","770","770","770","0.02333430014550686","0.02333430014550686","0.02333430014550686","642","642","642","0.06550397723913193","0.06550397723913193","0.06550397723913193","770","770","770","0.018830331042408943","0.018830331042408943","0.018830331042408943","770","770","770","0.01651851087808609","0.01651851087808609","0.01651851087808609"
"128","647","647","647","0.01868889294564724","0.01868889294564724","0.01868889294564724","776","776","776","0.015456181019544601","0.015456181019544601","0.015456181019544601","776","776","776","0.04358339682221413","0.04358339682221413","0.04358339682221413","776","776","776","0.09585697203874588","0.09585697203874588","0.09585697203874588","776","776","776","0.022173551842570305","0.022173551842570305","0.022173551842570305","647","647","647","0.09216504544019699","0.09216504544019699","0.09216504544019699","776","776","776","0.027577366679906845","0.027577366679906845","0.027577366679906845","776","776","776","0.07711715251207352","0.07711715251207352","0.07711715251207352"
"129","652","652","652","0.00858711451292038","0.00858711451292038","0.00858711451292038","782","782","782","0.03357722610235214","0.03357722610235214","0.03357722610235214","782","782","782","0.04587097093462944","0.04587097093462944","0.04587097093462944","782","782","782","0.07062406837940216","0.07062406837940216","0.07062406837940216","782","782","782","0.020210541784763336","0.020210541784763336","0.020210541784763336","652","652","652","0.016907421872019768","0.016907421872019768","0.016907421872019768","782","782","782","0.019979961216449738","0.019979961216449738","0.019979961216449738","782","782","782","0.018471453338861465","0.018471453338861465","0.018471453338861465"
"130","657","657","657","0.010676044039428234","0.010676044039428234","0.010676044039428234","788","788","788","0.03214094787836075","0.03214094787836075","0.03214094787836075","788","788","788","0.045719996094703674","0.045719996094703674","0.045719996094703674","788","788","788","0.05742765590548515","0.05742765590548515","0.05742765590548515","788","788","788","0.025059182196855545","0.025059182196855545","0.025059182196855545","657","657","657","0.04329145327210426","0.04329145327210426","0.04329145327210426","788","788","788","0.027168652042746544","0.027168652042746544","0.027168652042746544","788","788","788","0.09060734510421753","0.09060734510421753","0.09060734510421753"
"131","662","662","662","0.0267864428460598","0.0267864428460598","0.0267864428460598","794","794","794","0.027019647881388664","0.027019647881388664","0.027019647881388664","794","794","794","0.033392053097486496","0.033392053097486496","0.033392053097486496","794","794","794","0.02181951515376568","0.02181951515376568","0.02181951515376568","794","794","794","0.00784787256270647","0.00784787256270647","0.00784787256270647","662","662","662","0.0236660148948431","0.0236660148948431","0.0236660148948431","794","794","794","0.014514717273414135","0.014514717273414135","0.014514717273414135","794","794","794","0.02532317116856575","0.02532317116856575","0.02532317116856575"
"132","667","667","667","0.016933739185333252","0.016933739185333252","0.016933739185333252","800","800","800","0.020474238321185112","0.020474238321185112","0.020474238321185112","800","800","800","0.03974982723593712","0.03974982723593712","0.03974982723593712","800","800","800","0.0684625506401062","0.0684625506401062","0.0684625506401062","800","800","800","0.02424333244562149","0.02424333244562149","0.02424333244562149","667","667","667","0.014462979510426521","0.014462979510426521","0.014462979510426521","800","800","800","0.037085991352796555","0.037085991352796555","0.037085991352796555","800","800","800","0.051194362342357635","0.051194362342357635","0.051194362342357635"
"133","672","672","672","0.025456516072154045","0.025456516072154045","0.025456516072154045","806","806","806","0.02969239093363285","0.02969239093363285","0.02969239093363285","806","806","806","0.03213890641927719","0.03213890641927719","0.03213890641927719","806","806","806","0.04347013682126999","0.04347013682126999","0.04347013682126999","806","806","806","0.02968081459403038","0.02968081459403038","0.02968081459403038","672","672","672","0.08501467853784561","0.08501467853784561","0.08501467853784561","806","806","806","0.008338012732565403","0.008338012732565403","0.008338012732565403","806","806","806","0.04824613407254219","0.04824613407254219","0.04824613407254219"
"134","677","677","677","0.021451234817504883","0.021451234817504883","0.021451234817504883","812","812","812","0.03410235419869423","0.03410235419869423","0.03410235419869423","812","812","812","0.0314888097345829","0.0314888097345829","0.0314888097345829","812","812","812","0.014800609089434147","0.014800609089434147","0.014800609089434147","812","812","812","0.021947581321001053","0.021947581321001053","0.021947581321001053","677","677","677","0.02680431306362152","0.02680431306362152","0.02680431306362152","812","812","812","0.02195771597325802","0.02195771597325802","0.02195771597325802","812","812","812","0.06916765868663788","0.06916765868663788","0.06916765868663788"
"135","682","682","682","0.012245737947523594","0.012245737947523594","0.012245737947523594","818","818","818","0.01683594472706318","0.01683594472706318","0.01683594472706318","818","818","818","0.0335434153676033","0.0335434153676033","0.0335434153676033","818","818","818","0.0175876896828413","0.0175876896828413","0.0175876896828413","818","818","818","0.02993503212928772","0.02993503212928772","0.02993503212928772","682","682","682","0.07474469393491745","0.07474469393491745","0.07474469393491745","818","818","818","0.03679623827338219","0.03679623827338219","0.03679623827338219","818","818","818","0.06801888346672058","0.06801888346672058","0.06801888346672058"
"136","687","687","687","0.013630520552396774","0.013630520552396774","0.013630520552396774","824","824","824","0.021047979593276978","0.021047979593276978","0.021047979593276978","824","824","824","0.02717181108891964","0.02717181108891964","0.02717181108891964","824","824","824","0.017822783440351486","0.017822783440351486","0.017822783440351486","824","824","824","0.026093462482094765","0.026093462482094765","0.026093462482094765","687","687","687","0.06480266153812408","0.06480266153812408","0.06480266153812408","824","824","824","0.037018246948719025","0.037018246948719025","0.037018246948719025","824","824","824","0.028811931610107422","0.028811931610107422","0.028811931610107422"
"137","692","692","692","0.008845571428537369","0.008845571428537369","0.008845571428537369","830","830","830","0.023518718779087067","0.023518718779087067","0.023518718779087067","830","830","830","0.0099545419216156","0.0099545419216156","0.0099545419216156","830","830","830","0.04382096230983734","0.04382096230983734","0.04382096230983734","830","830","830","0.039574816823005676","0.039574816823005676","0.039574816823005676","692","692","692","0.01658511534333229","0.01658511534333229","0.01658511534333229","830","830","830","0.016398755833506584","0.016398755833506584","0.016398755833506584","830","830","830","0.07298178225755692","0.07298178225755692","0.07298178225755692"
"138","697","697","697","0.012819958850741386","0.012819958850741386","0.012819958850741386","836","836","836","0.017404479905962944","0.017404479905962944","0.017404479905962944","836","836","836","0.03732818365097046","0.03732818365097046","0.03732818365097046","836","836","836","0.01262336503714323","0.01262336503714323","0.01262336503714323","836","836","836","0.030276762321591377","0.030276762321591377","0.030276762321591377","697","697","697","0.05136684700846672","0.05136684700846672","0.05136684700846672","836","836","836","0.01465673092752695","0.01465673092752695","0.01465673092752695","836","836","836","0.09515471011400223","0.09515471011400223","0.09515471011400223"
"139","702","702","702","0.04562395066022873","0.04562395066022873","0.04562395066022873","842","842","842","0.03385673463344574","0.03385673463344574","0.03385673463344574","842","842","842","0.018128706142306328","0.018128706142306328","0.018128706142306328","842","842","842","0.08165568858385086","0.08165568858385086","0.08165568858385086","842","842","842","0.020978301763534546","0.020978301763534546","0.020978301763534546","702","702","702","0.08016395568847656","0.08016395568847656","0.08016395568847656","842","842","842","0.01667913608253002","0.01667913608253002","0.01667913608253002","842","842","842","0.025069929659366608","0.025069929659366608","0.025069929659366608"
"140","707","707","707","0.07351537048816681","0.07351537048816681","0.07351537048816681","848","848","848","0.02267947793006897","0.02267947793006897","0.02267947793006897","848","848","848","0.026679610833525658","0.026679610833525658","0.026679610833525658","848","848","848","0.010790451429784298","0.010790451429784298","0.010790451429784298","848","848","848","0.031026791781187057","0.031026791781187057","0.031026791781187057","707","707","707","0.0991940125823021","0.0991940125823021","0.0991940125823021","848","848","848","0.031426794826984406","0.031426794826984406","0.031426794826984406","848","848","848","0.04306931793689728","0.04306931793689728","0.04306931793689728"
"141","712","712","712","0.026612702757120132","0.026612702757120132","0.026612702757120132","854","854","854","0.020164242014288902","0.020164242014288902","0.020164242014288902","854","854","854","0.03576374426484108","0.03576374426484108","0.03576374426484108","854","854","854","0.07409922033548355","0.07409922033548355","0.07409922033548355","854","854","854","0.05129315331578255","0.05129315331578255","0.05129315331578255","712","712","712","0.03606462478637695","0.03606462478637695","0.03606462478637695","854","854","854","0.03833507373929024","0.03833507373929024","0.03833507373929024","854","854","854","0.06504011154174805","0.06504011154174805","0.06504011154174805"
"142","717","717","717","0.04975324124097824","0.04975324124097824","0.04975324124097824","860","860","860","0.021131712943315506","0.021131712943315506","0.021131712943315506","860","860","860","0.019882870838046074","0.019882870838046074","0.019882870838046074","860","860","860","0.04459717497229576","0.04459717497229576","0.04459717497229576","860","860","860","0.036077991127967834","0.036077991127967834","0.036077991127967834","717","717","717","0.07259190082550049","0.07259190082550049","0.07259190082550049","860","860","860","0.03232536092400551","0.03232536092400551","0.03232536092400551","860","860","860","0.025540342554450035","0.025540342554450035","0.025540342554450035"
"143","722","722","722","0.010060745291411877","0.010060745291411877","0.010060745291411877","866","866","866","0.02260015718638897","0.02260015718638897","0.02260015718638897","866","866","866","0.02188424952328205","0.02188424952328205","0.02188424952328205","866","866","866","0.04944363981485367","0.04944363981485367","0.04944363981485367","866","866","866","0.03597969189286232","0.03597969189286232","0.03597969189286232","722","722","722","0.06789997965097427","0.06789997965097427","0.06789997965097427","866","866","866","0.010410535149276257","0.010410535149276257","0.010410535149276257","866","866","866","0.059501513838768005","0.059501513838768005","0.059501513838768005"
"144","727","727","727","0.027189496904611588","0.027189496904611588","0.027189496904611588","872","872","872","0.0328744575381279","0.0328744575381279","0.0328744575381279","872","872","872","0.02019205316901207","0.02019205316901207","0.02019205316901207","872","872","872","0.08363887667655945","0.08363887667655945","0.08363887667655945","872","872","872","0.0326424241065979","0.0326424241065979","0.0326424241065979","727","727","727","0.08282046020030975","0.08282046020030975","0.08282046020030975","872","872","872","0.013645586557686329","0.013645586557686329","0.013645586557686329","872","872","872","0.09308496117591858","0.09308496117591858","0.09308496117591858"
"145","732","732","732","0.04750516265630722","0.04750516265630722","0.04750516265630722","878","878","878","0.040179017931222916","0.040179017931222916","0.040179017931222916","878","878","878","0.034892693161964417","0.034892693161964417","0.034892693161964417","878","878","878","0.029319996014237404","0.029319996014237404","0.029319996014237404","878","878","878","0.028854936361312866","0.028854936361312866","0.028854936361312866","732","732","732","0.06570520997047424","0.06570520997047424","0.06570520997047424","878","878","878","0.016840755939483643","0.016840755939483643","0.016840755939483643","878","878","878","0.09655053168535233","0.09655053168535233","0.09655053168535233"
"146","737","737","737","0.023552443832159042","0.023552443832159042","0.023552443832159042","884","884","884","0.017329610884189606","0.017329610884189606","0.017329610884189606","884","884","884","0.035096704959869385","0.035096704959869385","0.035096704959869385","884","884","884","0.0536058284342289","0.0536058284342289","0.0536058284342289","884","884","884","0.014413501136004925","0.014413501136004925","0.014413501136004925","737","737","737","0.08376762270927429","0.08376762270927429","0.08376762270927429","884","884","884","0.018022937700152397","0.018022937700152397","0.018022937700152397","884","884","884","0.04073427990078926","0.04073427990078926","0.04073427990078926"
"147","742","742","742","0.044175345450639725","0.044175345450639725","0.044175345450639725","890","890","890","0.015352310612797737","0.015352310612797737","0.015352310612797737","890","890","890","0.01573079824447632","0.01573079824447632","0.01573079824447632","890","890","890","0.05739359185099602","0.05739359185099602","0.05739359185099602","890","890","890","0.02441290393471718","0.02441290393471718","0.02441290393471718","742","742","742","0.02575601451098919","0.02575601451098919","0.02575601451098919","890","890","890","0.024079032242298126","0.024079032242298126","0.024079032242298126","890","890","890","0.03205077722668648","0.03205077722668648","0.03205077722668648"
"148","747","747","747","0.031913768500089645","0.031913768500089645","0.031913768500089645","896","896","896","0.02740425616502762","0.02740425616502762","0.02740425616502762","896","896","896","0.037862759083509445","0.037862759083509445","0.037862759083509445","896","896","896","0.07815263420343399","0.07815263420343399","0.07815263420343399","896","896","896","0.019412033259868622","0.019412033259868622","0.019412033259868622","747","747","747","0.046480655670166016","0.046480655670166016","0.046480655670166016","896","896","896","0.018546326085925102","0.018546326085925102","0.018546326085925102","896","896","896","0.036286793649196625","0.036286793649196625","0.036286793649196625"
"149","752","752","752","0.018275734037160873","0.018275734037160873","0.018275734037160873","902","902","902","0.029769303277134895","0.029769303277134895","0.029769303277134895","902","902","902","0.02378401905298233","0.02378401905298233","0.02378401905298233","902","902","902","0.04002634435892105","0.04002634435892105","0.04002634435892105","902","902","902","0.0538911372423172","0.0538911372423172","0.0538911372423172","752","752","752","0.018431242555379868","0.018431242555379868","0.018431242555379868","902","902","902","0.03709446266293526","0.03709446266293526","0.03709446266293526","902","902","902","0.032420482486486435","0.032420482486486435","0.032420482486486435"
"150","757","757","757","0.02248608134686947","0.02248608134686947","0.02248608134686947","908","908","908","0.03661486133933067","0.03661486133933067","0.03661486133933067","908","908","908","0.036955252289772034","0.036955252289772034","0.036955252289772034","908","908","908","0.05862291157245636","0.05862291157245636","0.05862291157245636","908","908","908","0.03168843686580658","0.03168843686580658","0.03168843686580658","757","757","757","0.042496245354413986","0.042496245354413986","0.042496245354413986","908","908","908","0.017387984320521355","0.017387984320521355","0.017387984320521355","908","908","908","0.030197642743587494","0.030197642743587494","0.030197642743587494"
"151","762","762","762","0.02141113020479679","0.02141113020479679","0.02141113020479679","914","914","914","0.044066451489925385","0.044066451489925385","0.044066451489925385","914","914","914","0.020441755652427673","0.020441755652427673","0.020441755652427673","914","914","914","0.07957253605127335","0.07957253605127335","0.07957253605127335","914","914","914","0.02564709074795246","0.02564709074795246","0.02564709074795246","762","762","762","0.0210470762103796","0.0210470762103796","0.0210470762103796","914","914","914","0.0345151387155056","0.0345151387155056","0.0345151387155056","914","914","914","0.022719094529747963","0.022719094529747963","0.022719094529747963"
"152","767","767","767","0.029875777661800385","0.029875777661800385","0.029875777661800385","920","920","920","0.04362103343009949","0.04362103343009949","0.04362103343009949","920","920","920","0.028704067692160606","0.028704067692160606","0.028704067692160606","920","920","920","0.0330641083419323","0.0330641083419323","0.0330641083419323","920","920","920","0.0710865780711174","0.0710865780711174","0.0710865780711174","767","767","767","0.016058027744293213","0.016058027744293213","0.016058027744293213","920","920","920","0.029103128239512444","0.029103128239512444","0.029103128239512444","920","920","920","0.03318770229816437","0.03318770229816437","0.03318770229816437"
"153","772","772","772","0.03850194439291954","0.03850194439291954","0.03850194439291954","926","926","926","0.03438916057348251","0.03438916057348251","0.03438916057348251","926","926","926","0.03204265981912613","0.03204265981912613","0.03204265981912613","926","926","926","0.050513215363025665","0.050513215363025665","0.050513215363025665","926","926","926","0.03468584641814232","0.03468584641814232","0.03468584641814232","772","772","772","0.032004404813051224","0.032004404813051224","0.032004404813051224","926","926","926","0.02117800898849964","0.02117800898849964","0.02117800898849964","926","926","926","0.0244156327098608","0.0244156327098608","0.0244156327098608"
"154","777","777","777","0.023204535245895386","0.023204535245895386","0.023204535245895386","932","932","932","0.04312457516789436","0.04312457516789436","0.04312457516789436","932","932","932","0.023476721718907356","0.023476721718907356","0.023476721718907356","932","932","932","0.023551682010293007","0.023551682010293007","0.023551682010293007","932","932","932","0.02328004315495491","0.02328004315495491","0.02328004315495491","777","777","777","0.03167084977030754","0.03167084977030754","0.03167084977030754","932","932","932","0.027491647750139236","0.027491647750139236","0.027491647750139236","932","932","932","0.02758914604783058","0.02758914604783058","0.02758914604783058"
"155","782","782","782","0.0631847009062767","0.0631847009062767","0.0631847009062767","938","938","938","0.056274864822626114","0.056274864822626114","0.056274864822626114","938","938","938","0.0337226428091526","0.0337226428091526","0.0337226428091526","938","938","938","0.05366760119795799","0.05366760119795799","0.05366760119795799","938","938","938","0.02530696988105774","0.02530696988105774","0.02530696988105774","782","782","782","0.012067503295838833","0.012067503295838833","0.012067503295838833","938","938","938","0.02569093555212021","0.02569093555212021","0.02569093555212021","938","938","938","0.025959383696317673","0.025959383696317673","0.025959383696317673"
"156","787","787","787","0.015818504616618156","0.015818504616618156","0.015818504616618156","944","944","944","0.036144010722637177","0.036144010722637177","0.036144010722637177","944","944","944","0.030280565842986107","0.030280565842986107","0.030280565842986107","944","944","944","0.0455254465341568","0.0455254465341568","0.0455254465341568","944","944","944","0.03377826511859894","0.03377826511859894","0.03377826511859894","787","787","787","0.019848192110657692","0.019848192110657692","0.019848192110657692","944","944","944","0.025670835748314857","0.025670835748314857","0.025670835748314857","944","944","944","0.032232701778411865","0.032232701778411865","0.032232701778411865"
"157","792","792","792","0.028746725991368294","0.028746725991368294","0.028746725991368294","950","950","950","0.03690078482031822","0.03690078482031822","0.03690078482031822","950","950","950","0.05574088543653488","0.05574088543653488","0.05574088543653488","950","950","950","0.05887097120285034","0.05887097120285034","0.05887097120285034","950","950","950","0.061784256249666214","0.061784256249666214","0.061784256249666214","792","792","792","0.02605574019253254","0.02605574019253254","0.02605574019253254","950","950","950","0.029445743188261986","0.029445743188261986","0.029445743188261986","950","950","950","0.026818575337529182","0.026818575337529182","0.026818575337529182"
"158","797","797","797","0.04168735444545746","0.04168735444545746","0.04168735444545746","956","956","956","0.05260166525840759","0.05260166525840759","0.05260166525840759","956","956","956","0.03355973958969116","0.03355973958969116","0.03355973958969116","956","956","956","0.03558573126792908","0.03558573126792908","0.03558573126792908","956","956","956","0.04191707447171211","0.04191707447171211","0.04191707447171211","797","797","797","0.032855842262506485","0.032855842262506485","0.032855842262506485","956","956","956","0.030533624812960625","0.030533624812960625","0.030533624812960625","956","956","956","0.04639584571123123","0.04639584571123123","0.04639584571123123"
"159","802","802","802","0.059945326298475266","0.059945326298475266","0.059945326298475266","962","962","962","0.031001757830381393","0.031001757830381393","0.031001757830381393","962","962","962","0.022957095876336098","0.022957095876336098","0.022957095876336098","962","962","962","0.0350588895380497","0.0350588895380497","0.0350588895380497","962","962","962","0.04437905177474022","0.04437905177474022","0.04437905177474022","802","802","802","0.06753231585025787","0.06753231585025787","0.06753231585025787","962","962","962","0.021472198888659477","0.021472198888659477","0.021472198888659477","962","962","962","0.023634815588593483","0.023634815588593483","0.023634815588593483"
"160","807","807","807","0.031251873821020126","0.031251873821020126","0.031251873821020126","968","968","968","0.022490445524454117","0.022490445524454117","0.022490445524454117","968","968","968","0.03582928702235222","0.03582928702235222","0.03582928702235222","968","968","968","0.03799232095479965","0.03799232095479965","0.03799232095479965","968","968","968","0.028969045728445053","0.028969045728445053","0.028969045728445053","807","807","807","0.03122537024319172","0.03122537024319172","0.03122537024319172","968","968","968","0.040266260504722595","0.040266260504722595","0.040266260504722595","968","968","968","0.035587191581726074","0.035587191581726074","0.035587191581726074"
"161","812","812","812","0.03921239823102951","0.03921239823102951","0.03921239823102951","974","974","974","0.028722677379846573","0.028722677379846573","0.028722677379846573","974","974","974","0.031995441764593124","0.031995441764593124","0.031995441764593124","974","974","974","0.04127250611782074","0.04127250611782074","0.04127250611782074","974","974","974","0.03188242390751839","0.03188242390751839","0.03188242390751839","812","812","812","0.032584045082330704","0.032584045082330704","0.032584045082330704","974","974","974","0.017591675743460655","0.017591675743460655","0.017591675743460655","974","974","974","0.014693071134388447","0.014693071134388447","0.014693071134388447"
"162","817","817","817","0.024365199729800224","0.024365199729800224","0.024365199729800224","980","980","980","0.044003795832395554","0.044003795832395554","0.044003795832395554","980","980","980","0.02790234424173832","0.02790234424173832","0.02790234424173832","980","980","980","0.03282318636775017","0.03282318636775017","0.03282318636775017","980","980","980","0.03165546432137489","0.03165546432137489","0.03165546432137489","817","817","817","0.04622015357017517","0.04622015357017517","0.04622015357017517","980","980","980","0.03654531389474869","0.03654531389474869","0.03654531389474869","980","980","980","0.02668113261461258","0.02668113261461258","0.02668113261461258"
"163","822","822","822","0.0580257885158062","0.0580257885158062","0.0580257885158062","986","986","986","0.0616171695291996","0.0616171695291996","0.0616171695291996","986","986","986","0.0360652394592762","0.0360652394592762","0.0360652394592762","986","986","986","0.03915627673268318","0.03915627673268318","0.03915627673268318","986","986","986","0.040025897324085236","0.040025897324085236","0.040025897324085236","822","822","822","0.02575208991765976","0.02575208991765976","0.02575208991765976","986","986","986","0.028420308604836464","0.028420308604836464","0.028420308604836464","986","986","986","0.028895338997244835","0.028895338997244835","0.028895338997244835"
"164","827","827","827","0.03263883665204048","0.03263883665204048","0.03263883665204048","992","992","992","0.03923271223902702","0.03923271223902702","0.03923271223902702","992","992","992","0.037780482321977615","0.037780482321977615","0.037780482321977615","992","992","992","0.04720540717244148","0.04720540717244148","0.04720540717244148","992","992","992","0.0419154167175293","0.0419154167175293","0.0419154167175293","827","827","827","0.023555876687169075","0.023555876687169075","0.023555876687169075","992","992","992","0.02468898519873619","0.02468898519873619","0.02468898519873619","992","992","992","0.04267394542694092","0.04267394542694092","0.04267394542694092"
