"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_ekf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_ekf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_ekf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_ekf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_ekf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_ekf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_ekf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_ekf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX"
"102","517","517","517","0.0433245524764061","0.0433245524764061","0.0433245524764061","621","621","621","0.03473137319087982","0.03473137319087982","0.03473137319087982","621","621","621","0.023769183084368706","0.023769183084368706","0.023769183084368706","621","621","621","0.09437534958124161","0.09437534958124161","0.09437534958124161","621","621","621","0.02360321395099163","0.02360321395099163","0.02360321395099163","517","517","517","0.08122342824935913","0.08122342824935913","0.08122342824935913","621","621","621","0.014224388636648655","0.014224388636648655","0.014224388636648655","621","621","621","0.04417920112609863","0.04417920112609863","0.04417920112609863"
"103","522","522","522","0.019852185621857643","0.019852185621857643","0.019852185621857643","627","627","627","0.016642531380057335","0.016642531380057335","0.016642531380057335","627","627","627","0.027429619804024696","0.027429619804024696","0.027429619804024696","627","627","627","0.09602684527635574","0.09602684527635574","0.09602684527635574","627","627","627","0.03221374377608299","0.03221374377608299","0.03221374377608299","522","522","522","0.09581667929887772","0.09581667929887772","0.09581667929887772","627","627","627","0.027971720322966576","0.027971720322966576","0.027971720322966576","627","627","627","0.0168905071914196","0.0168905071914196","0.0168905071914196"
"104","527","527","527","0.03209678456187248","0.03209678456187248","0.03209678456187248","633","633","633","0.01863250695168972","0.01863250695168972","0.01863250695168972","633","633","633","0.013909071683883667","0.013909071683883667","0.013909071683883667","633","633","633","0.09292449802160263","0.09292449802160263","0.09292449802160263","633","633","633","0.014700481668114662","0.014700481668114662","0.014700481668114662","527","527","527","0.1023801788687706","0.1023801788687706","0.1023801788687706","633","633","633","0.028860675171017647","0.028860675171017647","0.028860675171017647","633","633","633","0.08673221617937088","0.08673221617937088","0.08673221617937088"
"105","532","532","532","0.07038914412260056","0.07038914412260056","0.07038914412260056","639","639","639","0.02851332351565361","0.02851332351565361","0.02851332351565361","639","639","639","0.02817467413842678","0.02817467413842678","0.02817467413842678","639","639","639","0.01936398074030876","0.01936398074030876","0.01936398074030876","639","639","639","0.02578374743461609","0.02578374743461609","0.02578374743461609","532","532","532","0.07503622770309448","0.07503622770309448","0.07503622770309448","639","639","639","0.03370821103453636","0.03370821103453636","0.03370821103453636","639","639","639","0.09180482476949692","0.09180482476949692","0.09180482476949692"
"106","537","537","537","0.02134215272963047","0.02134215272963047","0.02134215272963047","645","645","645","0.0475999191403389","0.0475999191403389","0.0475999191403389","645","645","645","0.04110589995980263","0.04110589995980263","0.04110589995980263","645","645","645","0.053678154945373535","0.053678154945373535","0.053678154945373535","645","645","645","0.025286540389060974","0.025286540389060974","0.025286540389060974","537","537","537","0.09210138767957687","0.09210138767957687","0.09210138767957687","645","645","645","0.039202723652124405","0.039202723652124405","0.039202723652124405","645","645","645","0.02995135635137558","0.02995135635137558","0.02995135635137558"
"107","542","542","542","0.04675659164786339","0.04675659164786339","0.04675659164786339","651","651","651","0.02627706713974476","0.02627706713974476","0.02627706713974476","651","651","651","0.02544359676539898","0.02544359676539898","0.02544359676539898","651","651","651","0.03491388261318207","0.03491388261318207","0.03491388261318207","651","651","651","0.027568401768803596","0.027568401768803596","0.027568401768803596","542","542","542","0.07935140281915665","0.07935140281915665","0.07935140281915665","651","651","651","0.013959388248622417","0.013959388248622417","0.013959388248622417","651","651","651","0.09516140073537827","0.09516140073537827","0.09516140073537827"
"108","547","547","547","0.040193822234869","0.040193822234869","0.040193822234869","657","657","657","0.015678955242037773","0.015678955242037773","0.015678955242037773","657","657","657","0.020996008068323135","0.020996008068323135","0.020996008068323135","657","657","657","0.05074824392795563","0.05074824392795563","0.05074824392795563","657","657","657","0.020608624443411827","0.020608624443411827","0.020608624443411827","547","547","547","0.07954908907413483","0.07954908907413483","0.07954908907413483","657","657","657","0.029730303213000298","0.029730303213000298","0.029730303213000298","657","657","657","0.030056359246373177","0.030056359246373177","0.030056359246373177"
"109","552","552","552","0.0268207136541605","0.0268207136541605","0.0268207136541605","663","663","663","0.030665239319205284","0.030665239319205284","0.030665239319205284","663","663","663","0.018175920471549034","0.018175920471549034","0.018175920471549034","663","663","663","0.090650774538517","0.090650774538517","0.090650774538517","663","663","663","0.02868437021970749","0.02868437021970749","0.02868437021970749","552","552","552","0.06090125814080238","0.06090125814080238","0.06090125814080238","663","663","663","0.03164513409137726","0.03164513409137726","0.03164513409137726","663","663","663","0.026698052883148193","0.026698052883148193","0.026698052883148193"
"110","557","557","557","0.04329264163970947","0.04329264163970947","0.04329264163970947","669","669","669","0.01185526791960001","0.01185526791960001","0.01185526791960001","669","669","669","0.031088361516594887","0.031088361516594887","0.031088361516594887","669","669","669","0.034554895013570786","0.034554895013570786","0.034554895013570786","669","669","669","0.030837945640087128","0.030837945640087128","0.030837945640087128","557","557","557","0.09936615079641342","0.09936615079641342","0.09936615079641342","669","669","669","0.02045854739844799","0.02045854739844799","0.02045854739844799","669","669","669","0.022382628172636032","0.022382628172636032","0.022382628172636032"
"111","562","562","562","0.05202353373169899","0.05202353373169899","0.05202353373169899","675","675","675","0.042262040078639984","0.042262040078639984","0.042262040078639984","675","675","675","0.03914304077625275","0.03914304077625275","0.03914304077625275","675","675","675","0.08231817185878754","0.08231817185878754","0.08231817185878754","675","675","675","0.04915986955165863","0.04915986955165863","0.04915986955165863","562","562","562","0.03774518892168999","0.03774518892168999","0.03774518892168999","675","675","675","0.035580385476350784","0.035580385476350784","0.035580385476350784","675","675","675","0.07965464144945145","0.07965464144945145","0.07965464144945145"
"112","567","567","567","0.0431072898209095","0.0431072898209095","0.0431072898209095","681","681","681","0.04368818551301956","0.04368818551301956","0.04368818551301956","681","681","681","0.04364980757236481","0.04364980757236481","0.04364980757236481","681","681","681","0.09729985892772675","0.09729985892772675","0.09729985892772675","681","681","681","0.03467768058180809","0.03467768058180809","0.03467768058180809","567","567","567","0.07643809169530869","0.07643809169530869","0.07643809169530869","681","681","681","0.025472491979599","0.025472491979599","0.025472491979599","681","681","681","0.030299929901957512","0.030299929901957512","0.030299929901957512"
"113","572","572","572","0.025618650019168854","0.025618650019168854","0.025618650019168854","687","687","687","0.016042418777942657","0.016042418777942657","0.016042418777942657","687","687","687","0.02086150273680687","0.02086150273680687","0.02086150273680687","687","687","687","0.09227348119020462","0.09227348119020462","0.09227348119020462","687","687","687","0.028629081323742867","0.028629081323742867","0.028629081323742867","572","572","572","0.03779907152056694","0.03779907152056694","0.03779907152056694","687","687","687","0.014596705324947834","0.014596705324947834","0.014596705324947834","687","687","687","0.05442231893539429","0.05442231893539429","0.05442231893539429"
"114","577","577","577","0.010690506547689438","0.010690506547689438","0.010690506547689438","693","693","693","0.025649547576904297","0.025649547576904297","0.025649547576904297","693","693","693","0.01155232172459364","0.01155232172459364","0.01155232172459364","693","693","693","0.012499582953751087","0.012499582953751087","0.012499582953751087","693","693","693","0.03280302509665489","0.03280302509665489","0.03280302509665489","577","577","577","0.024737581610679626","0.024737581610679626","0.024737581610679626","693","693","693","0.028240101411938667","0.028240101411938667","0.028240101411938667","693","693","693","0.07778039574623108","0.07778039574623108","0.07778039574623108"
"115","582","582","582","0.033922117203474045","0.033922117203474045","0.033922117203474045","699","699","699","0.022279318422079086","0.022279318422079086","0.022279318422079086","699","699","699","0.022174954414367676","0.022174954414367676","0.022174954414367676","699","699","699","0.0440906286239624","0.0440906286239624","0.0440906286239624","699","699","699","0.03382883593440056","0.03382883593440056","0.03382883593440056","582","582","582","0.0182879026979208","0.0182879026979208","0.0182879026979208","699","699","699","0.025961801409721375","0.025961801409721375","0.025961801409721375","699","699","699","0.10212245583534241","0.10212245583534241","0.10212245583534241"
"116","587","587","587","0.06310852617025375","0.06310852617025375","0.06310852617025375","705","705","705","0.03463669493794441","0.03463669493794441","0.03463669493794441","705","705","705","0.030255109071731567","0.030255109071731567","0.030255109071731567","705","705","705","0.03234383836388588","0.03234383836388588","0.03234383836388588","705","705","705","0.02474982850253582","0.02474982850253582","0.02474982850253582","587","587","587","0.04690016806125641","0.04690016806125641","0.04690016806125641","705","705","705","0.034170396625995636","0.034170396625995636","0.034170396625995636","705","705","705","0.050018418580293655","0.050018418580293655","0.050018418580293655"
"117","592","592","592","0.0299907885491848","0.0299907885491848","0.0299907885491848","711","711","711","0.03063935413956642","0.03063935413956642","0.03063935413956642","711","711","711","0.033967528492212296","0.033967528492212296","0.033967528492212296","711","711","711","0.07844442874193192","0.07844442874193192","0.07844442874193192","711","711","711","0.029968947172164917","0.029968947172164917","0.029968947172164917","592","592","592","0.033029455691576004","0.033029455691576004","0.033029455691576004","711","711","711","0.041236914694309235","0.041236914694309235","0.041236914694309235","711","711","711","0.08110392093658447","0.08110392093658447","0.08110392093658447"
"118","597","597","597","0.06730243563652039","0.06730243563652039","0.06730243563652039","717","717","717","0.027781043201684952","0.027781043201684952","0.027781043201684952","717","717","717","0.01334778405725956","0.01334778405725956","0.01334778405725956","717","717","717","0.011325845494866371","0.011325845494866371","0.011325845494866371","717","717","717","0.025677885860204697","0.025677885860204697","0.025677885860204697","597","597","597","0.06266773492097855","0.06266773492097855","0.06266773492097855","717","717","717","0.03721706569194794","0.03721706569194794","0.03721706569194794","717","717","717","0.08328601717948914","0.08328601717948914","0.08328601717948914"
"119","602","602","602","0.02741103805601597","0.02741103805601597","0.02741103805601597","723","723","723","0.02441462315618992","0.02441462315618992","0.02441462315618992","723","723","723","0.016777310520410538","0.016777310520410538","0.016777310520410538","723","723","723","0.014017151668667793","0.014017151668667793","0.014017151668667793","723","723","723","0.030313096940517426","0.030313096940517426","0.030313096940517426","602","602","602","0.10446733981370926","0.10446733981370926","0.10446733981370926","723","723","723","0.010514503344893456","0.010514503344893456","0.010514503344893456","723","723","723","0.049576763063669205","0.049576763063669205","0.049576763063669205"
"120","607","607","607","0.011449730955064297","0.011449730955064297","0.011449730955064297","729","729","729","0.008444646373391151","0.008444646373391151","0.008444646373391151","729","729","729","0.031713664531707764","0.031713664531707764","0.031713664531707764","729","729","729","0.02544703148305416","0.02544703148305416","0.02544703148305416","729","729","729","0.027327997609972954","0.027327997609972954","0.027327997609972954","607","607","607","0.08519483357667923","0.08519483357667923","0.08519483357667923","729","729","729","0.025304047390818596","0.025304047390818596","0.025304047390818596","729","729","729","0.05363767594099045","0.05363767594099045","0.05363767594099045"
"121","612","612","612","0.0319099947810173","0.0319099947810173","0.0319099947810173","735","735","735","0.028618937358260155","0.028618937358260155","0.028618937358260155","735","735","735","0.036544714123010635","0.036544714123010635","0.036544714123010635","735","735","735","0.08467800170183182","0.08467800170183182","0.08467800170183182","735","735","735","0.025216130539774895","0.025216130539774895","0.025216130539774895","612","612","612","0.024332823231816292","0.024332823231816292","0.024332823231816292","735","735","735","0.02563106268644333","0.02563106268644333","0.02563106268644333","735","735","735","0.04268241673707962","0.04268241673707962","0.04268241673707962"
"122","617","617","617","0.01292834710329771","0.01292834710329771","0.01292834710329771","741","741","741","0.012149753049015999","0.012149753049015999","0.012149753049015999","741","741","741","0.0145972715690732","0.0145972715690732","0.0145972715690732","741","741","741","0.0066985515877604485","0.0066985515877604485","0.0066985515877604485","741","741","741","0.03107326477766037","0.03107326477766037","0.03107326477766037","617","617","617","0.015936924144625664","0.015936924144625664","0.015936924144625664","741","741","741","0.041359882801771164","0.041359882801771164","0.041359882801771164","741","741","741","0.06461451202630997","0.06461451202630997","0.06461451202630997"
"123","622","622","622","0.013749903999269009","0.013749903999269009","0.013749903999269009","747","747","747","0.02191752940416336","0.02191752940416336","0.02191752940416336","747","747","747","0.02331613190472126","0.02331613190472126","0.02331613190472126","747","747","747","0.042856328189373016","0.042856328189373016","0.042856328189373016","747","747","747","0.018781429156661034","0.018781429156661034","0.018781429156661034","622","622","622","0.03634762763977051","0.03634762763977051","0.03634762763977051","747","747","747","0.029768912121653557","0.029768912121653557","0.029768912121653557","747","747","747","0.01819780468940735","0.01819780468940735","0.01819780468940735"
"124","627","627","627","0.029502633959054947","0.029502633959054947","0.029502633959054947","753","753","753","0.03992094099521637","0.03992094099521637","0.03992094099521637","753","753","753","0.044777464121580124","0.044777464121580124","0.044777464121580124","753","753","753","0.07509464770555496","0.07509464770555496","0.07509464770555496","753","753","753","0.020708627998828888","0.020708627998828888","0.020708627998828888","627","627","627","0.02249865047633648","0.02249865047633648","0.02249865047633648","753","753","753","0.03163021802902222","0.03163021802902222","0.03163021802902222","753","753","753","0.06196855008602142","0.06196855008602142","0.06196855008602142"
"125","632","632","632","0.010346691124141216","0.010346691124141216","0.010346691124141216","759","759","759","0.030068332329392433","0.030068332329392433","0.030068332329392433","759","759","759","0.016015304252505302","0.016015304252505302","0.016015304252505302","759","759","759","0.10092996060848236","0.10092996060848236","0.10092996060848236","759","759","759","0.046699345111846924","0.046699345111846924","0.046699345111846924","632","632","632","0.10743066668510437","0.10743066668510437","0.10743066668510437","759","759","759","0.031705476343631744","0.031705476343631744","0.031705476343631744","759","759","759","0.0712723657488823","0.0712723657488823","0.0712723657488823"
"126","637","637","637","0.030132988467812538","0.030132988467812538","0.030132988467812538","765","765","765","0.03358027711510658","0.03358027711510658","0.03358027711510658","765","765","765","0.022991575300693512","0.022991575300693512","0.022991575300693512","765","765","765","0.014700188301503658","0.014700188301503658","0.014700188301503658","765","765","765","0.019765768200159073","0.019765768200159073","0.019765768200159073","637","637","637","0.06259369850158691","0.06259369850158691","0.06259369850158691","765","765","765","0.02609023079276085","0.02609023079276085","0.02609023079276085","765","765","765","0.07531417906284332","0.07531417906284332","0.07531417906284332"
"127","642","642","642","0.01368902437388897","0.01368902437388897","0.01368902437388897","771","771","771","0.010692214593291283","0.010692214593291283","0.010692214593291283","771","771","771","0.031812213361263275","0.031812213361263275","0.031812213361263275","771","771","771","0.006973296869546175","0.006973296869546175","0.006973296869546175","771","771","771","0.021763741970062256","0.021763741970062256","0.021763741970062256","642","642","642","0.06490480899810791","0.06490480899810791","0.06490480899810791","771","771","771","0.01679246872663498","0.01679246872663498","0.01679246872663498","771","771","771","0.016197798773646355","0.016197798773646355","0.016197798773646355"
"128","647","647","647","0.019733266904950142","0.019733266904950142","0.019733266904950142","777","777","777","0.013912214897572994","0.013912214897572994","0.013912214897572994","777","777","777","0.0434790700674057","0.0434790700674057","0.0434790700674057","777","777","777","0.09608735889196396","0.09608735889196396","0.09608735889196396","777","777","777","0.02208436280488968","0.02208436280488968","0.02208436280488968","647","647","647","0.092340849339962","0.092340849339962","0.092340849339962","777","777","777","0.02730361558496952","0.02730361558496952","0.02730361558496952","777","777","777","0.07796040177345276","0.07796040177345276","0.07796040177345276"
"129","652","652","652","0.007646327838301659","0.007646327838301659","0.007646327838301659","783","783","783","0.03395159915089607","0.03395159915089607","0.03395159915089607","783","783","783","0.04574573412537575","0.04574573412537575","0.04574573412537575","783","783","783","0.06900149583816528","0.06900149583816528","0.06900149583816528","783","783","783","0.014785823412239552","0.014785823412239552","0.014785823412239552","652","652","652","0.016792094334959984","0.016792094334959984","0.016792094334959984","783","783","783","0.024869853630661964","0.024869853630661964","0.024869853630661964","783","783","783","0.026393279433250427","0.026393279433250427","0.026393279433250427"
"130","657","657","657","0.009847735054790974","0.009847735054790974","0.009847735054790974","789","789","789","0.032853301614522934","0.032853301614522934","0.032853301614522934","789","789","789","0.04536899924278259","0.04536899924278259","0.04536899924278259","789","789","789","0.057241905480623245","0.057241905480623245","0.057241905480623245","789","789","789","0.02408183366060257","0.02408183366060257","0.02408183366060257","657","657","657","0.04331229254603386","0.04331229254603386","0.04331229254603386","789","789","789","0.02591737173497677","0.02591737173497677","0.02591737173497677","789","789","789","0.08865104615688324","0.08865104615688324","0.08865104615688324"
"131","662","662","662","0.026174379512667656","0.026174379512667656","0.026174379512667656","795","795","795","0.026317838579416275","0.026317838579416275","0.026317838579416275","795","795","795","0.03210765868425369","0.03210765868425369","0.03210765868425369","795","795","795","0.021285537630319595","0.021285537630319595","0.021285537630319595","795","795","795","0.006097700912505388","0.006097700912505388","0.006097700912505388","662","662","662","0.026001257821917534","0.026001257821917534","0.026001257821917534","795","795","795","0.014139196835458279","0.014139196835458279","0.014139196835458279","795","795","795","0.021160852164030075","0.021160852164030075","0.021160852164030075"
"132","667","667","667","0.018263472244143486","0.018263472244143486","0.018263472244143486","801","801","801","0.02149163745343685","0.02149163745343685","0.02149163745343685","801","801","801","0.037985604256391525","0.037985604256391525","0.037985604256391525","801","801","801","0.06786378473043442","0.06786378473043442","0.06786378473043442","801","801","801","0.023660821840167046","0.023660821840167046","0.023660821840167046","667","667","667","0.01327430084347725","0.01327430084347725","0.01327430084347725","801","801","801","0.03833594173192978","0.03833594173192978","0.03833594173192978","801","801","801","0.05355600267648697","0.05355600267648697","0.05355600267648697"
"133","672","672","672","0.025918731465935707","0.025918731465935707","0.025918731465935707","807","807","807","0.031194500625133514","0.031194500625133514","0.031194500625133514","807","807","807","0.032467540353536606","0.032467540353536606","0.032467540353536606","807","807","807","0.04345427826046944","0.04345427826046944","0.04345427826046944","807","807","807","0.030807670205831528","0.030807670205831528","0.030807670205831528","672","672","672","0.08455751091241837","0.08455751091241837","0.08455751091241837","807","807","807","0.010079771280288696","0.010079771280288696","0.010079771280288696","807","807","807","0.04681278020143509","0.04681278020143509","0.04681278020143509"
"134","677","677","677","0.022201236337423325","0.022201236337423325","0.022201236337423325","813","813","813","0.03200666606426239","0.03200666606426239","0.03200666606426239","813","813","813","0.030277270823717117","0.030277270823717117","0.030277270823717117","813","813","813","0.014958114363253117","0.014958114363253117","0.014958114363253117","813","813","813","0.016844268888235092","0.016844268888235092","0.016844268888235092","677","677","677","0.0260577742010355","0.0260577742010355","0.0260577742010355","813","813","813","0.020818762481212616","0.020818762481212616","0.020818762481212616","813","813","813","0.0690140426158905","0.0690140426158905","0.0690140426158905"
"135","682","682","682","0.012446405366063118","0.012446405366063118","0.012446405366063118","819","819","819","0.016105560585856438","0.016105560585856438","0.016105560585856438","819","819","819","0.03326826170086861","0.03326826170086861","0.03326826170086861","819","819","819","0.016869187355041504","0.016869187355041504","0.016869187355041504","819","819","819","0.02884001098573208","0.02884001098573208","0.02884001098573208","682","682","682","0.07476840913295746","0.07476840913295746","0.07476840913295746","819","819","819","0.03910035640001297","0.03910035640001297","0.03910035640001297","819","819","819","0.0664287805557251","0.0664287805557251","0.0664287805557251"
"136","687","687","687","0.013279406353831291","0.013279406353831291","0.013279406353831291","825","825","825","0.01868569478392601","0.01868569478392601","0.01868569478392601","825","825","825","0.026353856548666954","0.026353856548666954","0.026353856548666954","825","825","825","0.01747717522084713","0.01747717522084713","0.01747717522084713","825","825","825","0.027255451306700706","0.027255451306700706","0.027255451306700706","687","687","687","0.06370127201080322","0.06370127201080322","0.06370127201080322","825","825","825","0.03768157586455345","0.03768157586455345","0.03768157586455345","825","825","825","0.024746650829911232","0.024746650829911232","0.024746650829911232"
"137","692","692","692","0.009541472420096397","0.009541472420096397","0.009541472420096397","831","831","831","0.023026255890727043","0.023026255890727043","0.023026255890727043","831","831","831","0.014249623753130436","0.014249623753130436","0.014249623753130436","831","831","831","0.04313204064965248","0.04313204064965248","0.04313204064965248","831","831","831","0.04182490333914757","0.04182490333914757","0.04182490333914757","692","692","692","0.015198839828372002","0.015198839828372002","0.015198839828372002","831","831","831","0.014620093628764153","0.014620093628764153","0.014620093628764153","831","831","831","0.07210420817136765","0.07210420817136765","0.07210420817136765"
"138","697","697","697","0.013922612182796001","0.013922612182796001","0.013922612182796001","837","837","837","0.01904069073498249","0.01904069073498249","0.01904069073498249","837","837","837","0.03873681277036667","0.03873681277036667","0.03873681277036667","837","837","837","0.01297820545732975","0.01297820545732975","0.01297820545732975","837","837","837","0.028101103380322456","0.028101103380322456","0.028101103380322456","697","697","697","0.05178976058959961","0.05178976058959961","0.05178976058959961","837","837","837","0.016583502292633057","0.016583502292633057","0.016583502292633057","837","837","837","0.0956776812672615","0.0956776812672615","0.0956776812672615"
"139","702","702","702","0.04501641169190407","0.04501641169190407","0.04501641169190407","843","843","843","0.03473123535513878","0.03473123535513878","0.03473123535513878","843","843","843","0.018333567306399345","0.018333567306399345","0.018333567306399345","843","843","843","0.08248839527368546","0.08248839527368546","0.08248839527368546","843","843","843","0.02077186107635498","0.02077186107635498","0.02077186107635498","702","702","702","0.08055265247821808","0.08055265247821808","0.08055265247821808","843","843","843","0.015836076810956","0.015836076810956","0.015836076810956","843","843","843","0.024813251569867134","0.024813251569867134","0.024813251569867134"
"140","707","707","707","0.07395968586206436","0.07395968586206436","0.07395968586206436","849","849","849","0.02200368605554104","0.02200368605554104","0.02200368605554104","849","849","849","0.02753390185534954","0.02753390185534954","0.02753390185534954","849","849","849","0.010795818641781807","0.010795818641781807","0.010795818641781807","849","849","849","0.03345799073576927","0.03345799073576927","0.03345799073576927","707","707","707","0.09931148588657379","0.09931148588657379","0.09931148588657379","849","849","849","0.03409508988261223","0.03409508988261223","0.03409508988261223","849","849","849","0.044314831495285034","0.044314831495285034","0.044314831495285034"
"141","712","712","712","0.023279938846826553","0.023279938846826553","0.023279938846826553","855","855","855","0.019404590129852295","0.019404590129852295","0.019404590129852295","855","855","855","0.03536874055862427","0.03536874055862427","0.03536874055862427","855","855","855","0.07419821619987488","0.07419821619987488","0.07419821619987488","855","855","855","0.052023012191057205","0.052023012191057205","0.052023012191057205","712","712","712","0.03524721413850784","0.03524721413850784","0.03524721413850784","855","855","855","0.03973917290568352","0.03973917290568352","0.03973917290568352","855","855","855","0.06337439268827438","0.06337439268827438","0.06337439268827438"
"142","717","717","717","0.04947459697723389","0.04947459697723389","0.04947459697723389","861","861","861","0.02312338352203369","0.02312338352203369","0.02312338352203369","861","861","861","0.018354641273617744","0.018354641273617744","0.018354641273617744","861","861","861","0.042655911296606064","0.042655911296606064","0.042655911296606064","861","861","861","0.041566766798496246","0.041566766798496246","0.041566766798496246","717","717","717","0.07306746393442154","0.07306746393442154","0.07306746393442154","861","861","861","0.03272595629096031","0.03272595629096031","0.03272595629096031","861","861","861","0.021743381395936012","0.021743381395936012","0.021743381395936012"
"143","722","722","722","0.010449427179992199","0.010449427179992199","0.010449427179992199","867","867","867","0.020580874755978584","0.020580874755978584","0.020580874755978584","867","867","867","0.023945173248648643","0.023945173248648643","0.023945173248648643","867","867","867","0.05057094991207123","0.05057094991207123","0.05057094991207123","867","867","867","0.03835015743970871","0.03835015743970871","0.03835015743970871","722","722","722","0.06543099880218506","0.06543099880218506","0.06543099880218506","867","867","867","0.01322619616985321","0.01322619616985321","0.01322619616985321","867","867","867","0.05781049653887749","0.05781049653887749","0.05781049653887749"
"144","727","727","727","0.02621591091156006","0.02621591091156006","0.02621591091156006","873","873","873","0.03279402107000351","0.03279402107000351","0.03279402107000351","873","873","873","0.020745711401104927","0.020745711401104927","0.020745711401104927","873","873","873","0.08358445018529892","0.08358445018529892","0.08358445018529892","873","873","873","0.031646981835365295","0.031646981835365295","0.031646981835365295","727","727","727","0.08299823850393295","0.08299823850393295","0.08299823850393295","873","873","873","0.012265624478459358","0.012265624478459358","0.012265624478459358","873","873","873","0.09204341471195221","0.09204341471195221","0.09204341471195221"
"145","732","732","732","0.04706976190209389","0.04706976190209389","0.04706976190209389","879","879","879","0.04059480130672455","0.04059480130672455","0.04059480130672455","879","879","879","0.03443882241845131","0.03443882241845131","0.03443882241845131","879","879","879","0.02857585810124874","0.02857585810124874","0.02857585810124874","879","879","879","0.02623780444264412","0.02623780444264412","0.02623780444264412","732","732","732","0.06728468835353851","0.06728468835353851","0.06728468835353851","879","879","879","0.014676203019917011","0.014676203019917011","0.014676203019917011","879","879","879","0.09573186933994293","0.09573186933994293","0.09573186933994293"
