"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_kf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_kf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_kf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_kf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_kf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_kf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_kf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_kf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_kf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_kf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_kf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_kf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_kf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_kf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_kf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_kf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_kf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_kf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_kf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_kf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_kf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_kf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_kf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_kf__MAX"
"106","537","537","537","0.0010373509721830487","0.0010373509721830487","0.0010373509721830487","644","644","644","0.0007296510157175362","0.0007296510157175362","0.0007296510157175362","644","644","644","0.001008830964565277","0.001008830964565277","0.001008830964565277","644","644","644","0.0010352488607168198","0.0010352488607168198","0.0010352488607168198","644","644","644","0.0009320980170741677","0.0009320980170741677","0.0009320980170741677","537","537","537","0.0012130625545978546","0.0012130625545978546","0.0012130625545978546","644","644","644","0.0009506853530183434","0.0009506853530183434","0.0009506853530183434","644","644","644","0.0007704937015660107","0.0007704937015660107","0.0007704937015660107"
"107","542","542","542","0.0010763444006443024","0.0010763444006443024","0.0010763444006443024","650","650","650","0.0010940121719613671","0.0010940121719613671","0.0010940121719613671","650","650","650","0.0010927959810942411","0.0010927959810942411","0.0010927959810942411","650","650","650","0.0012395227095112205","0.0012395227095112205","0.0012395227095112205","650","650","650","0.0009308673324994743","0.0009308673324994743","0.0009308673324994743","542","542","542","0.0009697076748125255","0.0009697076748125255","0.0009697076748125255","650","650","650","0.000761374132707715","0.000761374132707715","0.000761374132707715","650","650","650","0.0009799471590667963","0.0009799471590667963","0.0009799471590667963"
"108","547","547","547","0.001357316505163908","0.001357316505163908","0.001357316505163908","656","656","656","0.0009405799210071564","0.0009405799210071564","0.0009405799210071564","656","656","656","0.0007670197519473732","0.0007670197519473732","0.0007670197519473732","656","656","656","0.0010705613531172276","0.0010705613531172276","0.0010705613531172276","656","656","656","0.0011778551852330565","0.0011778551852330565","0.0011778551852330565","547","547","547","0.0011383390519768","0.0011383390519768","0.0011383390519768","656","656","656","0.0008541007409803569","0.0008541007409803569","0.0008541007409803569","656","656","656","0.0009790208423510194","0.0009790208423510194","0.0009790208423510194"
"109","552","552","552","0.0009070861269719899","0.0009070861269719899","0.0009070861269719899","662","662","662","0.0009114708518609405","0.0009114708518609405","0.0009114708518609405","662","662","662","0.0007799170562066138","0.0007799170562066138","0.0007799170562066138","662","662","662","0.0011167366756126285","0.0011167366756126285","0.0011167366756126285","662","662","662","0.0008352367440238595","0.0008352367440238595","0.0008352367440238595","552","552","552","0.0011395292822271585","0.0011395292822271585","0.0011395292822271585","662","662","662","0.0009598712204024196","0.0009598712204024196","0.0009598712204024196","662","662","662","0.0012629543198272586","0.0012629543198272586","0.0012629543198272586"
"110","557","557","557","0.0009921013843268156","0.0009921013843268156","0.0009921013843268156","668","668","668","0.001177954487502575","0.001177954487502575","0.001177954487502575","668","668","668","0.0010292920051142573","0.0010292920051142573","0.0010292920051142573","668","668","668","0.0013536703772842884","0.0013536703772842884","0.0013536703772842884","668","668","668","0.0011569175403565168","0.0011569175403565168","0.0011569175403565168","557","557","557","0.0010108815040439367","0.0010108815040439367","0.0010108815040439367","668","668","668","0.0012907065683975816","0.0012907065683975816","0.0012907065683975816","668","668","668","0.0008101080311462283","0.0008101080311462283","0.0008101080311462283"
"111","562","562","562","0.001051847473718226","0.001051847473718226","0.001051847473718226","674","674","674","0.0009798109531402588","0.0009798109531402588","0.0009798109531402588","674","674","674","0.0007776967249810696","0.0007776967249810696","0.0007776967249810696","674","674","674","0.0012735682539641857","0.0012735682539641857","0.0012735682539641857","674","674","674","0.0008595549734309316","0.0008595549734309316","0.0008595549734309316","562","562","562","0.0013660977128893137","0.0013660977128893137","0.0013660977128893137","674","674","674","0.0009416195680387318","0.0009416195680387318","0.0009416195680387318","674","674","674","0.0008837254717946053","0.0008837254717946053","0.0008837254717946053"
"112","567","567","567","0.0011700090253725648","0.0011700090253725648","0.0011700090253725648","680","680","680","0.0006595206214115024","0.0006595206214115024","0.0006595206214115024","680","680","680","0.0008803263772279024","0.0008803263772279024","0.0008803263772279024","680","680","680","0.0012762047117576003","0.0012762047117576003","0.0012762047117576003","680","680","680","0.0007797394064255059","0.0007797394064255059","0.0007797394064255059","567","567","567","0.0009189383708871901","0.0009189383708871901","0.0009189383708871901","680","680","680","0.0010696813696995378","0.0010696813696995378","0.0010696813696995378","680","680","680","0.0007166395662352443","0.0007166395662352443","0.0007166395662352443"
"113","572","572","572","0.001499655656516552","0.001499655656516552","0.001499655656516552","686","686","686","0.0010183915728703141","0.0010183915728703141","0.0010183915728703141","686","686","686","0.0010420000180602074","0.0010420000180602074","0.0010420000180602074","686","686","686","0.0012452580267563462","0.0012452580267563462","0.0012452580267563462","686","686","686","0.0011541470885276794","0.0011541470885276794","0.0011541470885276794","572","572","572","0.0010946985566988587","0.0010946985566988587","0.0010946985566988587","686","686","686","0.0013703275471925735","0.0013703275471925735","0.0013703275471925735","686","686","686","0.0008134093950502574","0.0008134093950502574","0.0008134093950502574"
"114","577","577","577","0.0008593856473453343","0.0008593856473453343","0.0008593856473453343","692","692","692","0.000836094026453793","0.000836094026453793","0.000836094026453793","692","692","692","0.0008469079039059579","0.0008469079039059579","0.0008469079039059579","692","692","692","0.001511446200311184","0.001511446200311184","0.001511446200311184","692","692","692","0.0011458691442385316","0.0011458691442385316","0.0011458691442385316","577","577","577","0.0010180362733080983","0.0010180362733080983","0.0010180362733080983","692","692","692","0.0009522208129055798","0.0009522208129055798","0.0009522208129055798","692","692","692","0.0008267944795079529","0.0008267944795079529","0.0008267944795079529"
"115","582","582","582","0.0014238294679671526","0.0014238294679671526","0.0014238294679671526","698","698","698","0.0011684349738061428","0.0011684349738061428","0.0011684349738061428","698","698","698","0.0008543541189283133","0.0008543541189283133","0.0008543541189283133","698","698","698","0.0013600188540294766","0.0013600188540294766","0.0013600188540294766","698","698","698","0.0010598906083032489","0.0010598906083032489","0.0010598906083032489","582","582","582","0.00101784139405936","0.00101784139405936","0.00101784139405936","698","698","698","0.0007646474987268448","0.0007646474987268448","0.0007646474987268448","698","698","698","0.0009199745836667717","0.0009199745836667717","0.0009199745836667717"
"116","587","587","587","0.00114587158896029","0.00114587158896029","0.00114587158896029","704","704","704","0.000737176975235343","0.000737176975235343","0.000737176975235343","704","704","704","0.000817689870018512","0.000817689870018512","0.000817689870018512","704","704","704","0.001205949578434229","0.001205949578434229","0.001205949578434229","704","704","704","0.0010118643986061215","0.0010118643986061215","0.0010118643986061215","587","587","587","0.0008224109187722206","0.0008224109187722206","0.0008224109187722206","704","704","704","0.0009099295712076128","0.0009099295712076128","0.0009099295712076128","704","704","704","0.0009510496747680008","0.0009510496747680008","0.0009510496747680008"
"117","592","592","592","0.001473424257710576","0.001473424257710576","0.001473424257710576","710","710","710","0.0010843465570360422","0.0010843465570360422","0.0010843465570360422","710","710","710","0.0012421634746715426","0.0012421634746715426","0.0012421634746715426","710","710","710","0.0008770315907895565","0.0008770315907895565","0.0008770315907895565","710","710","710","0.0016241089906543493","0.0016241089906543493","0.0016241089906543493","592","592","592","0.00108269602060318","0.00108269602060318","0.00108269602060318","710","710","710","0.0008215602138079703","0.0008215602138079703","0.0008215602138079703","710","710","710","0.001015838235616684","0.001015838235616684","0.001015838235616684"
"118","597","597","597","0.001027502934448421","0.001027502934448421","0.001027502934448421","716","716","716","0.0009137213928624988","0.0009137213928624988","0.0009137213928624988","716","716","716","0.0009983726777136326","0.0009983726777136326","0.0009983726777136326","716","716","716","0.0013424638891592622","0.0013424638891592622","0.0013424638891592622","716","716","716","0.001274322741664946","0.001274322741664946","0.001274322741664946","597","597","597","0.0009010920184664428","0.0009010920184664428","0.0009010920184664428","716","716","716","0.0009580982732586563","0.0009580982732586563","0.0009580982732586563","716","716","716","0.0011775376042351127","0.0011775376042351127","0.0011775376042351127"
"119","602","602","602","0.001224829931743443","0.001224829931743443","0.001224829931743443","722","722","722","0.0013036549789831042","0.0013036549789831042","0.0013036549789831042","722","722","722","0.0009639917989261448","0.0009639917989261448","0.0009639917989261448","722","722","722","0.0008667404763400555","0.0008667404763400555","0.0008667404763400555","722","722","722","0.0012724900152534246","0.0012724900152534246","0.0012724900152534246","602","602","602","0.0009669435094110668","0.0009669435094110668","0.0009669435094110668","722","722","722","0.0010302652372047305","0.0010302652372047305","0.0010302652372047305","722","722","722","0.0011843439424410462","0.0011843439424410462","0.0011843439424410462"
"120","607","607","607","0.0011019050143659115","0.0011019050143659115","0.0011019050143659115","728","728","728","0.0010697324760258198","0.0010697324760258198","0.0010697324760258198","728","728","728","0.0015052127419039607","0.0015052127419039607","0.0015052127419039607","728","728","728","0.001627885503694415","0.001627885503694415","0.001627885503694415","728","728","728","0.0011100737610831857","0.0011100737610831857","0.0011100737610831857","607","607","607","0.001150963711552322","0.001150963711552322","0.001150963711552322","728","728","728","0.0016078349435701966","0.0016078349435701966","0.0016078349435701966","728","728","728","0.0009717968059703708","0.0009717968059703708","0.0009717968059703708"
"121","612","612","612","0.0011441092938184738","0.0011441092938184738","0.0011441092938184738","734","734","734","0.001124133705161512","0.001124133705161512","0.001124133705161512","734","734","734","0.0010320610599592328","0.0010320610599592328","0.0010320610599592328","734","734","734","0.0009950955864042044","0.0009950955864042044","0.0009950955864042044","734","734","734","0.000776687462348491","0.000776687462348491","0.000776687462348491","612","612","612","0.000800257665105164","0.000800257665105164","0.000800257665105164","734","734","734","0.000992061453871429","0.000992061453871429","0.000992061453871429","734","734","734","0.0008620546432211995","0.0008620546432211995","0.0008620546432211995"
"122","617","617","617","0.0012564270291477442","0.0012564270291477442","0.0012564270291477442","740","740","740","0.0011553094955161214","0.0011553094955161214","0.0011553094955161214","740","740","740","0.0007091444567777216","0.0007091444567777216","0.0007091444567777216","740","740","740","0.0009053240646608174","0.0009053240646608174","0.0009053240646608174","740","740","740","0.0006624016677960753","0.0006624016677960753","0.0006624016677960753","617","617","617","0.0009958217851817608","0.0009958217851817608","0.0009958217851817608","740","740","740","0.0008201672462746501","0.0008201672462746501","0.0008201672462746501","740","740","740","0.001063588191755116","0.001063588191755116","0.001063588191755116"
"123","622","622","622","0.0012187715619802475","0.0012187715619802475","0.0012187715619802475","746","746","746","0.0007652903441339731","0.0007652903441339731","0.0007652903441339731","746","746","746","0.001245178864337504","0.001245178864337504","0.001245178864337504","746","746","746","0.0016106144757941365","0.0016106144757941365","0.0016106144757941365","746","746","746","0.0012530225794762373","0.0012530225794762373","0.0012530225794762373","622","622","622","0.001015265705063939","0.001015265705063939","0.001015265705063939","746","746","746","0.001177984639070928","0.001177984639070928","0.001177984639070928","746","746","746","0.0007999063818715513","0.0007999063818715513","0.0007999063818715513"
"124","627","627","627","0.0013513086596503854","0.0013513086596503854","0.0013513086596503854","752","752","752","0.0009611939312890172","0.0009611939312890172","0.0009611939312890172","752","752","752","0.0008799884235486388","0.0008799884235486388","0.0008799884235486388","752","752","752","0.0010678780963644385","0.0010678780963644385","0.0010678780963644385","752","752","752","0.0007855823496356606","0.0007855823496356606","0.0007855823496356606","627","627","627","0.001527176471427083","0.001527176471427083","0.001527176471427083","752","752","752","0.0006989895482547581","0.0006989895482547581","0.0006989895482547581","752","752","752","0.0008609963115304708","0.0008609963115304708","0.0008609963115304708"
"125","632","632","632","0.00121737876906991","0.00121737876906991","0.00121737876906991","758","758","758","0.0010129085276275873","0.0010129085276275873","0.0010129085276275873","758","758","758","0.0010010277619585395","0.0010010277619585395","0.0010010277619585395","758","758","758","0.0012917916756123304","0.0012917916756123304","0.0012917916756123304","758","758","758","0.0009653183515183628","0.0009653183515183628","0.0009653183515183628","632","632","632","0.0010817920556291938","0.0010817920556291938","0.0010817920556291938","758","758","758","0.0007540864171460271","0.0007540864171460271","0.0007540864171460271","758","758","758","0.0007846791995689273","0.0007846791995689273","0.0007846791995689273"
"126","637","637","637","0.0008414874318987131","0.0008414874318987131","0.0008414874318987131","764","764","764","0.0012204855447635055","0.0012204855447635055","0.0012204855447635055","764","764","764","0.0014651765814051032","0.0014651765814051032","0.0014651765814051032","764","764","764","0.001464578788727522","0.001464578788727522","0.001464578788727522","764","764","764","0.0007706819451414049","0.0007706819451414049","0.0007706819451414049","637","637","637","0.0008585043251514435","0.0008585043251514435","0.0008585043251514435","764","764","764","0.0012991155963391066","0.0012991155963391066","0.0012991155963391066","764","764","764","0.0011212433455511928","0.0011212433455511928","0.0011212433455511928"
"127","642","642","642","0.0010356343118473887","0.0010356343118473887","0.0010356343118473887","770","770","770","0.0012924143811687827","0.0012924143811687827","0.0012924143811687827","770","770","770","0.0014663212932646275","0.0014663212932646275","0.0014663212932646275","770","770","770","0.0012744948035106063","0.0012744948035106063","0.0012744948035106063","770","770","770","0.0008379516075365245","0.0008379516075365245","0.0008379516075365245","642","642","642","0.001141918241046369","0.001141918241046369","0.001141918241046369","770","770","770","0.0012660556240007281","0.0012660556240007281","0.0012660556240007281","770","770","770","0.0009009164641611278","0.0009009164641611278","0.0009009164641611278"
"128","647","647","647","0.001109534758143127","0.001109534758143127","0.001109534758143127","776","776","776","0.0014793196460232139","0.0014793196460232139","0.0014793196460232139","776","776","776","0.0013950596330687404","0.0013950596330687404","0.0013950596330687404","776","776","776","0.0012951716780662537","0.0012951716780662537","0.0012951716780662537","776","776","776","0.0011295365402475","0.0011295365402475","0.0011295365402475","647","647","647","0.0009918694850057364","0.0009918694850057364","0.0009918694850057364","776","776","776","0.0013927245745435357","0.0013927245745435357","0.0013927245745435357","776","776","776","0.0012312354519963264","0.0012312354519963264","0.0012312354519963264"
"129","652","652","652","0.0011724482756108046","0.0011724482756108046","0.0011724482756108046","782","782","782","0.0009302835678681731","0.0009302835678681731","0.0009302835678681731","782","782","782","0.0010734855895861983","0.0010734855895861983","0.0010734855895861983","782","782","782","0.0014871382154524326","0.0014871382154524326","0.0014871382154524326","782","782","782","0.001083250856027007","0.001083250856027007","0.001083250856027007","652","652","652","0.0008029538439586759","0.0008029538439586759","0.0008029538439586759","782","782","782","0.000760909984819591","0.000760909984819591","0.000760909984819591","782","782","782","0.0013425261713564396","0.0013425261713564396","0.0013425261713564396"
"130","657","657","657","0.0013485802337527275","0.0013485802337527275","0.0013485802337527275","788","788","788","0.0008939713006839156","0.0008939713006839156","0.0008939713006839156","788","788","788","0.0009881239384412766","0.0009881239384412766","0.0009881239384412766","788","788","788","0.001126983785070479","0.001126983785070479","0.001126983785070479","788","788","788","0.001276596449315548","0.001276596449315548","0.001276596449315548","657","657","657","0.001445848261937499","0.001445848261937499","0.001445848261937499","788","788","788","0.001321343588642776","0.001321343588642776","0.001321343588642776","788","788","788","0.0013070463901385665","0.0013070463901385665","0.0013070463901385665"
"131","662","662","662","0.0014440669910982251","0.0014440669910982251","0.0014440669910982251","794","794","794","0.001018839655444026","0.001018839655444026","0.001018839655444026","794","794","794","0.0008353258017450571","0.0008353258017450571","0.0008353258017450571","794","794","794","0.0011571062495931983","0.0011571062495931983","0.0011571062495931983","794","794","794","0.0010651914635673165","0.0010651914635673165","0.0010651914635673165","662","662","662","0.0008369922288693488","0.0008369922288693488","0.0008369922288693488","794","794","794","0.0011122539872303605","0.0011122539872303605","0.0011122539872303605","794","794","794","0.0010174084454774857","0.0010174084454774857","0.0010174084454774857"
"132","667","667","667","0.0012539548333734274","0.0012539548333734274","0.0012539548333734274","800","800","800","0.0006164645892567933","0.0006164645892567933","0.0006164645892567933","800","800","800","0.0009923813631758094","0.0009923813631758094","0.0009923813631758094","800","800","800","0.001227077329531312","0.001227077329531312","0.001227077329531312","800","800","800","0.0013474869774654508","0.0013474869774654508","0.0013474869774654508","667","667","667","0.001389233162626624","0.001389233162626624","0.001389233162626624","800","800","800","0.0010858012828975916","0.0010858012828975916","0.0010858012828975916","800","800","800","0.0009379818802699447","0.0009379818802699447","0.0009379818802699447"
"133","672","672","672","0.0011162611190229654","0.0011162611190229654","0.0011162611190229654","806","806","806","0.0013965546386316419","0.0013965546386316419","0.0013965546386316419","806","806","806","0.0011167394695803523","0.0011167394695803523","0.0011167394695803523","806","806","806","0.001459499471820891","0.001459499471820891","0.001459499471820891","806","806","806","0.0008042269619181752","0.0008042269619181752","0.0008042269619181752","672","672","672","0.001112347119487822","0.001112347119487822","0.001112347119487822","806","806","806","0.0013975341571494937","0.0013975341571494937","0.0013975341571494937","806","806","806","0.0009694011532701552","0.0009694011532701552","0.0009694011532701552"
"134","677","677","677","0.0010282722068950534","0.0010282722068950534","0.0010282722068950534","812","812","812","0.001096992869861424","0.001096992869861424","0.001096992869861424","812","812","812","0.0008273145649582148","0.0008273145649582148","0.0008273145649582148","812","812","812","0.001496118726208806","0.001496118726208806","0.001496118726208806","812","812","812","0.0010497539769858122","0.0010497539769858122","0.0010497539769858122","677","677","677","0.0009462434099987149","0.0009462434099987149","0.0009462434099987149","812","812","812","0.0008712975541129708","0.0008712975541129708","0.0008712975541129708","812","812","812","0.0010264297015964985","0.0010264297015964985","0.0010264297015964985"
"135","682","682","682","0.0010984635446220636","0.0010984635446220636","0.0010984635446220636","818","818","818","0.0008328379481099546","0.0008328379481099546","0.0008328379481099546","818","818","818","0.001382722519338131","0.001382722519338131","0.001382722519338131","818","818","818","0.0012545069912448525","0.0012545069912448525","0.0012545069912448525","818","818","818","0.001142734894528985","0.001142734894528985","0.001142734894528985","682","682","682","0.0011525662848725915","0.0011525662848725915","0.0011525662848725915","818","818","818","0.0010158376535400748","0.0010158376535400748","0.0010158376535400748","818","818","818","0.0010007983073592186","0.0010007983073592186","0.0010007983073592186"
"136","687","687","687","0.0008862726390361786","0.0008862726390361786","0.0008862726390361786","824","824","824","0.0010537488851696253","0.0010537488851696253","0.0010537488851696253","824","824","824","0.000996110262349248","0.000996110262349248","0.000996110262349248","824","824","824","0.0012614420847967267","0.0012614420847967267","0.0012614420847967267","824","824","824","0.000909824448172003","0.000909824448172003","0.000909824448172003","687","687","687","0.0010193820344284177","0.0010193820344284177","0.0010193820344284177","824","824","824","0.001110939309000969","0.001110939309000969","0.001110939309000969","824","824","824","0.0008884399430826306","0.0008884399430826306","0.0008884399430826306"
"137","692","692","692","0.0008603991591371596","0.0008603991591371596","0.0008603991591371596","830","830","830","0.0008797702612355351","0.0008797702612355351","0.0008797702612355351","830","830","830","0.0008646634523756802","0.0008646634523756802","0.0008646634523756802","830","830","830","0.0008557147230021656","0.0008557147230021656","0.0008557147230021656","830","830","830","0.0009774472564458847","0.0009774472564458847","0.0009774472564458847","692","692","692","0.0010861116461455822","0.0010861116461455822","0.0010861116461455822","830","830","830","0.0008342815563082695","0.0008342815563082695","0.0008342815563082695","830","830","830","0.0010977749479934573","0.0010977749479934573","0.0010977749479934573"
"138","697","697","697","0.001002550940029323","0.001002550940029323","0.001002550940029323","836","836","836","0.0011558481492102146","0.0011558481492102146","0.0011558481492102146","836","836","836","0.001114793587476015","0.001114793587476015","0.001114793587476015","836","836","836","0.0012424677843227983","0.0012424677843227983","0.0012424677843227983","836","836","836","0.0008820322691462934","0.0008820322691462934","0.0008820322691462934","697","697","697","0.0010536767076700926","0.0010536767076700926","0.0010536767076700926","836","836","836","0.0009750687167979777","0.0009750687167979777","0.0009750687167979777","836","836","836","0.0011556402314454317","0.0011556402314454317","0.0011556402314454317"
"139","702","702","702","0.0015048810746520758","0.0015048810746520758","0.0015048810746520758","842","842","842","0.0011415116023272276","0.0011415116023272276","0.0011415116023272276","842","842","842","0.0014737551100552082","0.0014737551100552082","0.0014737551100552082","842","842","842","0.0008573391241952777","0.0008573391241952777","0.0008573391241952777","842","842","842","0.0012021806323900819","0.0012021806323900819","0.0012021806323900819","702","702","702","0.0010580089874565601","0.0010580089874565601","0.0010580089874565601","842","842","842","0.0008945247973315418","0.0008945247973315418","0.0008945247973315418","842","842","842","0.0010178551310673356","0.0010178551310673356","0.0010178551310673356"
"140","707","707","707","0.0008822751115076244","0.0008822751115076244","0.0008822751115076244","848","848","848","0.0010242663556709886","0.0010242663556709886","0.0010242663556709886","848","848","848","0.0009056775597855449","0.0009056775597855449","0.0009056775597855449","848","848","848","0.0011139725102111697","0.0011139725102111697","0.0011139725102111697","848","848","848","0.0009837945690378547","0.0009837945690378547","0.0009837945690378547","707","707","707","0.00098229490686208","0.00098229490686208","0.00098229490686208","848","848","848","0.0008410222362726927","0.0008410222362726927","0.0008410222362726927","848","848","848","0.0008441476966254413","0.0008441476966254413","0.0008441476966254413"
"141","712","712","712","0.0009607637184672058","0.0009607637184672058","0.0009607637184672058","854","854","854","0.0007481148932129145","0.0007481148932129145","0.0007481148932129145","854","854","854","0.001052063424140215","0.001052063424140215","0.001052063424140215","854","854","854","0.0012130483519285917","0.0012130483519285917","0.0012130483519285917","854","854","854","0.0008783771190792322","0.0008783771190792322","0.0008783771190792322","712","712","712","0.0009467778145335615","0.0009467778145335615","0.0009467778145335615","854","854","854","0.0008846406708471477","0.0008846406708471477","0.0008846406708471477","854","854","854","0.0008196181152015924","0.0008196181152015924","0.0008196181152015924"
"142","717","717","717","0.0010071524884551764","0.0010071524884551764","0.0010071524884551764","860","860","860","0.0011363987578079104","0.0011363987578079104","0.0011363987578079104","860","860","860","0.0010635026264935732","0.0010635026264935732","0.0010635026264935732","860","860","860","0.0011860637459903955","0.0011860637459903955","0.0011860637459903955","860","860","860","0.0009049456566572189","0.0009049456566572189","0.0009049456566572189","717","717","717","0.0010589738376438618","0.0010589738376438618","0.0010589738376438618","860","860","860","0.0007433663122355938","0.0007433663122355938","0.0007433663122355938","860","860","860","0.0010766047053039074","0.0010766047053039074","0.0010766047053039074"
"143","722","722","722","0.0014090326149016619","0.0014090326149016619","0.0014090326149016619","866","866","866","0.0006920078303664923","0.0006920078303664923","0.0006920078303664923","866","866","866","0.0008716186857782304","0.0008716186857782304","0.0008716186857782304","866","866","866","0.0013027250533923507","0.0013027250533923507","0.0013027250533923507","866","866","866","0.0008993064984679222","0.0008993064984679222","0.0008993064984679222","722","722","722","0.0008274281863123178","0.0008274281863123178","0.0008274281863123178","866","866","866","0.0009783810237422585","0.0009783810237422585","0.0009783810237422585","866","866","866","0.0009599588811397552","0.0009599588811397552","0.0009599588811397552"
"144","727","727","727","0.0012635164894163609","0.0012635164894163609","0.0012635164894163609","872","872","872","0.000968657957855612","0.000968657957855612","0.000968657957855612","872","872","872","0.0008327030227519572","0.0008327030227519572","0.0008327030227519572","872","872","872","0.0012370122130960226","0.0012370122130960226","0.0012370122130960226","872","872","872","0.0006891119992360473","0.0006891119992360473","0.0006891119992360473","727","727","727","0.001504373038187623","0.001504373038187623","0.001504373038187623","872","872","872","0.0011148870689794421","0.0011148870689794421","0.0011148870689794421","872","872","872","0.0007563108229078352","0.0007563108229078352","0.0007563108229078352"
"145","732","732","732","0.0008092856733128428","0.0008092856733128428","0.0008092856733128428","878","878","878","0.0012292470782995224","0.0012292470782995224","0.0012292470782995224","878","878","878","0.0009019171702675521","0.0009019171702675521","0.0009019171702675521","878","878","878","0.001120756147429347","0.001120756147429347","0.001120756147429347","878","878","878","0.0008090287446975708","0.0008090287446975708","0.0008090287446975708","732","732","732","0.0011032565962523222","0.0011032565962523222","0.0011032565962523222","878","878","878","0.0006930692470632493","0.0006930692470632493","0.0006930692470632493","878","878","878","0.0007437041494995356","0.0007437041494995356","0.0007437041494995356"
"146","737","737","737","0.0010855906875804067","0.0010855906875804067","0.0010855906875804067","884","884","884","0.0010878063039854169","0.0010878063039854169","0.0010878063039854169","884","884","884","0.0010211286135017872","0.0010211286135017872","0.0010211286135017872","884","884","884","0.001442448585294187","0.001442448585294187","0.001442448585294187","884","884","884","0.0008187012863345444","0.0008187012863345444","0.0008187012863345444","737","737","737","0.001034272718243301","0.001034272718243301","0.001034272718243301","884","884","884","0.0014497037045657635","0.0014497037045657635","0.0014497037045657635","884","884","884","0.0010622167028486729","0.0010622167028486729","0.0010622167028486729"
