"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu__MAX"
"100","506","506","506","0.031711068004369736","0.031711068004369736","0.031711068004369736","607","607","607","0.03160657733678818","0.03160657733678818","0.03160657733678818","607","607","607","0.062366340309381485","0.062366340309381485","0.062366340309381485","607","607","607","0.11291570216417313","0.11291570216417313","0.11291570216417313","607","607","607","0.05087926238775253","0.05087926238775253","0.05087926238775253","506","506","506","0.021950621157884598","0.021950621157884598","0.021950621157884598","607","607","607","0.03202533349394798","0.03202533349394798","0.03202533349394798","607","607","607","0.04164522886276245","0.04164522886276245","0.04164522886276245"
"101","511","511","511","0.03800955042243004","0.03800955042243004","0.03800955042243004","613","613","613","0.02380470745265484","0.02380470745265484","0.02380470745265484","613","613","613","0.05031416937708855","0.05031416937708855","0.05031416937708855","613","613","613","0.04311196133494377","0.04311196133494377","0.04311196133494377","613","613","613","0.042772211134433746","0.042772211134433746","0.042772211134433746","511","511","511","0.08318465203046799","0.08318465203046799","0.08318465203046799","613","613","613","0.0338660292327404","0.0338660292327404","0.0338660292327404","613","613","613","0.030452432110905647","0.030452432110905647","0.030452432110905647"
"102","516","516","516","0.05553005263209343","0.05553005263209343","0.05553005263209343","619","619","619","0.048594433814287186","0.048594433814287186","0.048594433814287186","619","619","619","0.04856749251484871","0.04856749251484871","0.04856749251484871","619","619","619","0.09397029876708984","0.09397029876708984","0.09397029876708984","619","619","619","0.038924891501665115","0.038924891501665115","0.038924891501665115","516","516","516","0.08617139607667923","0.08617139607667923","0.08617139607667923","619","619","619","0.057285334914922714","0.057285334914922714","0.057285334914922714","619","619","619","0.046886738389730453","0.046886738389730453","0.046886738389730453"
"103","521","521","521","0.0435810349881649","0.0435810349881649","0.0435810349881649","625","625","625","0.012965109199285507","0.012965109199285507","0.012965109199285507","625","625","625","0.042803943157196045","0.042803943157196045","0.042803943157196045","625","625","625","0.10703129321336746","0.10703129321336746","0.10703129321336746","625","625","625","0.038126517087221146","0.038126517087221146","0.038126517087221146","521","521","521","0.10251576453447342","0.10251576453447342","0.10251576453447342","625","625","625","0.04566052183508873","0.04566052183508873","0.04566052183508873","625","625","625","0.032574549317359924","0.032574549317359924","0.032574549317359924"
"104","526","526","526","0.037310052663087845","0.037310052663087845","0.037310052663087845","631","631","631","0.020854515954852104","0.020854515954852104","0.020854515954852104","631","631","631","0.029377976432442665","0.029377976432442665","0.029377976432442665","631","631","631","0.09563229978084564","0.09563229978084564","0.09563229978084564","631","631","631","0.024014560505747795","0.024014560505747795","0.024014560505747795","526","526","526","0.10709350556135178","0.10709350556135178","0.10709350556135178","631","631","631","0.044767651706933975","0.044767651706933975","0.044767651706933975","631","631","631","0.10334249585866928","0.10334249585866928","0.10334249585866928"
"105","531","531","531","0.07294613867998123","0.07294613867998123","0.07294613867998123","637","637","637","0.03158494830131531","0.03158494830131531","0.03158494830131531","637","637","637","0.03846297040581703","0.03846297040581703","0.03846297040581703","637","637","637","0.024323198944330215","0.024323198944330215","0.024323198944330215","637","637","637","0.038693513721227646","0.038693513721227646","0.038693513721227646","531","531","531","0.08621598780155182","0.08621598780155182","0.08621598780155182","637","637","637","0.0375862754881382","0.0375862754881382","0.0375862754881382","637","637","637","0.10781223326921463","0.10781223326921463","0.10781223326921463"
"106","536","536","536","0.03283324092626572","0.03283324092626572","0.03283324092626572","643","643","643","0.06005001440644264","0.06005001440644264","0.06005001440644264","643","643","643","0.04291317239403725","0.04291317239403725","0.04291317239403725","643","643","643","0.06607494503259659","0.06607494503259659","0.06607494503259659","643","643","643","0.03724641352891922","0.03724641352891922","0.03724641352891922","536","536","536","0.09911146759986877","0.09911146759986877","0.09911146759986877","643","643","643","0.05026629939675331","0.05026629939675331","0.05026629939675331","643","643","643","0.0557233951985836","0.0557233951985836","0.0557233951985836"
"107","541","541","541","0.060382306575775146","0.060382306575775146","0.060382306575775146","649","649","649","0.05560456961393356","0.05560456961393356","0.05560456961393356","649","649","649","0.035912081599235535","0.035912081599235535","0.035912081599235535","649","649","649","0.03707852214574814","0.03707852214574814","0.03707852214574814","649","649","649","0.0317210778594017","0.0317210778594017","0.0317210778594017","541","541","541","0.0894361063838005","0.0894361063838005","0.0894361063838005","649","649","649","0.01660865917801857","0.01660865917801857","0.01660865917801857","649","649","649","0.1033749058842659","0.1033749058842659","0.1033749058842659"
"108","546","546","546","0.03955262154340744","0.03955262154340744","0.03955262154340744","655","655","655","0.028329817578196526","0.028329817578196526","0.028329817578196526","655","655","655","0.030339334160089493","0.030339334160089493","0.030339334160089493","655","655","655","0.06145232915878296","0.06145232915878296","0.06145232915878296","655","655","655","0.037090376019477844","0.037090376019477844","0.037090376019477844","546","546","546","0.07929941266775131","0.07929941266775131","0.07929941266775131","655","655","655","0.04843966290354729","0.04843966290354729","0.04843966290354729","655","655","655","0.059334516525268555","0.059334516525268555","0.059334516525268555"
"109","551","551","551","0.029892411082983017","0.029892411082983017","0.029892411082983017","661","661","661","0.0451960563659668","0.0451960563659668","0.0451960563659668","661","661","661","0.03052215464413166","0.03052215464413166","0.03052215464413166","661","661","661","0.08927026391029358","0.08927026391029358","0.08927026391029358","661","661","661","0.03371322154998779","0.03371322154998779","0.03371322154998779","551","551","551","0.059521742165088654","0.059521742165088654","0.059521742165088654","661","661","661","0.04031866043806076","0.04031866043806076","0.04031866043806076","661","661","661","0.05425063148140907","0.05425063148140907","0.05425063148140907"
"110","556","556","556","0.05839354917407036","0.05839354917407036","0.05839354917407036","667","667","667","0.02981056459248066","0.02981056459248066","0.02981056459248066","667","667","667","0.04550496116280556","0.04550496116280556","0.04550496116280556","667","667","667","0.03744741901755333","0.03744741901755333","0.03744741901755333","667","667","667","0.043492596596479416","0.043492596596479416","0.043492596596479416","556","556","556","0.10415063798427582","0.10415063798427582","0.10415063798427582","667","667","667","0.035455819219350815","0.035455819219350815","0.035455819219350815","667","667","667","0.04377997666597366","0.04377997666597366","0.04377997666597366"
"111","561","561","561","0.056148022413253784","0.056148022413253784","0.056148022413253784","673","673","673","0.055880412459373474","0.055880412459373474","0.055880412459373474","673","673","673","0.05465110018849373","0.05465110018849373","0.05465110018849373","673","673","673","0.09309789538383484","0.09309789538383484","0.09309789538383484","673","673","673","0.054023291915655136","0.054023291915655136","0.054023291915655136","561","561","561","0.0448174811899662","0.0448174811899662","0.0448174811899662","673","673","673","0.05098988488316536","0.05098988488316536","0.05098988488316536","673","673","673","0.08362926542758942","0.08362926542758942","0.08362926542758942"
"112","566","566","566","0.05340117961168289","0.05340117961168289","0.05340117961168289","679","679","679","0.056681111454963684","0.056681111454963684","0.056681111454963684","679","679","679","0.04987148195505142","0.04987148195505142","0.04987148195505142","679","679","679","0.10623182356357574","0.10623182356357574","0.10623182356357574","679","679","679","0.03998131677508354","0.03998131677508354","0.03998131677508354","566","566","566","0.07987426966428757","0.07987426966428757","0.07987426966428757","679","679","679","0.04062935337424278","0.04062935337424278","0.04062935337424278","679","679","679","0.027692338451743126","0.027692338451743126","0.027692338451743126"
"113","571","571","571","0.053030986338853836","0.053030986338853836","0.053030986338853836","685","685","685","0.0353284627199173","0.0353284627199173","0.0353284627199173","685","685","685","0.03666934743523598","0.03666934743523598","0.03666934743523598","685","685","685","0.09471101313829422","0.09471101313829422","0.09471101313829422","685","685","685","0.03978525102138519","0.03978525102138519","0.03978525102138519","571","571","571","0.04737089201807976","0.04737089201807976","0.04737089201807976","685","685","685","0.030520740896463394","0.030520740896463394","0.030520740896463394","685","685","685","0.05719435587525368","0.05719435587525368","0.05719435587525368"
"114","576","576","576","0.01823311485350132","0.01823311485350132","0.01823311485350132","691","691","691","0.031182413920760155","0.031182413920760155","0.031182413920760155","691","691","691","0.026040591299533844","0.026040591299533844","0.026040591299533844","691","691","691","0.03335878625512123","0.03335878625512123","0.03335878625512123","691","691","691","0.05698641762137413","0.05698641762137413","0.05698641762137413","576","576","576","0.05268358066678047","0.05268358066678047","0.05268358066678047","691","691","691","0.03656239062547684","0.03656239062547684","0.03656239062547684","691","691","691","0.07929002493619919","0.07929002493619919","0.07929002493619919"
"115","581","581","581","0.05089743435382843","0.05089743435382843","0.05089743435382843","697","697","697","0.051985692232847214","0.051985692232847214","0.051985692232847214","697","697","697","0.036615028977394104","0.036615028977394104","0.036615028977394104","697","697","697","0.04534770920872688","0.04534770920872688","0.04534770920872688","697","697","697","0.0515596903860569","0.0515596903860569","0.0515596903860569","581","581","581","0.026544777676463127","0.026544777676463127","0.026544777676463127","697","697","697","0.046112749725580215","0.046112749725580215","0.046112749725580215","697","697","697","0.09830911457538605","0.09830911457538605","0.09830911457538605"
"116","586","586","586","0.06408028304576874","0.06408028304576874","0.06408028304576874","703","703","703","0.057299938052892685","0.057299938052892685","0.057299938052892685","703","703","703","0.03501410037279129","0.03501410037279129","0.03501410037279129","703","703","703","0.03877304866909981","0.03877304866909981","0.03877304866909981","703","703","703","0.043009381741285324","0.043009381741285324","0.043009381741285324","586","586","586","0.058505553752183914","0.058505553752183914","0.058505553752183914","703","703","703","0.04635295271873474","0.04635295271873474","0.04635295271873474","703","703","703","0.044654469937086105","0.044654469937086105","0.044654469937086105"
"117","591","591","591","0.045265231281518936","0.045265231281518936","0.045265231281518936","709","709","709","0.045777738094329834","0.045777738094329834","0.045777738094329834","709","709","709","0.046177420765161514","0.046177420765161514","0.046177420765161514","709","709","709","0.08210187405347824","0.08210187405347824","0.08210187405347824","709","709","709","0.03774149343371391","0.03774149343371391","0.03774149343371391","591","591","591","0.05878988653421402","0.05878988653421402","0.05878988653421402","709","709","709","0.0622483529150486","0.0622483529150486","0.0622483529150486","709","709","709","0.0755872055888176","0.0755872055888176","0.0755872055888176"
"118","596","596","596","0.07738278806209564","0.07738278806209564","0.07738278806209564","715","715","715","0.03199584037065506","0.03199584037065506","0.03199584037065506","715","715","715","0.018493469804525375","0.018493469804525375","0.018493469804525375","715","715","715","0.026046551764011383","0.026046551764011383","0.026046551764011383","715","715","715","0.04521610215306282","0.04521610215306282","0.04521610215306282","596","596","596","0.07382609695196152","0.07382609695196152","0.07382609695196152","715","715","715","0.040227942168712616","0.040227942168712616","0.040227942168712616","715","715","715","0.08772878348827362","0.08772878348827362","0.08772878348827362"
"119","601","601","601","0.037516675889492035","0.037516675889492035","0.037516675889492035","721","721","721","0.03752858564257622","0.03752858564257622","0.03752858564257622","721","721","721","0.03536109998822212","0.03536109998822212","0.03536109998822212","721","721","721","0.04845379665493965","0.04845379665493965","0.04845379665493965","721","721","721","0.04826368764042854","0.04826368764042854","0.04826368764042854","601","601","601","0.11507724225521088","0.11507724225521088","0.11507724225521088","721","721","721","0.028310663998126984","0.028310663998126984","0.028310663998126984","721","721","721","0.054166030138731","0.054166030138731","0.054166030138731"
"120","606","606","606","0.03246518224477768","0.03246518224477768","0.03246518224477768","727","727","727","0.012813095934689045","0.012813095934689045","0.012813095934689045","727","727","727","0.04287067428231239","0.04287067428231239","0.04287067428231239","727","727","727","0.029436247423291206","0.029436247423291206","0.029436247423291206","727","727","727","0.056713297963142395","0.056713297963142395","0.056713297963142395","606","606","606","0.08768673986196518","0.08768673986196518","0.08768673986196518","727","727","727","0.03957550972700119","0.03957550972700119","0.03957550972700119","727","727","727","0.05665312334895134","0.05665312334895134","0.05665312334895134"
"121","611","611","611","0.04875164479017258","0.04875164479017258","0.04875164479017258","733","733","733","0.0322875902056694","0.0322875902056694","0.0322875902056694","733","733","733","0.05327888950705528","0.05327888950705528","0.05327888950705528","733","733","733","0.0869804173707962","0.0869804173707962","0.0869804173707962","733","733","733","0.03563651815056801","0.03563651815056801","0.03563651815056801","611","611","611","0.03901102393865585","0.03901102393865585","0.03901102393865585","733","733","733","0.058512572199106216","0.058512572199106216","0.058512572199106216","733","733","733","0.05286888778209686","0.05286888778209686","0.05286888778209686"
"122","616","616","616","0.04072684049606323","0.04072684049606323","0.04072684049606323","739","739","739","0.029210934415459633","0.029210934415459633","0.029210934415459633","739","739","739","0.030273761600255966","0.030273761600255966","0.030273761600255966","739","739","739","0.010905129835009575","0.010905129835009575","0.010905129835009575","739","739","739","0.033138569444417953","0.033138569444417953","0.033138569444417953","616","616","616","0.04094211384654045","0.04094211384654045","0.04094211384654045","739","739","739","0.059137534350156784","0.059137534350156784","0.059137534350156784","739","739","739","0.07711413502693176","0.07711413502693176","0.07711413502693176"
"123","621","621","621","0.04546952620148659","0.04546952620148659","0.04546952620148659","745","745","745","0.023556092754006386","0.023556092754006386","0.023556092754006386","745","745","745","0.034515999257564545","0.034515999257564545","0.034515999257564545","745","745","745","0.04980773851275444","0.04980773851275444","0.04980773851275444","745","745","745","0.03709609806537628","0.03709609806537628","0.03709609806537628","621","621","621","0.05328265205025673","0.05328265205025673","0.05328265205025673","745","745","745","0.041118282824754715","0.041118282824754715","0.041118282824754715","745","745","745","0.034598980098962784","0.034598980098962784","0.034598980098962784"
"124","626","626","626","0.0569964200258255","0.0569964200258255","0.0569964200258255","751","751","751","0.04142437502741814","0.04142437502741814","0.04142437502741814","751","751","751","0.07291752845048904","0.07291752845048904","0.07291752845048904","751","751","751","0.08533206582069397","0.08533206582069397","0.08533206582069397","751","751","751","0.033377327024936676","0.033377327024936676","0.033377327024936676","626","626","626","0.05036444962024689","0.05036444962024689","0.05036444962024689","751","751","751","0.03300431743264198","0.03300431743264198","0.03300431743264198","751","751","751","0.08305250108242035","0.08305250108242035","0.08305250108242035"
"125","631","631","631","0.023288268595933914","0.023288268595933914","0.023288268595933914","757","757","757","0.033958517014980316","0.033958517014980316","0.033958517014980316","757","757","757","0.01921812817454338","0.01921812817454338","0.01921812817454338","757","757","757","0.10586912930011749","0.10586912930011749","0.10586912930011749","757","757","757","0.06091156229376793","0.06091156229376793","0.06091156229376793","631","631","631","0.10666802525520325","0.10666802525520325","0.10666802525520325","757","757","757","0.05042358115315437","0.05042358115315437","0.05042358115315437","757","757","757","0.08014144748449326","0.08014144748449326","0.08014144748449326"
"126","636","636","636","0.038481563329696655","0.038481563329696655","0.038481563329696655","763","763","763","0.04798009619116783","0.04798009619116783","0.04798009619116783","763","763","763","0.029616281390190125","0.029616281390190125","0.029616281390190125","763","763","763","0.03372132405638695","0.03372132405638695","0.03372132405638695","763","763","763","0.05165353789925575","0.05165353789925575","0.05165353789925575","636","636","636","0.06389082968235016","0.06389082968235016","0.06389082968235016","763","763","763","0.03210685774683952","0.03210685774683952","0.03210685774683952","763","763","763","0.0784275010228157","0.0784275010228157","0.0784275010228157"
"127","641","641","641","0.049077991396188736","0.049077991396188736","0.049077991396188736","769","769","769","0.03163030371069908","0.03163030371069908","0.03163030371069908","769","769","769","0.05841044336557388","0.05841044336557388","0.05841044336557388","769","769","769","0.01615368016064167","0.01615368016064167","0.01615368016064167","769","769","769","0.025547584518790245","0.025547584518790245","0.025547584518790245","641","641","641","0.06421744078397751","0.06421744078397751","0.06421744078397751","769","769","769","0.018042026087641716","0.018042026087641716","0.018042026087641716","769","769","769","0.027982255443930626","0.027982255443930626","0.027982255443930626"
"128","646","646","646","0.018933529034256935","0.018933529034256935","0.018933529034256935","775","775","775","0.04547613859176636","0.04547613859176636","0.04547613859176636","775","775","775","0.04766374081373215","0.04766374081373215","0.04766374081373215","775","775","775","0.0972558930516243","0.0972558930516243","0.0972558930516243","775","775","775","0.03664615377783775","0.03664615377783775","0.03664615377783775","646","646","646","0.10197295993566513","0.10197295993566513","0.10197295993566513","775","775","775","0.030384236946702003","0.030384236946702003","0.030384236946702003","775","775","775","0.07518164813518524","0.07518164813518524","0.07518164813518524"
"129","651","651","651","0.01022788230329752","0.01022788230329752","0.01022788230329752","781","781","781","0.04384591802954674","0.04384591802954674","0.04384591802954674","781","781","781","0.05984402447938919","0.05984402447938919","0.05984402447938919","781","781","781","0.08243803679943085","0.08243803679943085","0.08243803679943085","781","781","781","0.05151781067252159","0.05151781067252159","0.05151781067252159","651","651","651","0.019136633723974228","0.019136633723974228","0.019136633723974228","781","781","781","0.039127323776483536","0.039127323776483536","0.039127323776483536","781","781","781","0.038451187312603","0.038451187312603","0.038451187312603"
"130","656","656","656","0.01459861733019352","0.01459861733019352","0.01459861733019352","787","787","787","0.05035271495580673","0.05035271495580673","0.05035271495580673","787","787","787","0.048348717391490936","0.048348717391490936","0.048348717391490936","787","787","787","0.06363023817539215","0.06363023817539215","0.06363023817539215","787","787","787","0.037355951964855194","0.037355951964855194","0.037355951964855194","656","656","656","0.04503261297941208","0.04503261297941208","0.04503261297941208","787","787","787","0.041474152356386185","0.041474152356386185","0.041474152356386185","787","787","787","0.09243375808000565","0.09243375808000565","0.09243375808000565"
"131","661","661","661","0.03662102669477463","0.03662102669477463","0.03662102669477463","793","793","793","0.037910353392362595","0.037910353392362595","0.037910353392362595","793","793","793","0.04450462386012077","0.04450462386012077","0.04450462386012077","793","793","793","0.02609098143875599","0.02609098143875599","0.02609098143875599","793","793","793","0.01397861447185278","0.01397861447185278","0.01397861447185278","661","661","661","0.03862333670258522","0.03862333670258522","0.03862333670258522","793","793","793","0.030270304530858994","0.030270304530858994","0.030270304530858994","793","793","793","0.04213371127843857","0.04213371127843857","0.04213371127843857"
"132","666","666","666","0.042583685368299484","0.042583685368299484","0.042583685368299484","799","799","799","0.024796217679977417","0.024796217679977417","0.024796217679977417","799","799","799","0.053093526512384415","0.053093526512384415","0.053093526512384415","799","799","799","0.07452967762947083","0.07452967762947083","0.07452967762947083","799","799","799","0.05098762363195419","0.05098762363195419","0.05098762363195419","666","666","666","0.022913262248039246","0.022913262248039246","0.022913262248039246","799","799","799","0.06382258981466293","0.06382258981466293","0.06382258981466293","799","799","799","0.06867585331201553","0.06867585331201553","0.06867585331201553"
"133","671","671","671","0.04200601577758789","0.04200601577758789","0.04200601577758789","805","805","805","0.04506254196166992","0.04506254196166992","0.04506254196166992","805","805","805","0.03602064400911331","0.03602064400911331","0.03602064400911331","805","805","805","0.04592391476035118","0.04592391476035118","0.04592391476035118","805","805","805","0.05004826560616493","0.05004826560616493","0.05004826560616493","671","671","671","0.08603117614984512","0.08603117614984512","0.08603117614984512","805","805","805","0.023197108879685402","0.023197108879685402","0.023197108879685402","805","805","805","0.049998149275779724","0.049998149275779724","0.049998149275779724"
"134","676","676","676","0.03774150833487511","0.03774150833487511","0.03774150833487511","811","811","811","0.03837987408041954","0.03837987408041954","0.03837987408041954","811","811","811","0.049914393573999405","0.049914393573999405","0.049914393573999405","811","811","811","0.021940452978014946","0.021940452978014946","0.021940452978014946","811","811","811","0.028657827526330948","0.028657827526330948","0.028657827526330948","676","676","676","0.03330383822321892","0.03330383822321892","0.03330383822321892","811","811","811","0.03784786909818649","0.03784786909818649","0.03784786909818649","811","811","811","0.07833998650312424","0.07833998650312424","0.07833998650312424"
"135","681","681","681","0.01875218190252781","0.01875218190252781","0.01875218190252781","817","817","817","0.04656635969877243","0.04656635969877243","0.04656635969877243","817","817","817","0.04055960103869438","0.04055960103869438","0.04055960103869438","817","817","817","0.03254121541976929","0.03254121541976929","0.03254121541976929","817","817","817","0.032925475388765335","0.032925475388765335","0.032925475388765335","681","681","681","0.0813504233956337","0.0813504233956337","0.0813504233956337","817","817","817","0.05582903325557709","0.05582903325557709","0.05582903325557709","817","817","817","0.07529433816671371","0.07529433816671371","0.07529433816671371"
"136","686","686","686","0.042938876897096634","0.042938876897096634","0.042938876897096634","823","823","823","0.02956215851008892","0.02956215851008892","0.02956215851008892","823","823","823","0.03403642773628235","0.03403642773628235","0.03403642773628235","823","823","823","0.06255573779344559","0.06255573779344559","0.06255573779344559","823","823","823","0.04317769408226013","0.04317769408226013","0.04317769408226013","686","686","686","0.06848011910915375","0.06848011910915375","0.06848011910915375","823","823","823","0.04047225043177605","0.04047225043177605","0.04047225043177605","823","823","823","0.032811373472213745","0.032811373472213745","0.032811373472213745"
"137","691","691","691","0.03485589846968651","0.03485589846968651","0.03485589846968651","829","829","829","0.04680895805358887","0.04680895805358887","0.04680895805358887","829","829","829","0.03261362016201019","0.03261362016201019","0.03261362016201019","829","829","829","0.04688623920083046","0.04688623920083046","0.04688623920083046","829","829","829","0.039830125868320465","0.039830125868320465","0.039830125868320465","691","691","691","0.020716603845357895","0.020716603845357895","0.020716603845357895","829","829","829","0.020439565181732178","0.020439565181732178","0.020439565181732178","829","829","829","0.07389555871486664","0.07389555871486664","0.07389555871486664"
"138","696","696","696","0.03867293521761894","0.03867293521761894","0.03867293521761894","835","835","835","0.025480322539806366","0.025480322539806366","0.025480322539806366","835","835","835","0.055469997227191925","0.055469997227191925","0.055469997227191925","835","835","835","0.018526891246438026","0.018526891246438026","0.018526891246438026","835","835","835","0.028833121061325073","0.028833121061325073","0.028833121061325073","696","696","696","0.06300632655620575","0.06300632655620575","0.06300632655620575","835","835","835","0.031208088621497154","0.031208088621497154","0.031208088621497154","835","835","835","0.1095818281173706","0.1095818281173706","0.1095818281173706"
"139","701","701","701","0.04412224516272545","0.04412224516272545","0.04412224516272545","841","841","841","0.04308772087097168","0.04308772087097168","0.04308772087097168","841","841","841","0.03567508980631828","0.03567508980631828","0.03567508980631828","841","841","841","0.08227808028459549","0.08227808028459549","0.08227808028459549","841","841","841","0.026616906747221947","0.026616906747221947","0.026616906747221947","701","701","701","0.08947288244962692","0.08947288244962692","0.08947288244962692","841","841","841","0.02498038485646248","0.02498038485646248","0.02498038485646248","841","841","841","0.04195874556899071","0.04195874556899071","0.04195874556899071"
"140","706","706","706","0.08086512237787247","0.08086512237787247","0.08086512237787247","847","847","847","0.046051111072301865","0.046051111072301865","0.046051111072301865","847","847","847","0.046583566814661026","0.046583566814661026","0.046583566814661026","847","847","847","0.019107839092612267","0.019107839092612267","0.019107839092612267","847","847","847","0.04238789528608322","0.04238789528608322","0.04238789528608322","706","706","706","0.10500527173280716","0.10500527173280716","0.10500527173280716","847","847","847","0.06351842731237411","0.06351842731237411","0.06351842731237411","847","847","847","0.05560168996453285","0.05560168996453285","0.05560168996453285"
"141","711","711","711","0.042877912521362305","0.042877912521362305","0.042877912521362305","853","853","853","0.050797685980796814","0.050797685980796814","0.050797685980796814","853","853","853","0.0666949525475502","0.0666949525475502","0.0666949525475502","853","853","853","0.07986573129892349","0.07986573129892349","0.07986573129892349","853","853","853","0.05569383129477501","0.05569383129477501","0.05569383129477501","711","711","711","0.050647009164094925","0.050647009164094925","0.050647009164094925","853","853","853","0.050560224801301956","0.050560224801301956","0.050560224801301956","853","853","853","0.07241134345531464","0.07241134345531464","0.07241134345531464"
"142","716","716","716","0.051501233130693436","0.051501233130693436","0.051501233130693436","859","859","859","0.02607235684990883","0.02607235684990883","0.02607235684990883","859","859","859","0.027495337650179863","0.027495337650179863","0.027495337650179863","859","859","859","0.05834666267037392","0.05834666267037392","0.05834666267037392","859","859","859","0.04775061830878258","0.04775061830878258","0.04775061830878258","716","716","716","0.07756026834249496","0.07756026834249496","0.07756026834249496","859","859","859","0.03356872498989105","0.03356872498989105","0.03356872498989105","859","859","859","0.026671599596738815","0.026671599596738815","0.026671599596738815"
"143","721","721","721","0.04033852368593216","0.04033852368593216","0.04033852368593216","865","865","865","0.021917304024100304","0.021917304024100304","0.021917304024100304","865","865","865","0.035094283521175385","0.035094283521175385","0.035094283521175385","865","865","865","0.05870542302727699","0.05870542302727699","0.05870542302727699","865","865","865","0.051624927669763565","0.051624927669763565","0.051624927669763565","721","721","721","0.07452356815338135","0.07452356815338135","0.07452356815338135","865","865","865","0.027047839015722275","0.027047839015722275","0.027047839015722275","865","865","865","0.07717125862836838","0.07717125862836838","0.07717125862836838"
