"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_ekf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_ekf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_ekf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_ekf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_ekf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_ekf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_ekf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_ekf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_ekf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_ekf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_ekf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_ekf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_ekf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_ekf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_ekf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_ekf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_ekf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_ekf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_ekf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_ekf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_ekf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_ekf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_ekf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_ekf__MAX"
"71","362","362","362","0.0009805160807445645","0.0009805160807445645","0.0009805160807445645","435","435","435","0.0007827691733837128","0.0007827691733837128","0.0007827691733837128","435","435","435","0.0010139410151168704","0.0010139410151168704","0.0010139410151168704","435","435","435","0.00113942741882056","0.00113942741882056","0.00113942741882056","435","435","435","0.0007905293023213744","0.0007905293023213744","0.0007905293023213744","362","362","362","0.0010557430796325207","0.0010557430796325207","0.0010557430796325207","435","435","435","0.0010444350773468614","0.0010444350773468614","0.0010444350773468614","435","435","435","0.0009395159431733191","0.0009395159431733191","0.0009395159431733191"
"72","367","367","367","0.0011386456899344921","0.0011386456899344921","0.0011386456899344921","441","441","441","0.0009582051425240934","0.0009582051425240934","0.0009582051425240934","441","441","441","0.0007793254917487502","0.0007793254917487502","0.0007793254917487502","441","441","441","0.0010886186501011252","0.0010886186501011252","0.0010886186501011252","441","441","441","0.0011108439648523927","0.0011108439648523927","0.0011108439648523927","367","367","367","0.000865888549014926","0.000865888549014926","0.000865888549014926","441","441","441","0.0010830479441210628","0.0010830479441210628","0.0010830479441210628","441","441","441","0.0008757061441428959","0.0008757061441428959","0.0008757061441428959"
"73","372","372","372","0.0014071163022890687","0.0014071163022890687","0.0014071163022890687","447","447","447","0.0007717027910985053","0.0007717027910985053","0.0007717027910985053","447","447","447","0.0008521087002009153","0.0008521087002009153","0.0008521087002009153","447","447","447","0.0011405114782974124","0.0011405114782974124","0.0011405114782974124","447","447","447","0.001312261214479804","0.001312261214479804","0.001312261214479804","372","372","372","0.0008451376925222576","0.0008451376925222576","0.0008451376925222576","447","447","447","0.0011433130130171776","0.0011433130130171776","0.0011433130130171776","447","447","447","0.0011163298040628433","0.0011163298040628433","0.0011163298040628433"
"74","377","377","377","0.0009259929065592587","0.0009259929065592587","0.0009259929065592587","453","453","453","0.000833952275570482","0.000833952275570482","0.000833952275570482","453","453","453","0.0013010624097660184","0.0013010624097660184","0.0013010624097660184","453","453","453","0.0009612749563530087","0.0009612749563530087","0.0009612749563530087","453","453","453","0.0011532766511663795","0.0011532766511663795","0.0011532766511663795","377","377","377","0.001322948606684804","0.001322948606684804","0.001322948606684804","453","453","453","0.0008507760358043015","0.0008507760358043015","0.0008507760358043015","453","453","453","0.0008644358022138476","0.0008644358022138476","0.0008644358022138476"
"75","382","382","382","0.0010165988933295012","0.0010165988933295012","0.0010165988933295012","459","459","459","0.0007625260041095316","0.0007625260041095316","0.0007625260041095316","459","459","459","0.0011750411940738559","0.0011750411940738559","0.0011750411940738559","459","459","459","0.0012409454211592674","0.0012409454211592674","0.0012409454211592674","459","459","459","0.0008021658286452293","0.0008021658286452293","0.0008021658286452293","382","382","382","0.0009396825334988534","0.0009396825334988534","0.0009396825334988534","459","459","459","0.0009273315663449466","0.0009273315663449466","0.0009273315663449466","459","459","459","0.0009578695753589272","0.0009578695753589272","0.0009578695753589272"
"76","387","387","387","0.0009690835140645504","0.0009690835140645504","0.0009690835140645504","465","465","465","0.0009347241139039397","0.0009347241139039397","0.0009347241139039397","465","465","465","0.00099369662348181","0.00099369662348181","0.00099369662348181","465","465","465","0.0009473265963606536","0.0009473265963606536","0.0009473265963606536","465","465","465","0.0013529476709663868","0.0013529476709663868","0.0013529476709663868","387","387","387","0.0009777020895853639","0.0009777020895853639","0.0009777020895853639","465","465","465","0.0011227369541302323","0.0011227369541302323","0.0011227369541302323","465","465","465","0.0011635523987933993","0.0011635523987933993","0.0011635523987933993"
"77","392","392","392","0.0008252422558143735","0.0008252422558143735","0.0008252422558143735","471","471","471","0.0015496521955356002","0.0015496521955356002","0.0015496521955356002","471","471","471","0.0013764193281531334","0.0013764193281531334","0.0013764193281531334","471","471","471","0.0015001880237832665","0.0015001880237832665","0.0015001880237832665","471","471","471","0.0011521753622218966","0.0011521753622218966","0.0011521753622218966","392","392","392","0.0013959577772766352","0.0013959577772766352","0.0013959577772766352","471","471","471","0.0013932358706369996","0.0013932358706369996","0.0013932358706369996","471","471","471","0.0006561237387359142","0.0006561237387359142","0.0006561237387359142"
"78","397","397","397","0.000913953292183578","0.000913953292183578","0.000913953292183578","477","477","477","0.001197367673739791","0.001197367673739791","0.001197367673739791","477","477","477","0.0013119119685143232","0.0013119119685143232","0.0013119119685143232","477","477","477","0.0010083031374961138","0.0010083031374961138","0.0010083031374961138","477","477","477","0.0009840760612860322","0.0009840760612860322","0.0009840760612860322","397","397","397","0.0009865808533504605","0.0009865808533504605","0.0009865808533504605","477","477","477","0.0010202982230111957","0.0010202982230111957","0.0010202982230111957","477","477","477","0.001418300555087626","0.001418300555087626","0.001418300555087626"
"79","402","402","402","0.0010850282851606607","0.0010850282851606607","0.0010850282851606607","483","483","483","0.0009074179106391966","0.0009074179106391966","0.0009074179106391966","483","483","483","0.0009725129930302501","0.0009725129930302501","0.0009725129930302501","483","483","483","0.0009058117866516113","0.0009058117866516113","0.0009058117866516113","483","483","483","0.0009535397402942181","0.0009535397402942181","0.0009535397402942181","402","402","402","0.001061365008354187","0.001061365008354187","0.001061365008354187","483","483","483","0.0011798138730227947","0.0011798138730227947","0.0011798138730227947","483","483","483","0.0008652671822346747","0.0008652671822346747","0.0008652671822346747"
"80","407","407","407","0.0011633996618911624","0.0011633996618911624","0.0011633996618911624","489","489","489","0.0011020044330507517","0.0011020044330507517","0.0011020044330507517","489","489","489","0.0011690803803503513","0.0011690803803503513","0.0011690803803503513","489","489","489","0.0012987982481718063","0.0012987982481718063","0.0012987982481718063","489","489","489","0.0011265842476859689","0.0011265842476859689","0.0011265842476859689","407","407","407","0.0008031739271245897","0.0008031739271245897","0.0008031739271245897","489","489","489","0.0007531465962529182","0.0007531465962529182","0.0007531465962529182","489","489","489","0.0011820911895483732","0.0011820911895483732","0.0011820911895483732"
"81","412","412","412","0.0010250428458675742","0.0010250428458675742","0.0010250428458675742","495","495","495","0.0010872064158320427","0.0010872064158320427","0.0010872064158320427","495","495","495","0.000938728975597769","0.000938728975597769","0.000938728975597769","495","495","495","0.0013708993792533875","0.0013708993792533875","0.0013708993792533875","495","495","495","0.0010498038027435541","0.0010498038027435541","0.0010498038027435541","412","412","412","0.0012082468019798398","0.0012082468019798398","0.0012082468019798398","495","495","495","0.0007558188517577946","0.0007558188517577946","0.0007558188517577946","495","495","495","0.0009781786939129233","0.0009781786939129233","0.0009781786939129233"
"82","417","417","417","0.0010217793751507998","0.0010217793751507998","0.0010217793751507998","501","501","501","0.0010484609520062804","0.0010484609520062804","0.0010484609520062804","501","501","501","0.0006179962656460702","0.0006179962656460702","0.0006179962656460702","501","501","501","0.0012741029495373368","0.0012741029495373368","0.0012741029495373368","501","501","501","0.0009354644571430981","0.0009354644571430981","0.0009354644571430981","417","417","417","0.001155650825239718","0.001155650825239718","0.001155650825239718","501","501","501","0.000986022292636335","0.000986022292636335","0.000986022292636335","501","501","501","0.0007778886356391013","0.0007778886356391013","0.0007778886356391013"
"83","422","422","422","0.0008171836961992085","0.0008171836961992085","0.0008171836961992085","507","507","507","0.00124601018615067","0.00124601018615067","0.00124601018615067","507","507","507","0.0013100679498165846","0.0013100679498165846","0.0013100679498165846","507","507","507","0.0011534021468833089","0.0011534021468833089","0.0011534021468833089","507","507","507","0.0007264042505994439","0.0007264042505994439","0.0007264042505994439","422","422","422","0.001151154050603509","0.001151154050603509","0.001151154050603509","507","507","507","0.0014543796423822641","0.0014543796423822641","0.0014543796423822641","507","507","507","0.0007215864607132971","0.0007215864607132971","0.0007215864607132971"
"84","427","427","427","0.0012948430376127362","0.0012948430376127362","0.0012948430376127362","513","513","513","0.0010595504427328706","0.0010595504427328706","0.0010595504427328706","513","513","513","0.0007181721739470959","0.0007181721739470959","0.0007181721739470959","513","513","513","0.0011482276022434235","0.0011482276022434235","0.0011482276022434235","513","513","513","0.0008303752401843667","0.0008303752401843667","0.0008303752401843667","427","427","427","0.0016052174614742398","0.0016052174614742398","0.0016052174614742398","513","513","513","0.0008356702164746821","0.0008356702164746821","0.0008356702164746821","513","513","513","0.0009195156744681299","0.0009195156744681299","0.0009195156744681299"
"85","432","432","432","0.001728142611682415","0.001728142611682415","0.001728142611682415","519","519","519","0.001015150104649365","0.001015150104649365","0.001015150104649365","519","519","519","0.0011201385641470551","0.0011201385641470551","0.0011201385641470551","519","519","519","0.0012420306447893381","0.0012420306447893381","0.0012420306447893381","519","519","519","0.0007889833650551736","0.0007889833650551736","0.0007889833650551736","432","432","432","0.0012825413141399622","0.0012825413141399622","0.0012825413141399622","519","519","519","0.0010356268612667918","0.0010356268612667918","0.0010356268612667918","519","519","519","0.0013077841140329838","0.0013077841140329838","0.0013077841140329838"
"86","437","437","437","0.0012580574257299304","0.0012580574257299304","0.0012580574257299304","525","525","525","0.0011037063086405396","0.0011037063086405396","0.0011037063086405396","525","525","525","0.0012795281363651156","0.0012795281363651156","0.0012795281363651156","525","525","525","0.0017953494098037481","0.0017953494098037481","0.0017953494098037481","525","525","525","0.0013021742925047874","0.0013021742925047874","0.0013021742925047874","437","437","437","0.001253041555173695","0.001253041555173695","0.001253041555173695","525","525","525","0.0012094358680769801","0.0012094358680769801","0.0012094358680769801","525","525","525","0.0010726273758336902","0.0010726273758336902","0.0010726273758336902"
"87","442","442","442","0.0010719062993302941","0.0010719062993302941","0.0010719062993302941","531","531","531","0.0013239053077995777","0.0013239053077995777","0.0013239053077995777","531","531","531","0.0009533812408335507","0.0009533812408335507","0.0009533812408335507","531","531","531","0.0011192822130396962","0.0011192822130396962","0.0011192822130396962","531","531","531","0.0013815858401358128","0.0013815858401358128","0.0013815858401358128","442","442","442","0.0019054164877161384","0.0019054164877161384","0.0019054164877161384","531","531","531","0.0012812947388738394","0.0012812947388738394","0.0012812947388738394","531","531","531","0.0013169270241633058","0.0013169270241633058","0.0013169270241633058"
"88","447","447","447","0.0009203699300996959","0.0009203699300996959","0.0009203699300996959","537","537","537","0.0010643620043992996","0.0010643620043992996","0.0010643620043992996","537","537","537","0.0008360571810044348","0.0008360571810044348","0.0008360571810044348","537","537","537","0.001017571659758687","0.001017571659758687","0.001017571659758687","537","537","537","0.0010366253554821014","0.0010366253554821014","0.0010366253554821014","447","447","447","0.000929013011045754","0.000929013011045754","0.000929013011045754","537","537","537","0.0008663565968163311","0.0008663565968163311","0.0008663565968163311","537","537","537","0.000862417567986995","0.000862417567986995","0.000862417567986995"
"89","452","452","452","0.0011392571032047272","0.0011392571032047272","0.0011392571032047272","543","543","543","0.0008287699893116951","0.0008287699893116951","0.0008287699893116951","543","543","543","0.001224337494932115","0.001224337494932115","0.001224337494932115","543","543","543","0.001038894522935152","0.001038894522935152","0.001038894522935152","543","543","543","0.001297949580475688","0.001297949580475688","0.001297949580475688","452","452","452","0.0011200396111235023","0.0011200396111235023","0.0011200396111235023","543","543","543","0.0010683053405955434","0.0010683053405955434","0.0010683053405955434","543","543","543","0.0011149345664307475","0.0011149345664307475","0.0011149345664307475"
"90","457","457","457","0.0016643294366076589","0.0016643294366076589","0.0016643294366076589","549","549","549","0.0010491801658645272","0.0010491801658645272","0.0010491801658645272","549","549","549","0.00091422168770805","0.00091422168770805","0.00091422168770805","549","549","549","0.0012485738843679428","0.0012485738843679428","0.0012485738843679428","549","549","549","0.000645921565592289","0.000645921565592289","0.000645921565592289","457","457","457","0.0014662249013781548","0.0014662249013781548","0.0014662249013781548","549","549","549","0.0015388567699119449","0.0015388567699119449","0.0015388567699119449","549","549","549","0.001117129111662507","0.001117129111662507","0.001117129111662507"
"91","462","462","462","0.0010775149567052722","0.0010775149567052722","0.0010775149567052722","555","555","555","0.0010530088329687715","0.0010530088329687715","0.0010530088329687715","555","555","555","0.0008178532007150352","0.0008178532007150352","0.0008178532007150352","555","555","555","0.0014437761856243014","0.0014437761856243014","0.0014437761856243014","555","555","555","0.0007741430890746415","0.0007741430890746415","0.0007741430890746415","462","462","462","0.0010932446457445621","0.0010932446457445621","0.0010932446457445621","555","555","555","0.0009474444668740034","0.0009474444668740034","0.0009474444668740034","555","555","555","0.0008658007136546075","0.0008658007136546075","0.0008658007136546075"
"92","467","467","467","0.0006842317525297403","0.0006842317525297403","0.0006842317525297403","561","561","561","0.0012250313302502036","0.0012250313302502036","0.0012250313302502036","561","561","561","0.0011835363693535328","0.0011835363693535328","0.0011835363693535328","561","561","561","0.0012526719365268946","0.0012526719365268946","0.0012526719365268946","561","561","561","0.0010332046076655388","0.0010332046076655388","0.0010332046076655388","467","467","467","0.001660554320551455","0.001660554320551455","0.001660554320551455","561","561","561","0.0010368055664002895","0.0010368055664002895","0.0010368055664002895","561","561","561","0.001053405343554914","0.001053405343554914","0.001053405343554914"
"93","472","472","472","0.0015905080363154411","0.0015905080363154411","0.0015905080363154411","567","567","567","0.0009284584666602314","0.0009284584666602314","0.0009284584666602314","567","567","567","0.0014604396419599652","0.0014604396419599652","0.0014604396419599652","567","567","567","0.0012863327283412218","0.0012863327283412218","0.0012863327283412218","567","567","567","0.0008353207958862185","0.0008353207958862185","0.0008353207958862185","472","472","472","0.001899769064038992","0.001899769064038992","0.001899769064038992","567","567","567","0.0011415736516937613","0.0011415736516937613","0.0011415736516937613","567","567","567","0.0012256470508873463","0.0012256470508873463","0.0012256470508873463"
"94","477","477","477","0.0008597868727520108","0.0008597868727520108","0.0008597868727520108","573","573","573","0.0008628025534562767","0.0008628025534562767","0.0008628025534562767","573","573","573","0.0008453426999039948","0.0008453426999039948","0.0008453426999039948","573","573","573","0.0011162051232531667","0.0011162051232531667","0.0011162051232531667","573","573","573","0.0008136494434438646","0.0008136494434438646","0.0008136494434438646","477","477","477","0.0009661586373113096","0.0009661586373113096","0.0009661586373113096","573","573","573","0.000819633190985769","0.000819633190985769","0.000819633190985769","573","573","573","0.0010028529213741422","0.0010028529213741422","0.0010028529213741422"
"95","482","482","482","0.0009332651388831437","0.0009332651388831437","0.0009332651388831437","579","579","579","0.0010935027385130525","0.0010935027385130525","0.0010935027385130525","579","579","579","0.0008161219884641469","0.0008161219884641469","0.0008161219884641469","579","579","579","0.00135184230748564","0.00135184230748564","0.00135184230748564","579","579","579","0.0007014593575149775","0.0007014593575149775","0.0007014593575149775","482","482","482","0.0011468310840427876","0.0011468310840427876","0.0011468310840427876","579","579","579","0.0008533389191143215","0.0008533389191143215","0.0008533389191143215","579","579","579","0.0011303036008030176","0.0011303036008030176","0.0011303036008030176"
"96","487","487","487","0.001178548438474536","0.001178548438474536","0.001178548438474536","585","585","585","0.0010643178829923272","0.0010643178829923272","0.0010643178829923272","585","585","585","0.0010568320285528898","0.0010568320285528898","0.0010568320285528898","585","585","585","0.0012696664780378342","0.0012696664780378342","0.0012696664780378342","585","585","585","0.0011471357429400086","0.0011471357429400086","0.0011471357429400086","487","487","487","0.000999164185486734","0.000999164185486734","0.000999164185486734","585","585","585","0.0008468200685456395","0.0008468200685456395","0.0008468200685456395","585","585","585","0.0008820517687126994","0.0008820517687126994","0.0008820517687126994"
"97","492","492","492","0.001220331876538694","0.001220331876538694","0.001220331876538694","591","591","591","0.0009214955498464406","0.0009214955498464406","0.0009214955498464406","591","591","591","0.0009700675145722926","0.0009700675145722926","0.0009700675145722926","591","591","591","0.0014848371502012014","0.0014848371502012014","0.0014848371502012014","591","591","591","0.0008936060476116836","0.0008936060476116836","0.0008936060476116836","492","492","492","0.0008228708757087588","0.0008228708757087588","0.0008228708757087588","591","591","591","0.0008834574837237597","0.0008834574837237597","0.0008834574837237597","591","591","591","0.0007313182577490807","0.0007313182577490807","0.0007313182577490807"
"98","497","497","497","0.001140265492722392","0.001140265492722392","0.001140265492722392","597","597","597","0.0011783333029597998","0.0011783333029597998","0.0011783333029597998","597","597","597","0.0011699721217155457","0.0011699721217155457","0.0011699721217155457","597","597","597","0.0011474894126877189","0.0011474894126877189","0.0011474894126877189","597","597","597","0.0010125332046300173","0.0010125332046300173","0.0010125332046300173","497","497","497","0.001815452822484076","0.001815452822484076","0.001815452822484076","597","597","597","0.0013108239509165287","0.0013108239509165287","0.0013108239509165287","597","597","597","0.0009157623280771077","0.0009157623280771077","0.0009157623280771077"
"99","502","502","502","0.0009396805544383824","0.0009396805544383824","0.0009396805544383824","603","603","603","0.0006811758503317833","0.0006811758503317833","0.0006811758503317833","603","603","603","0.0010860426118597388","0.0010860426118597388","0.0010860426118597388","603","603","603","0.0013316459953784943","0.0013316459953784943","0.0013316459953784943","603","603","603","0.0010820908937603235","0.0010820908937603235","0.0010820908937603235","502","502","502","0.0011743910145014524","0.0011743910145014524","0.0011743910145014524","603","603","603","0.0010764563921838999","0.0010764563921838999","0.0010764563921838999","603","603","603","0.0011450485326349735","0.0011450485326349735","0.0011450485326349735"
"100","507","507","507","0.0009688744321465492","0.0009688744321465492","0.0009688744321465492","609","609","609","0.0007195451180450618","0.0007195451180450618","0.0007195451180450618","609","609","609","0.001153367105871439","0.001153367105871439","0.001153367105871439","609","609","609","0.0015380942495539784","0.0015380942495539784","0.0015380942495539784","609","609","609","0.0006555997533723712","0.0006555997533723712","0.0006555997533723712","507","507","507","0.0014594774693250656","0.0014594774693250656","0.0014594774693250656","609","609","609","0.0009060362353920937","0.0009060362353920937","0.0009060362353920937","609","609","609","0.0014374704333022237","0.0014374704333022237","0.0014374704333022237"
"101","512","512","512","0.001387450029142201","0.001387450029142201","0.001387450029142201","615","615","615","0.0008334283484145999","0.0008334283484145999","0.0008334283484145999","615","615","615","0.001600412535481155","0.001600412535481155","0.001600412535481155","615","615","615","0.0013877346646040678","0.0013877346646040678","0.0013877346646040678","615","615","615","0.0007116635097190738","0.0007116635097190738","0.0007116635097190738","512","512","512","0.0013388681691139936","0.0013388681691139936","0.0013388681691139936","615","615","615","0.0009057101560756564","0.0009057101560756564","0.0009057101560756564","615","615","615","0.001213924726471305","0.001213924726471305","0.001213924726471305"
"102","517","517","517","0.0010539579670876265","0.0010539579670876265","0.0010539579670876265","621","621","621","0.0007335274713113904","0.0007335274713113904","0.0007335274713113904","621","621","621","0.0012478375574573874","0.0012478375574573874","0.0012478375574573874","621","621","621","0.0008334827143698931","0.0008334827143698931","0.0008334827143698931","621","621","621","0.00120428460650146","0.00120428460650146","0.00120428460650146","517","517","517","0.0012368574971333146","0.0012368574971333146","0.0012368574971333146","621","621","621","0.0007580333040095866","0.0007580333040095866","0.0007580333040095866","621","621","621","0.0010301023721694946","0.0010301023721694946","0.0010301023721694946"
"103","522","522","522","0.0014691533287987113","0.0014691533287987113","0.0014691533287987113","627","627","627","0.0011373641900718212","0.0011373641900718212","0.0011373641900718212","627","627","627","0.001359131303615868","0.001359131303615868","0.001359131303615868","627","627","627","0.0011948506580665708","0.0011948506580665708","0.0011948506580665708","627","627","627","0.0011734873987734318","0.0011734873987734318","0.0011734873987734318","522","522","522","0.0016978345811367035","0.0016978345811367035","0.0016978345811367035","627","627","627","0.0009897592244669795","0.0009897592244669795","0.0009897592244669795","627","627","627","0.0007597949006594718","0.0007597949006594718","0.0007597949006594718"
"104","527","527","527","0.0013732542283833027","0.0013732542283833027","0.0013732542283833027","633","633","633","0.0007886841194704175","0.0007886841194704175","0.0007886841194704175","633","633","633","0.0011495965300127864","0.0011495965300127864","0.0011495965300127864","633","633","633","0.001143431174568832","0.001143431174568832","0.001143431174568832","633","633","633","0.0008182725869119167","0.0008182725869119167","0.0008182725869119167","527","527","527","0.0010794614208862185","0.0010794614208862185","0.0010794614208862185","633","633","633","0.0009339990792796016","0.0009339990792796016","0.0009339990792796016","633","633","633","0.0010032578138634562","0.0010032578138634562","0.0010032578138634562"
"105","532","532","532","0.000957680691499263","0.000957680691499263","0.000957680691499263","639","639","639","0.0009855824755504727","0.0009855824755504727","0.0009855824755504727","639","639","639","0.0010525144170969725","0.0010525144170969725","0.0010525144170969725","639","639","639","0.001088636927306652","0.001088636927306652","0.001088636927306652","639","639","639","0.0012413698714226484","0.0012413698714226484","0.0012413698714226484","532","532","532","0.0010189202148467302","0.0010189202148467302","0.0010189202148467302","639","639","639","0.0010292239021509886","0.0010292239021509886","0.0010292239021509886","639","639","639","0.0007632407359778881","0.0007632407359778881","0.0007632407359778881"
"106","537","537","537","0.0010365358320996165","0.0010365358320996165","0.0010365358320996165","645","645","645","0.0007318521966226399","0.0007318521966226399","0.0007318521966226399","645","645","645","0.0010095385368913412","0.0010095385368913412","0.0010095385368913412","645","645","645","0.0010356925195083022","0.0010356925195083022","0.0010356925195083022","645","645","645","0.0009337643859907985","0.0009337643859907985","0.0009337643859907985","537","537","537","0.0012155947042629123","0.0012155947042629123","0.0012155947042629123","645","645","645","0.000951169990003109","0.000951169990003109","0.000951169990003109","645","645","645","0.0007733908132649958","0.0007733908132649958","0.0007733908132649958"
"107","542","542","542","0.0010800592135637999","0.0010800592135637999","0.0010800592135637999","651","651","651","0.0010953124146908522","0.0010953124146908522","0.0010953124146908522","651","651","651","0.00109442591201514","0.00109442591201514","0.00109442591201514","651","651","651","0.001240137848071754","0.001240137848071754","0.001240137848071754","651","651","651","0.0009346577571704984","0.0009346577571704984","0.0009346577571704984","542","542","542","0.0009758251835592091","0.0009758251835592091","0.0009758251835592091","651","651","651","0.0007610250031575561","0.0007610250031575561","0.0007610250031575561","651","651","651","0.000983004691079259","0.000983004691079259","0.000983004691079259"
"108","547","547","547","0.0013616180513054132","0.0013616180513054132","0.0013616180513054132","657","657","657","0.0009396452805958688","0.0009396452805958688","0.0009396452805958688","657","657","657","0.00077007245272398","0.00077007245272398","0.00077007245272398","657","657","657","0.0010774240363389254","0.0010774240363389254","0.0010774240363389254","657","657","657","0.0011829161085188389","0.0011829161085188389","0.0011829161085188389","547","547","547","0.0011409956496208906","0.0011409956496208906","0.0011409956496208906","657","657","657","0.0008532466017641127","0.0008532466017641127","0.0008532466017641127","657","657","657","0.00098083121702075","0.00098083121702075","0.00098083121702075"
"109","552","552","552","0.0009110241662710905","0.0009110241662710905","0.0009110241662710905","663","663","663","0.000914260745048523","0.000914260745048523","0.000914260745048523","663","663","663","0.0007805218920111656","0.0007805218920111656","0.0007805218920111656","663","663","663","0.0011204204056411982","0.0011204204056411982","0.0011204204056411982","663","663","663","0.0008334273006767035","0.0008334273006767035","0.0008334273006767035","552","552","552","0.0011456954525783658","0.0011456954525783658","0.0011456954525783658","663","663","663","0.0009604342631064355","0.0009604342631064355","0.0009604342631064355","663","663","663","0.0012649064883589745","0.0012649064883589745","0.0012649064883589745"
"110","557","557","557","0.0009991106344386935","0.0009991106344386935","0.0009991106344386935","669","669","669","0.0011790894204750657","0.0011790894204750657","0.0011790894204750657","669","669","669","0.0010274640517309308","0.0010274640517309308","0.0010274640517309308","669","669","669","0.0013564273249357939","0.0013564273249357939","0.0013564273249357939","669","669","669","0.0011588906636461616","0.0011588906636461616","0.0011588906636461616","557","557","557","0.001017505070194602","0.001017505070194602","0.001017505070194602","669","669","669","0.0012969262897968292","0.0012969262897968292","0.0012969262897968292","669","669","669","0.0008140729041770101","0.0008140729041770101","0.0008140729041770101"
"111","562","562","562","0.0010536443442106247","0.0010536443442106247","0.0010536443442106247","675","675","675","0.00097959628328681","0.00097959628328681","0.00097959628328681","675","675","675","0.0007759265718050301","0.0007759265718050301","0.0007759265718050301","675","675","675","0.0012780731776729226","0.0012780731776729226","0.0012780731776729226","675","675","675","0.0008576592081226408","0.0008576592081226408","0.0008576592081226408","562","562","562","0.001368871540762484","0.001368871540762484","0.001368871540762484","675","675","675","0.0009450854850001633","0.0009450854850001633","0.0009450854850001633","675","675","675","0.0008906757575459778","0.0008906757575459778","0.0008906757575459778"
