"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_ekf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_ekf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_ekf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_ekf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_ekf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_ekf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_ekf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_ekf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX"
"79","402","402","402","0.0374658964574337","0.0374658964574337","0.0374658964574337","483","483","483","0.04409254342317581","0.04409254342317581","0.04409254342317581","483","483","483","0.042302992194890976","0.042302992194890976","0.042302992194890976","483","483","483","0.033338937908411026","0.033338937908411026","0.033338937908411026","483","483","483","0.019344409927725792","0.019344409927725792","0.019344409927725792","402","402","402","0.033541422337293625","0.033541422337293625","0.033541422337293625","483","483","483","0.0533478707075119","0.0533478707075119","0.0533478707075119","483","483","483","0.054742734879255295","0.054742734879255295","0.054742734879255295"
"80","407","407","407","0.023936981335282326","0.023936981335282326","0.023936981335282326","489","489","489","0.05658341199159622","0.05658341199159622","0.05658341199159622","489","489","489","0.044360823929309845","0.044360823929309845","0.044360823929309845","489","489","489","0.03652437776327133","0.03652437776327133","0.03652437776327133","489","489","489","0.042129721492528915","0.042129721492528915","0.042129721492528915","407","407","407","0.03608902543783188","0.03608902543783188","0.03608902543783188","489","489","489","0.048569049686193466","0.048569049686193466","0.048569049686193466","489","489","489","0.06910338252782822","0.06910338252782822","0.06910338252782822"
"81","412","412","412","0.04913921281695366","0.04913921281695366","0.04913921281695366","495","495","495","0.053337644785642624","0.053337644785642624","0.053337644785642624","495","495","495","0.0691889151930809","0.0691889151930809","0.0691889151930809","495","495","495","0.04615527018904686","0.04615527018904686","0.04615527018904686","495","495","495","0.04324193298816681","0.04324193298816681","0.04324193298816681","412","412","412","0.040372591465711594","0.040372591465711594","0.040372591465711594","495","495","495","0.06051630899310112","0.06051630899310112","0.06051630899310112","495","495","495","0.04668690264225006","0.04668690264225006","0.04668690264225006"
"82","417","417","417","0.05335010588169098","0.05335010588169098","0.05335010588169098","501","501","501","0.04846024513244629","0.04846024513244629","0.04846024513244629","501","501","501","0.051103439182043076","0.051103439182043076","0.051103439182043076","501","501","501","0.04620182886719704","0.04620182886719704","0.04620182886719704","501","501","501","0.04247324913740158","0.04247324913740158","0.04247324913740158","417","417","417","0.05373624339699745","0.05373624339699745","0.05373624339699745","501","501","501","0.05920962616801262","0.05920962616801262","0.05920962616801262","501","501","501","0.04425603896379471","0.04425603896379471","0.04425603896379471"
"83","422","422","422","0.04130350798368454","0.04130350798368454","0.04130350798368454","507","507","507","0.07345237582921982","0.07345237582921982","0.07345237582921982","507","507","507","0.0580240897834301","0.0580240897834301","0.0580240897834301","507","507","507","0.05855525657534599","0.05855525657534599","0.05855525657534599","507","507","507","0.05703279376029968","0.05703279376029968","0.05703279376029968","422","422","422","0.06599078327417374","0.06599078327417374","0.06599078327417374","507","507","507","0.060683343559503555","0.060683343559503555","0.060683343559503555","507","507","507","0.061828989535570145","0.061828989535570145","0.061828989535570145"
"84","427","427","427","0.04566274210810661","0.04566274210810661","0.04566274210810661","513","513","513","0.059006307274103165","0.059006307274103165","0.059006307274103165","513","513","513","0.05140228942036629","0.05140228942036629","0.05140228942036629","513","513","513","0.026415390893816948","0.026415390893816948","0.026415390893816948","513","513","513","0.03429128974676132","0.03429128974676132","0.03429128974676132","427","427","427","0.027197251096367836","0.027197251096367836","0.027197251096367836","513","513","513","0.04634678736329079","0.04634678736329079","0.04634678736329079","513","513","513","0.07351379096508026","0.07351379096508026","0.07351379096508026"
"85","432","432","432","0.04807760939002037","0.04807760939002037","0.04807760939002037","519","519","519","0.055658549070358276","0.055658549070358276","0.055658549070358276","519","519","519","0.04450410231947899","0.04450410231947899","0.04450410231947899","519","519","519","0.04832493141293526","0.04832493141293526","0.04832493141293526","519","519","519","0.04309143126010895","0.04309143126010895","0.04309143126010895","432","432","432","0.056715574115514755","0.056715574115514755","0.056715574115514755","519","519","519","0.07607025653123856","0.07607025653123856","0.07607025653123856","519","519","519","0.07539889961481094","0.07539889961481094","0.07539889961481094"
"86","437","437","437","0.055807504802942276","0.055807504802942276","0.055807504802942276","525","525","525","0.05801570415496826","0.05801570415496826","0.05801570415496826","525","525","525","0.045276641845703125","0.045276641845703125","0.045276641845703125","525","525","525","0.056447677314281464","0.056447677314281464","0.056447677314281464","525","525","525","0.06287304311990738","0.06287304311990738","0.06287304311990738","437","437","437","0.05201875418424606","0.05201875418424606","0.05201875418424606","525","525","525","0.053384002298116684","0.053384002298116684","0.053384002298116684","525","525","525","0.051859743893146515","0.051859743893146515","0.051859743893146515"
"87","442","442","442","0.05049401521682739","0.05049401521682739","0.05049401521682739","531","531","531","0.05240437015891075","0.05240437015891075","0.05240437015891075","531","531","531","0.07029690593481064","0.07029690593481064","0.07029690593481064","531","531","531","0.05004221946001053","0.05004221946001053","0.05004221946001053","531","531","531","0.03980298340320587","0.03980298340320587","0.03980298340320587","442","442","442","0.053952090442180634","0.053952090442180634","0.053952090442180634","531","531","531","0.0584433488547802","0.0584433488547802","0.0584433488547802","531","531","531","0.04107806086540222","0.04107806086540222","0.04107806086540222"
"88","447","447","447","0.06525659561157227","0.06525659561157227","0.06525659561157227","537","537","537","0.04482634365558624","0.04482634365558624","0.04482634365558624","537","537","537","0.04383540526032448","0.04383540526032448","0.04383540526032448","537","537","537","0.03556713089346886","0.03556713089346886","0.03556713089346886","537","537","537","0.05061831325292587","0.05061831325292587","0.05061831325292587","447","447","447","0.016983864828944206","0.016983864828944206","0.016983864828944206","537","537","537","0.039818186312913895","0.039818186312913895","0.039818186312913895","537","537","537","0.03716078773140907","0.03716078773140907","0.03716078773140907"
"89","452","452","452","0.047913260757923126","0.047913260757923126","0.047913260757923126","543","543","543","0.048660773783922195","0.048660773783922195","0.048660773783922195","543","543","543","0.06028210371732712","0.06028210371732712","0.06028210371732712","543","543","543","0.05875712260603905","0.05875712260603905","0.05875712260603905","543","543","543","0.03722478449344635","0.03722478449344635","0.03722478449344635","452","452","452","0.05098062381148338","0.05098062381148338","0.05098062381148338","543","543","543","0.06128310412168503","0.06128310412168503","0.06128310412168503","543","543","543","0.0678081139922142","0.0678081139922142","0.0678081139922142"
"90","457","457","457","0.04992353171110153","0.04992353171110153","0.04992353171110153","549","549","549","0.05579952150583267","0.05579952150583267","0.05579952150583267","549","549","549","0.06425625085830688","0.06425625085830688","0.06425625085830688","549","549","549","0.032794445753097534","0.032794445753097534","0.032794445753097534","549","549","549","0.06228736788034439","0.06228736788034439","0.06228736788034439","457","457","457","0.02741440385580063","0.02741440385580063","0.02741440385580063","549","549","549","0.06920478492975235","0.06920478492975235","0.06920478492975235","549","549","549","0.06343530863523483","0.06343530863523483","0.06343530863523483"
"91","462","462","462","0.04410499334335327","0.04410499334335327","0.04410499334335327","555","555","555","0.042391255497932434","0.042391255497932434","0.042391255497932434","555","555","555","0.030595868825912476","0.030595868825912476","0.030595868825912476","555","555","555","0.03669476509094238","0.03669476509094238","0.03669476509094238","555","555","555","0.03299850970506668","0.03299850970506668","0.03299850970506668","462","462","462","0.05661527439951897","0.05661527439951897","0.05661527439951897","555","555","555","0.05259253829717636","0.05259253829717636","0.05259253829717636","555","555","555","0.07130873948335648","0.07130873948335648","0.07130873948335648"
"92","467","467","467","0.05437049642205238","0.05437049642205238","0.05437049642205238","561","561","561","0.04618275165557861","0.04618275165557861","0.04618275165557861","561","561","561","0.04905662313103676","0.04905662313103676","0.04905662313103676","561","561","561","0.049710892140865326","0.049710892140865326","0.049710892140865326","561","561","561","0.06073048338294029","0.06073048338294029","0.06073048338294029","467","467","467","0.06728184223175049","0.06728184223175049","0.06728184223175049","561","561","561","0.034423258155584335","0.034423258155584335","0.034423258155584335","561","561","561","0.05840633437037468","0.05840633437037468","0.05840633437037468"
"93","472","472","472","0.06403476744890213","0.06403476744890213","0.06403476744890213","567","567","567","0.04949010908603668","0.04949010908603668","0.04949010908603668","567","567","567","0.04615042731165886","0.04615042731165886","0.04615042731165886","567","567","567","0.053169600665569305","0.053169600665569305","0.053169600665569305","567","567","567","0.051110219210386276","0.051110219210386276","0.051110219210386276","472","472","472","0.045190054923295975","0.045190054923295975","0.045190054923295975","567","567","567","0.048197466880083084","0.048197466880083084","0.048197466880083084","567","567","567","0.05071651190519333","0.05071651190519333","0.05071651190519333"
"94","477","477","477","0.05436050146818161","0.05436050146818161","0.05436050146818161","573","573","573","0.04986116290092468","0.04986116290092468","0.04986116290092468","573","573","573","0.056040067225694656","0.056040067225694656","0.056040067225694656","573","573","573","0.03421897441148758","0.03421897441148758","0.03421897441148758","573","573","573","0.02712222933769226","0.02712222933769226","0.02712222933769226","477","477","477","0.03601613640785217","0.03601613640785217","0.03601613640785217","573","573","573","0.047621384263038635","0.047621384263038635","0.047621384263038635","573","573","573","0.033602967858314514","0.033602967858314514","0.033602967858314514"
"95","482","482","482","0.05552591383457184","0.05552591383457184","0.05552591383457184","579","579","579","0.038809213787317276","0.038809213787317276","0.038809213787317276","579","579","579","0.032675184309482574","0.032675184309482574","0.032675184309482574","579","579","579","0.05586344003677368","0.05586344003677368","0.05586344003677368","579","579","579","0.02890746481716633","0.02890746481716633","0.02890746481716633","482","482","482","0.04431166499853134","0.04431166499853134","0.04431166499853134","579","579","579","0.05001028999686241","0.05001028999686241","0.05001028999686241","579","579","579","0.05037789046764374","0.05037789046764374","0.05037789046764374"
"96","487","487","487","0.04028430953621864","0.04028430953621864","0.04028430953621864","585","585","585","0.03716053441166878","0.03716053441166878","0.03716053441166878","585","585","585","0.058608606457710266","0.058608606457710266","0.058608606457710266","585","585","585","0.03304378315806389","0.03304378315806389","0.03304378315806389","585","585","585","0.04446282237768173","0.04446282237768173","0.04446282237768173","487","487","487","0.038884542882442474","0.038884542882442474","0.038884542882442474","585","585","585","0.04303331673145294","0.04303331673145294","0.04303331673145294","585","585","585","0.05507154390215874","0.05507154390215874","0.05507154390215874"
"97","492","492","492","0.05852644890546799","0.05852644890546799","0.05852644890546799","591","591","591","0.054150428622961044","0.054150428622961044","0.054150428622961044","591","591","591","0.055362723767757416","0.055362723767757416","0.055362723767757416","591","591","591","0.047092217952013016","0.047092217952013016","0.047092217952013016","591","591","591","0.04631757736206055","0.04631757736206055","0.04631757736206055","492","492","492","0.036927513778209686","0.036927513778209686","0.036927513778209686","591","591","591","0.05053413286805153","0.05053413286805153","0.05053413286805153","591","591","591","0.06241385266184807","0.06241385266184807","0.06241385266184807"
"98","497","497","497","0.04334620013833046","0.04334620013833046","0.04334620013833046","597","597","597","0.06624962389469147","0.06624962389469147","0.06624962389469147","597","597","597","0.062160272151231766","0.062160272151231766","0.062160272151231766","597","597","597","0.05288033187389374","0.05288033187389374","0.05288033187389374","597","597","597","0.03829628974199295","0.03829628974199295","0.03829628974199295","497","497","497","0.04200972989201546","0.04200972989201546","0.04200972989201546","597","597","597","0.03707099333405495","0.03707099333405495","0.03707099333405495","597","597","597","0.047375574707984924","0.047375574707984924","0.047375574707984924"
"99","502","502","502","0.062483999878168106","0.062483999878168106","0.062483999878168106","603","603","603","0.06596474349498749","0.06596474349498749","0.06596474349498749","603","603","603","0.050808411091566086","0.050808411091566086","0.050808411091566086","603","603","603","0.052971143275499344","0.052971143275499344","0.052971143275499344","603","603","603","0.07488098740577698","0.07488098740577698","0.07488098740577698","502","502","502","0.07616222649812698","0.07616222649812698","0.07616222649812698","603","603","603","0.05356217175722122","0.05356217175722122","0.05356217175722122","603","603","603","0.07825586199760437","0.07825586199760437","0.07825586199760437"
"100","507","507","507","0.040840305387973785","0.040840305387973785","0.040840305387973785","609","609","609","0.048402734100818634","0.048402734100818634","0.048402734100818634","609","609","609","0.06306147575378418","0.06306147575378418","0.06306147575378418","609","609","609","0.06394556164741516","0.06394556164741516","0.06394556164741516","609","609","609","0.04571690037846565","0.04571690037846565","0.04571690037846565","507","507","507","0.032288480550050735","0.032288480550050735","0.032288480550050735","609","609","609","0.07639871537685394","0.07639871537685394","0.07639871537685394","609","609","609","0.0457669161260128","0.0457669161260128","0.0457669161260128"
"101","512","512","512","0.05146365612745285","0.05146365612745285","0.05146365612745285","615","615","615","0.06983807682991028","0.06983807682991028","0.06983807682991028","615","615","615","0.03875847905874252","0.03875847905874252","0.03875847905874252","615","615","615","0.05934162810444832","0.05934162810444832","0.05934162810444832","615","615","615","0.06185128912329674","0.06185128912329674","0.06185128912329674","512","512","512","0.04478639364242554","0.04478639364242554","0.04478639364242554","615","615","615","0.06006646528840065","0.06006646528840065","0.06006646528840065","615","615","615","0.06697443872690201","0.06697443872690201","0.06697443872690201"
"102","517","517","517","0.012283955700695515","0.012283955700695515","0.012283955700695515","621","621","621","0.040429141372442245","0.040429141372442245","0.040429141372442245","621","621","621","0.05482224375009537","0.05482224375009537","0.05482224375009537","621","621","621","0.03479506075382233","0.03479506075382233","0.03479506075382233","621","621","621","0.05437631532549858","0.05437631532549858","0.05437631532549858","517","517","517","0.05207457393407822","0.05207457393407822","0.05207457393407822","621","621","621","0.033336091786623","0.033336091786623","0.033336091786623","621","621","621","0.05068644508719444","0.05068644508719444","0.05068644508719444"
"103","522","522","522","0.054459065198898315","0.054459065198898315","0.054459065198898315","627","627","627","0.057517342269420624","0.057517342269420624","0.057517342269420624","627","627","627","0.05208751559257507","0.05208751559257507","0.05208751559257507","627","627","627","0.06416245549917221","0.06416245549917221","0.06416245549917221","627","627","627","0.06883217394351959","0.06883217394351959","0.06883217394351959","522","522","522","0.041165903210639954","0.041165903210639954","0.041165903210639954","627","627","627","0.05422358959913254","0.05422358959913254","0.05422358959913254","627","627","627","0.06767633557319641","0.06767633557319641","0.06767633557319641"
"104","527","527","527","0.038958095014095306","0.038958095014095306","0.038958095014095306","633","633","633","0.059139590710401535","0.059139590710401535","0.059139590710401535","633","633","633","0.047104258090257645","0.047104258090257645","0.047104258090257645","633","633","633","0.0515841506421566","0.0515841506421566","0.0515841506421566","633","633","633","0.06615298241376877","0.06615298241376877","0.06615298241376877","527","527","527","0.0468553826212883","0.0468553826212883","0.0468553826212883","633","633","633","0.04114227741956711","0.04114227741956711","0.04114227741956711","633","633","633","0.03627116233110428","0.03627116233110428","0.03627116233110428"
"105","532","532","532","0.03343594819307327","0.03343594819307327","0.03343594819307327","639","639","639","0.04956601932644844","0.04956601932644844","0.04956601932644844","639","639","639","0.04635481908917427","0.04635481908917427","0.04635481908917427","639","639","639","0.04334595426917076","0.04334595426917076","0.04334595426917076","639","639","639","0.050686273723840714","0.050686273723840714","0.050686273723840714","532","532","532","0.038519058376550674","0.038519058376550674","0.038519058376550674","639","639","639","0.042826227843761444","0.042826227843761444","0.042826227843761444","639","639","639","0.024843139573931694","0.024843139573931694","0.024843139573931694"
"106","537","537","537","0.0500076487660408","0.0500076487660408","0.0500076487660408","645","645","645","0.050095394253730774","0.050095394253730774","0.050095394253730774","645","645","645","0.04186221584677696","0.04186221584677696","0.04186221584677696","645","645","645","0.038317788392305374","0.038317788392305374","0.038317788392305374","645","645","645","0.03364728018641472","0.03364728018641472","0.03364728018641472","537","537","537","0.03677692636847496","0.03677692636847496","0.03677692636847496","645","645","645","0.034573521465063095","0.034573521465063095","0.034573521465063095","645","645","645","0.03074018657207489","0.03074018657207489","0.03074018657207489"
"107","542","542","542","0.050714243203401566","0.050714243203401566","0.050714243203401566","651","651","651","0.0644567459821701","0.0644567459821701","0.0644567459821701","651","651","651","0.045059241354465485","0.045059241354465485","0.045059241354465485","651","651","651","0.050922706723213196","0.050922706723213196","0.050922706723213196","651","651","651","0.03978521004319191","0.03978521004319191","0.03978521004319191","542","542","542","0.04153976961970329","0.04153976961970329","0.04153976961970329","651","651","651","0.03768373280763626","0.03768373280763626","0.03768373280763626","651","651","651","0.059350185096263885","0.059350185096263885","0.059350185096263885"
"108","547","547","547","0.05994165688753128","0.05994165688753128","0.05994165688753128","657","657","657","0.06486575305461884","0.06486575305461884","0.06486575305461884","657","657","657","0.032371699810028076","0.032371699810028076","0.032371699810028076","657","657","657","0.04345454275608063","0.04345454275608063","0.04345454275608063","657","657","657","0.05957457423210144","0.05957457423210144","0.05957457423210144","547","547","547","0.06345552951097488","0.06345552951097488","0.06345552951097488","657","657","657","0.06814775615930557","0.06814775615930557","0.06814775615930557","657","657","657","0.04351435601711273","0.04351435601711273","0.04351435601711273"
"109","552","552","552","0.06346966326236725","0.06346966326236725","0.06346966326236725","663","663","663","0.07799133658409119","0.07799133658409119","0.07799133658409119","663","663","663","0.04069434106349945","0.04069434106349945","0.04069434106349945","663","663","663","0.05162215977907181","0.05162215977907181","0.05162215977907181","663","663","663","0.04397525638341904","0.04397525638341904","0.04397525638341904","552","552","552","0.04912203550338745","0.04912203550338745","0.04912203550338745","663","663","663","0.06177753955125809","0.06177753955125809","0.06177753955125809","663","663","663","0.050416383892297745","0.050416383892297745","0.050416383892297745"
"110","557","557","557","0.04597204178571701","0.04597204178571701","0.04597204178571701","669","669","669","0.0527951642870903","0.0527951642870903","0.0527951642870903","669","669","669","0.0595080740749836","0.0595080740749836","0.0595080740749836","669","669","669","0.03269822150468826","0.03269822150468826","0.03269822150468826","669","669","669","0.03553690388798714","0.03553690388798714","0.03553690388798714","557","557","557","0.06141247600317001","0.06141247600317001","0.06141247600317001","669","669","669","0.04487578198313713","0.04487578198313713","0.04487578198313713","669","669","669","0.04171024262905121","0.04171024262905121","0.04171024262905121"
"111","562","562","562","0.04899968206882477","0.04899968206882477","0.04899968206882477","675","675","675","0.051134731620550156","0.051134731620550156","0.051134731620550156","675","675","675","0.038361720740795135","0.038361720740795135","0.038361720740795135","675","675","675","0.026403121650218964","0.026403121650218964","0.026403121650218964","675","675","675","0.042781390249729156","0.042781390249729156","0.042781390249729156","562","562","562","0.04126196354627609","0.04126196354627609","0.04126196354627609","675","675","675","0.04549887031316757","0.04549887031316757","0.04549887031316757","675","675","675","0.05813136324286461","0.05813136324286461","0.05813136324286461"
"112","567","567","567","0.0417320616543293","0.0417320616543293","0.0417320616543293","681","681","681","0.04443493112921715","0.04443493112921715","0.04443493112921715","681","681","681","0.026634858921170235","0.026634858921170235","0.026634858921170235","681","681","681","0.044449735432863235","0.044449735432863235","0.044449735432863235","681","681","681","0.04279574006795883","0.04279574006795883","0.04279574006795883","567","567","567","0.034803520888090134","0.034803520888090134","0.034803520888090134","681","681","681","0.06570898741483688","0.06570898741483688","0.06570898741483688","681","681","681","0.04107752814888954","0.04107752814888954","0.04107752814888954"
"113","572","572","572","0.05624489486217499","0.05624489486217499","0.05624489486217499","687","687","687","0.038292571902275085","0.038292571902275085","0.038292571902275085","687","687","687","0.059952329844236374","0.059952329844236374","0.059952329844236374","687","687","687","0.05650794878602028","0.05650794878602028","0.05650794878602028","687","687","687","0.05769774690270424","0.05769774690270424","0.05769774690270424","572","572","572","0.06703761219978333","0.06703761219978333","0.06703761219978333","687","687","687","0.06437158584594727","0.06437158584594727","0.06437158584594727","687","687","687","0.05481532961130142","0.05481532961130142","0.05481532961130142"
"114","577","577","577","0.03775767236948013","0.03775767236948013","0.03775767236948013","693","693","693","0.05169958993792534","0.05169958993792534","0.05169958993792534","693","693","693","0.061581213027238846","0.061581213027238846","0.061581213027238846","693","693","693","0.0532074011862278","0.0532074011862278","0.0532074011862278","693","693","693","0.0561315082013607","0.0561315082013607","0.0561315082013607","577","577","577","0.05152110755443573","0.05152110755443573","0.05152110755443573","693","693","693","0.05719704553484917","0.05719704553484917","0.05719704553484917","693","693","693","0.046115368604660034","0.046115368604660034","0.046115368604660034"
"115","582","582","582","0.05278914421796799","0.05278914421796799","0.05278914421796799","699","699","699","0.05465344712138176","0.05465344712138176","0.05465344712138176","699","699","699","0.052645910531282425","0.052645910531282425","0.052645910531282425","699","699","699","0.024497639387845993","0.024497639387845993","0.024497639387845993","699","699","699","0.04816393181681633","0.04816393181681633","0.04816393181681633","582","582","582","0.04726434126496315","0.04726434126496315","0.04726434126496315","699","699","699","0.053010571748018265","0.053010571748018265","0.053010571748018265","699","699","699","0.053824588656425476","0.053824588656425476","0.053824588656425476"
"116","587","587","587","0.04535602405667305","0.04535602405667305","0.04535602405667305","705","705","705","0.0435139536857605","0.0435139536857605","0.0435139536857605","705","705","705","0.04089407995343208","0.04089407995343208","0.04089407995343208","705","705","705","0.04167056828737259","0.04167056828737259","0.04167056828737259","705","705","705","0.05306272208690643","0.05306272208690643","0.05306272208690643","587","587","587","0.051028210669755936","0.051028210669755936","0.051028210669755936","705","705","705","0.04550870880484581","0.04550870880484581","0.04550870880484581","705","705","705","0.05449517071247101","0.05449517071247101","0.05449517071247101"
"117","592","592","592","0.06010626628994942","0.06010626628994942","0.06010626628994942","711","711","711","0.036510419100522995","0.036510419100522995","0.036510419100522995","711","711","711","0.060750506818294525","0.060750506818294525","0.060750506818294525","711","711","711","0.05086919292807579","0.05086919292807579","0.05086919292807579","711","711","711","0.046649131923913956","0.046649131923913956","0.046649131923913956","592","592","592","0.06917288899421692","0.06917288899421692","0.06917288899421692","711","711","711","0.05366608873009682","0.05366608873009682","0.05366608873009682","711","711","711","0.0651274248957634","0.0651274248957634","0.0651274248957634"
"118","597","597","597","0.043514933437108994","0.043514933437108994","0.043514933437108994","717","717","717","0.06131276115775108","0.06131276115775108","0.06131276115775108","717","717","717","0.04228120669722557","0.04228120669722557","0.04228120669722557","717","717","717","0.030180467292666435","0.030180467292666435","0.030180467292666435","717","717","717","0.054088130593299866","0.054088130593299866","0.054088130593299866","597","597","597","0.04296983778476715","0.04296983778476715","0.04296983778476715","717","717","717","0.0556332990527153","0.0556332990527153","0.0556332990527153","717","717","717","0.0489448718726635","0.0489448718726635","0.0489448718726635"
"119","602","602","602","0.0604725256562233","0.0604725256562233","0.0604725256562233","723","723","723","0.049444131553173065","0.049444131553173065","0.049444131553173065","723","723","723","0.04359392076730728","0.04359392076730728","0.04359392076730728","723","723","723","0.0478103831410408","0.0478103831410408","0.0478103831410408","723","723","723","0.06050802022218704","0.06050802022218704","0.06050802022218704","602","602","602","0.05197317153215408","0.05197317153215408","0.05197317153215408","723","723","723","0.0731763243675232","0.0731763243675232","0.0731763243675232","723","723","723","0.05503057688474655","0.05503057688474655","0.05503057688474655"
"120","607","607","607","0.04627751186490059","0.04627751186490059","0.04627751186490059","729","729","729","0.06725515425205231","0.06725515425205231","0.06725515425205231","729","729","729","0.06071709468960762","0.06071709468960762","0.06071709468960762","729","729","729","0.029915587976574898","0.029915587976574898","0.029915587976574898","729","729","729","0.022595591843128204","0.022595591843128204","0.022595591843128204","607","607","607","0.05164947360754013","0.05164947360754013","0.05164947360754013","729","729","729","0.061777371913194656","0.061777371913194656","0.061777371913194656","729","729","729","0.06675732880830765","0.06675732880830765","0.06675732880830765"
"121","612","612","612","0.06208324804902077","0.06208324804902077","0.06208324804902077","735","735","735","0.05780264362692833","0.05780264362692833","0.05780264362692833","735","735","735","0.03388696163892746","0.03388696163892746","0.03388696163892746","735","735","735","0.05259241163730621","0.05259241163730621","0.05259241163730621","735","735","735","0.03903136029839516","0.03903136029839516","0.03903136029839516","612","612","612","0.03840639814734459","0.03840639814734459","0.03840639814734459","735","735","735","0.050977230072021484","0.050977230072021484","0.050977230072021484","735","735","735","0.05892959609627724","0.05892959609627724","0.05892959609627724"
"122","617","617","617","0.041293010115623474","0.041293010115623474","0.041293010115623474","741","741","741","0.03212261572480202","0.03212261572480202","0.03212261572480202","741","741","741","0.05233824625611305","0.05233824625611305","0.05233824625611305","741","741","741","0.05206413194537163","0.05206413194537163","0.05206413194537163","741","741","741","0.03736114501953125","0.03736114501953125","0.03736114501953125","617","617","617","0.046382028609514236","0.046382028609514236","0.046382028609514236","741","741","741","0.0502171590924263","0.0502171590924263","0.0502171590924263","741","741","741","0.052767179906368256","0.052767179906368256","0.052767179906368256"
