"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss__MAX"
"128","646","646","646","0.0011142583098262548","0.0011142583098262548","0.0011142583098262548","775","775","775","0.0014843478566035628","0.0014843478566035628","0.0014843478566035628","775","775","775","0.0013973560417070985","0.0013973560417070985","0.0013973560417070985","775","775","775","0.001302323304116726","0.001302323304116726","0.001302323304116726","775","775","775","0.0011328216642141342","0.0011328216642141342","0.0011328216642141342","646","646","646","0.0009923637844622135","0.0009923637844622135","0.0009923637844622135","775","775","775","0.0013964150566607714","0.0013964150566607714","0.0013964150566607714","775","775","775","0.0012340896064415574","0.0012340896064415574","0.0012340896064415574"
"129","651","651","651","0.0011734238360077143","0.0011734238360077143","0.0011734238360077143","781","781","781","0.0009295500349253416","0.0009295500349253416","0.0009295500349253416","781","781","781","0.0010686303721740842","0.0010686303721740842","0.0010686303721740842","781","781","781","0.0014931481564417481","0.0014931481564417481","0.0014931481564417481","781","781","781","0.001087845885194838","0.001087845885194838","0.001087845885194838","651","651","651","0.0008120140410028398","0.0008120140410028398","0.0008120140410028398","781","781","781","0.0007566649583168328","0.0007566649583168328","0.0007566649583168328","781","781","781","0.0013475457672029734","0.0013475457672029734","0.0013475457672029734"
"130","656","656","656","0.0013518668711185455","0.0013518668711185455","0.0013518668711185455","787","787","787","0.0008990071364678442","0.0008990071364678442","0.0008990071364678442","787","787","787","0.00098427664488554","0.00098427664488554","0.00098427664488554","787","787","787","0.0011246951762586832","0.0011246951762586832","0.0011246951762586832","787","787","787","0.0012716929195448756","0.0012716929195448756","0.0012716929195448756","656","656","656","0.0014503231504932046","0.0014503231504932046","0.0014503231504932046","787","787","787","0.0013311818474903703","0.0013311818474903703","0.0013311818474903703","787","787","787","0.0013069488340988755","0.0013069488340988755","0.0013069488340988755"
"131","661","661","661","0.0014424928231164813","0.0014424928231164813","0.0014424928231164813","793","793","793","0.0010262200376018882","0.0010262200376018882","0.0010262200376018882","793","793","793","0.0008231803076341748","0.0008231803076341748","0.0008231803076341748","793","793","793","0.0011547672329470515","0.0011547672329470515","0.0011547672329470515","793","793","793","0.00107434275560081","0.00107434275560081","0.00107434275560081","661","661","661","0.0008364009554497898","0.0008364009554497898","0.0008364009554497898","793","793","793","0.0011208547512069345","0.0011208547512069345","0.0011208547512069345","793","793","793","0.0010190384928137064","0.0010190384928137064","0.0010190384928137064"
"132","666","666","666","0.0012536754366010427","0.0012536754366010427","0.0012536754366010427","799","799","799","0.0006228372221812606","0.0006228372221812606","0.0006228372221812606","799","799","799","0.0009957030415534973","0.0009957030415534973","0.0009957030415534973","799","799","799","0.0012238872004672885","0.0012238872004672885","0.0012238872004672885","799","799","799","0.0013492637081071734","0.0013492637081071734","0.0013492637081071734","666","666","666","0.001388063421472907","0.001388063421472907","0.001388063421472907","799","799","799","0.0010960791260004044","0.0010960791260004044","0.0010960791260004044","799","799","799","0.000944439962040633","0.000944439962040633","0.000944439962040633"
"133","671","671","671","0.0011241937754675746","0.0011241937754675746","0.0011241937754675746","805","805","805","0.001398590742610395","0.001398590742610395","0.001398590742610395","805","805","805","0.0011061810655519366","0.0011061810655519366","0.0011061810655519366","805","805","805","0.0014575411332771182","0.0014575411332771182","0.0014575411332771182","805","805","805","0.0008048781310208142","0.0008048781310208142","0.0008048781310208142","671","671","671","0.001116276835091412","0.001116276835091412","0.001116276835091412","805","805","805","0.001394574879668653","0.001394574879668653","0.001394574879668653","805","805","805","0.0009752587648108602","0.0009752587648108602","0.0009752587648108602"
"134","676","676","676","0.0010377138387411833","0.0010377138387411833","0.0010377138387411833","811","811","811","0.0010992794996127486","0.0010992794996127486","0.0010992794996127486","811","811","811","0.0008283638162538409","0.0008283638162538409","0.0008283638162538409","811","811","811","0.0014952817000448704","0.0014952817000448704","0.0014952817000448704","811","811","811","0.0010542261879891157","0.0010542261879891157","0.0010542261879891157","676","676","676","0.0009490427910350263","0.0009490427910350263","0.0009490427910350263","811","811","811","0.0008730496047064662","0.0008730496047064662","0.0008730496047064662","811","811","811","0.0010343707399442792","0.0010343707399442792","0.0010343707399442792"
"135","681","681","681","0.0011034365743398666","0.0011034365743398666","0.0011034365743398666","817","817","817","0.0008281030459329486","0.0008281030459329486","0.0008281030459329486","817","817","817","0.0013811818789690733","0.0013811818789690733","0.0013811818789690733","817","817","817","0.0012549996608868241","0.0012549996608868241","0.0012549996608868241","817","817","817","0.0011456197826191783","0.0011456197826191783","0.0011456197826191783","681","681","681","0.0011625291081145406","0.0011625291081145406","0.0011625291081145406","817","817","817","0.0010138757061213255","0.0010138757061213255","0.0010138757061213255","817","817","817","0.0010043896036222577","0.0010043896036222577","0.0010043896036222577"
"136","686","686","686","0.0008940433035604656","0.0008940433035604656","0.0008940433035604656","823","823","823","0.0010604497510939837","0.0010604497510939837","0.0010604497510939837","823","823","823","0.0009900964796543121","0.0009900964796543121","0.0009900964796543121","823","823","823","0.00126604363322258","0.00126604363322258","0.00126604363322258","823","823","823","0.0009124322095885873","0.0009124322095885873","0.0009124322095885873","686","686","686","0.00102005316875875","0.00102005316875875","0.00102005316875875","823","823","823","0.0011121081188321114","0.0011121081188321114","0.0011121081188321114","823","823","823","0.0008923867717385292","0.0008923867717385292","0.0008923867717385292"
"137","691","691","691","0.0008635149570181966","0.0008635149570181966","0.0008635149570181966","829","829","829","0.0008826592238619924","0.0008826592238619924","0.0008826592238619924","829","829","829","0.0008673254051245749","0.0008673254051245749","0.0008673254051245749","829","829","829","0.000858951942063868","0.000858951942063868","0.000858951942063868","829","829","829","0.0009723754483275115","0.0009723754483275115","0.0009723754483275115","691","691","691","0.0010875960579141974","0.0010875960579141974","0.0010875960579141974","829","829","829","0.0008342950022779405","0.0008342950022779405","0.0008342950022779405","829","829","829","0.001096207881346345","0.001096207881346345","0.001096207881346345"
"138","696","696","696","0.0010038893669843674","0.0010038893669843674","0.0010038893669843674","835","835","835","0.0011636856943368912","0.0011636856943368912","0.0011636856943368912","835","835","835","0.001113888924010098","0.001113888924010098","0.001113888924010098","835","835","835","0.0012500646989792585","0.0012500646989792585","0.0012500646989792585","835","835","835","0.0008902178378775716","0.0008902178378775716","0.0008902178378775716","696","696","696","0.001060572685673833","0.001060572685673833","0.001060572685673833","835","835","835","0.0009878450073301792","0.0009878450073301792","0.0009878450073301792","835","835","835","0.001156974583864212","0.001156974583864212","0.001156974583864212"
"139","701","701","701","0.0015081195160746574","0.0015081195160746574","0.0015081195160746574","841","841","841","0.0011421170784160495","0.0011421170784160495","0.0011421170784160495","841","841","841","0.0014650997472926974","0.0014650997472926974","0.0014650997472926974","841","841","841","0.000862866931129247","0.000862866931129247","0.000862866931129247","841","841","841","0.0012015769025310874","0.0012015769025310874","0.0012015769025310874","701","701","701","0.0010585528798401356","0.0010585528798401356","0.0010585528798401356","841","841","841","0.0008962868014350533","0.0008962868014350533","0.0008962868014350533","841","841","841","0.0010222562123090029","0.0010222562123090029","0.0010222562123090029"
"140","706","706","706","0.000884963315911591","0.000884963315911591","0.000884963315911591","847","847","847","0.0010287234326824546","0.0010287234326824546","0.0010287234326824546","847","847","847","0.0009078937582671642","0.0009078937582671642","0.0009078937582671642","847","847","847","0.0011182629968971014","0.0011182629968971014","0.0011182629968971014","847","847","847","0.0009824021253734827","0.0009824021253734827","0.0009824021253734827","706","706","706","0.000985406688414514","0.000985406688414514","0.000985406688414514","847","847","847","0.0008472336921840906","0.0008472336921840906","0.0008472336921840906","847","847","847","0.0008426220738328993","0.0008426220738328993","0.0008426220738328993"
"141","711","711","711","0.0009643745725043118","0.0009643745725043118","0.0009643745725043118","853","853","853","0.0007499094353988767","0.0007499094353988767","0.0007499094353988767","853","853","853","0.0010545914992690086","0.0010545914992690086","0.0010545914992690086","853","853","853","0.0012171257985755801","0.0012171257985755801","0.0012171257985755801","853","853","853","0.0008759851334616542","0.0008759851334616542","0.0008759851334616542","711","711","711","0.0009510107338428497","0.0009510107338428497","0.0009510107338428497","853","853","853","0.0008805897086858749","0.0008805897086858749","0.0008805897086858749","853","853","853","0.0008258629241026938","0.0008258629241026938","0.0008258629241026938"
"142","716","716","716","0.001009550178423524","0.001009550178423524","0.001009550178423524","859","859","859","0.001142995897680521","0.001142995897680521","0.001142995897680521","859","859","859","0.0010681359563022852","0.0010681359563022852","0.0010681359563022852","859","859","859","0.0011869713198393583","0.0011869713198393583","0.0011869713198393583","859","859","859","0.000911715324036777","0.000911715324036777","0.000911715324036777","716","716","716","0.0010649340692907572","0.0010649340692907572","0.0010649340692907572","859","859","859","0.0007446305826306343","0.0007446305826306343","0.0007446305826306343","859","859","859","0.0010802574688568711","0.0010802574688568711","0.0010802574688568711"
"143","721","721","721","0.0014106190064921975","0.0014106190064921975","0.0014106190064921975","865","865","865","0.0006916546844877303","0.0006916546844877303","0.0006916546844877303","865","865","865","0.0008686359506100416","0.0008686359506100416","0.0008686359506100416","865","865","865","0.0013017886085435748","0.0013017886085435748","0.0013017886085435748","865","865","865","0.0008998989942483604","0.0008998989942483604","0.0008998989942483604","721","721","721","0.0008283700444735587","0.0008283700444735587","0.0008283700444735587","865","865","865","0.0009823815198615193","0.0009823815198615193","0.0009823815198615193","865","865","865","0.0009632717119529843","0.0009632717119529843","0.0009632717119529843"
"144","726","726","726","0.0012663269881159067","0.0012663269881159067","0.0012663269881159067","871","871","871","0.0009706185082904994","0.0009706185082904994","0.0009706185082904994","871","871","871","0.0008281595073640347","0.0008281595073640347","0.0008281595073640347","871","871","871","0.0012383104767650366","0.0012383104767650366","0.0012383104767650366","871","871","871","0.0006963142659515142","0.0006963142659515142","0.0006963142659515142","726","726","726","0.0015021187718957663","0.0015021187718957663","0.0015021187718957663","871","871","871","0.001116015948355198","0.001116015948355198","0.001116015948355198","871","871","871","0.0007517492631450295","0.0007517492631450295","0.0007517492631450295"
"145","731","731","731","0.0008141901344060898","0.0008141901344060898","0.0008141901344060898","877","877","877","0.0012333972845226526","0.0012333972845226526","0.0012333972845226526","877","877","877","0.0008985735476016998","0.0008985735476016998","0.0008985735476016998","877","877","877","0.0011254367418587208","0.0011254367418587208","0.0011254367418587208","877","877","877","0.0008150395588018","0.0008150395588018","0.0008150395588018","731","731","731","0.001100678462535143","0.001100678462535143","0.001100678462535143","877","877","877","0.0006935873534530401","0.0006935873534530401","0.0006935873534530401","877","877","877","0.0007406273507513106","0.0007406273507513106","0.0007406273507513106"
"146","736","736","736","0.0010967378038913012","0.0010967378038913012","0.0010967378038913012","883","883","883","0.0010892864083871245","0.0010892864083871245","0.0010892864083871245","883","883","883","0.0010147442808374763","0.0010147442808374763","0.0010147442808374763","883","883","883","0.0014489396708086133","0.0014489396708086133","0.0014489396708086133","883","883","883","0.0008197000715881586","0.0008197000715881586","0.0008197000715881586","736","736","736","0.0010341828456148505","0.0010341828456148505","0.0010341828456148505","883","883","883","0.0014458360383287072","0.0014458360383287072","0.0014458360383287072","883","883","883","0.0010713489027693868","0.0010713489027693868","0.0010713489027693868"
"147","741","741","741","0.0016364228213205934","0.0016364228213205934","0.0016364228213205934","889","889","889","0.0009121639304794371","0.0009121639304794371","0.0009121639304794371","889","889","889","0.0010760806035250425","0.0010760806035250425","0.0010760806035250425","889","889","889","0.0009768562158569694","0.0009768562158569694","0.0009768562158569694","889","889","889","0.0012475211406126618","0.0012475211406126618","0.0012475211406126618","741","741","741","0.0009904514299705625","0.0009904514299705625","0.0009904514299705625","889","889","889","0.0010978513164445758","0.0010978513164445758","0.0010978513164445758","889","889","889","0.0014110764022916555","0.0014110764022916555","0.0014110764022916555"
"148","746","746","746","0.001073932508006692","0.001073932508006692","0.001073932508006692","895","895","895","0.001237851451151073","0.001237851451151073","0.001237851451151073","895","895","895","0.000997530180029571","0.000997530180029571","0.000997530180029571","895","895","895","0.0012691729934886098","0.0012691729934886098","0.0012691729934886098","895","895","895","0.000980256125330925","0.000980256125330925","0.000980256125330925","746","746","746","0.0007787583745084703","0.0007787583745084703","0.0007787583745084703","895","895","895","0.0008753702859394252","0.0008753702859394252","0.0008753702859394252","895","895","895","0.0011821675579994917","0.0011821675579994917","0.0011821675579994917"
"149","751","751","751","0.0013533607125282288","0.0013533607125282288","0.0013533607125282288","901","901","901","0.001519641256891191","0.001519641256891191","0.001519641256891191","901","901","901","0.0014990100171416998","0.0014990100171416998","0.0014990100171416998","901","901","901","0.0016293255612254143","0.0016293255612254143","0.0016293255612254143","901","901","901","0.0014822453958913684","0.0014822453958913684","0.0014822453958913684","751","751","751","0.0008869166485965252","0.0008869166485965252","0.0008869166485965252","901","901","901","0.0010000568581745028","0.0010000568581745028","0.0010000568581745028","901","901","901","0.001555758179165423","0.001555758179165423","0.001555758179165423"
"150","756","756","756","0.0013160117669031024","0.0013160117669031024","0.0013160117669031024","907","907","907","0.0017237531719729304","0.0017237531719729304","0.0017237531719729304","907","907","907","0.0015677823685109615","0.0015677823685109615","0.0015677823685109615","907","907","907","0.0016197175718843937","0.0016197175718843937","0.0016197175718843937","907","907","907","0.0016055157175287604","0.0016055157175287604","0.0016055157175287604","756","756","756","0.001395715749822557","0.001395715749822557","0.001395715749822557","907","907","907","0.0016338812420144677","0.0016338812420144677","0.0016338812420144677","907","907","907","0.00161251169629395","0.00161251169629395","0.00161251169629395"
"151","761","761","761","0.0010668649338185787","0.0010668649338185787","0.0010668649338185787","913","913","913","0.0014458533842116594","0.0014458533842116594","0.0014458533842116594","913","913","913","0.0012433057418093085","0.0012433057418093085","0.0012433057418093085","913","913","913","0.0017526245210319757","0.0017526245210319757","0.0017526245210319757","913","913","913","0.001348314806818962","0.001348314806818962","0.001348314806818962","761","761","761","0.0012149354442954063","0.0012149354442954063","0.0012149354442954063","913","913","913","0.001273943460546434","0.001273943460546434","0.001273943460546434","913","913","913","0.002369227120652795","0.002369227120652795","0.002369227120652795"
"152","766","766","766","0.0010580291273072362","0.0010580291273072362","0.0010580291273072362","919","919","919","0.0016365665942430496","0.0016365665942430496","0.0016365665942430496","919","919","919","0.0015346944564953446","0.0015346944564953446","0.0015346944564953446","919","919","919","0.0016242172569036484","0.0016242172569036484","0.0016242172569036484","919","919","919","0.0010463740909472108","0.0010463740909472108","0.0010463740909472108","766","766","766","0.0011942368000745773","0.0011942368000745773","0.0011942368000745773","919","919","919","0.0022053993307054043","0.0022053993307054043","0.0022053993307054043","919","919","919","0.0012317132204771042","0.0012317132204771042","0.0012317132204771042"
"153","771","771","771","0.0014936979860067368","0.0014936979860067368","0.0014936979860067368","925","925","925","0.001274625537917018","0.001274625537917018","0.001274625537917018","925","925","925","0.0008618264691904187","0.0008618264691904187","0.0008618264691904187","925","925","925","0.0013744469033554196","0.0013744469033554196","0.0013744469033554196","925","925","925","0.0017395485192537308","0.0017395485192537308","0.0017395485192537308","771","771","771","0.0009026112966239452","0.0009026112966239452","0.0009026112966239452","925","925","925","0.001463442575186491","0.001463442575186491","0.001463442575186491","925","925","925","0.0013600426027551293","0.0013600426027551293","0.0013600426027551293"
"154","776","776","776","0.00191442237701267","0.00191442237701267","0.00191442237701267","931","931","931","0.0012889121426269412","0.0012889121426269412","0.0012889121426269412","931","931","931","0.0014170017093420029","0.0014170017093420029","0.0014170017093420029","931","931","931","0.0012008500052616","0.0012008500052616","0.0012008500052616","931","931","931","0.0014678739244118333","0.0014678739244118333","0.0014678739244118333","776","776","776","0.001241530990228057","0.001241530990228057","0.001241530990228057","931","931","931","0.001660175621509552","0.001660175621509552","0.001660175621509552","931","931","931","0.001220561796799302","0.001220561796799302","0.001220561796799302"
"155","781","781","781","0.001696386025287211","0.001696386025287211","0.001696386025287211","937","937","937","0.0016766326734796166","0.0016766326734796166","0.0016766326734796166","937","937","937","0.0018567605875432491","0.0018567605875432491","0.0018567605875432491","937","937","937","0.0012133163399994373","0.0012133163399994373","0.0012133163399994373","937","937","937","0.0020836235489696264","0.0020836235489696264","0.0020836235489696264","781","781","781","0.0014443398686125875","0.0014443398686125875","0.0014443398686125875","937","937","937","0.0018453678349032998","0.0018453678349032998","0.0018453678349032998","937","937","937","0.0018456398975104094","0.0018456398975104094","0.0018456398975104094"
"156","786","786","786","0.0015835826052352786","0.0015835826052352786","0.0015835826052352786","943","943","943","0.0016670668264850974","0.0016670668264850974","0.0016670668264850974","943","943","943","0.0013277552789077163","0.0013277552789077163","0.0013277552789077163","943","943","943","0.001614751061424613","0.001614751061424613","0.001614751061424613","943","943","943","0.0011696656001731753","0.0011696656001731753","0.0011696656001731753","786","786","786","0.001116936793550849","0.001116936793550849","0.001116936793550849","943","943","943","0.0016025721561163664","0.0016025721561163664","0.0016025721561163664","943","943","943","0.0011268374510109425","0.0011268374510109425","0.0011268374510109425"
"157","791","791","791","0.0011303862556815147","0.0011303862556815147","0.0011303862556815147","949","949","949","0.001664073090068996","0.001664073090068996","0.001664073090068996","949","949","949","0.001222444698214531","0.001222444698214531","0.001222444698214531","949","949","949","0.0011121297720819712","0.0011121297720819712","0.0011121297720819712","949","949","949","0.0011931934859603643","0.0011931934859603643","0.0011931934859603643","791","791","791","0.0017265434144064784","0.0017265434144064784","0.0017265434144064784","949","949","949","0.0008502566488459706","0.0008502566488459706","0.0008502566488459706","949","949","949","0.00100700743496418","0.00100700743496418","0.00100700743496418"
"158","796","796","796","0.0013543867971748114","0.0013543867971748114","0.0013543867971748114","955","955","955","0.0013818335719406605","0.0013818335719406605","0.0013818335719406605","955","955","955","0.0010828454978764057","0.0010828454978764057","0.0010828454978764057","955","955","955","0.0013009828981012106","0.0013009828981012106","0.0013009828981012106","955","955","955","0.0011802794178947806","0.0011802794178947806","0.0011802794178947806","796","796","796","0.0014646347844973207","0.0014646347844973207","0.0014646347844973207","955","955","955","0.001385171664878726","0.001385171664878726","0.001385171664878726","955","955","955","0.0009034097893163562","0.0009034097893163562","0.0009034097893163562"
"159","801","801","801","0.0011392268352210522","0.0011392268352210522","0.0011392268352210522","961","961","961","0.0014075010549277067","0.0014075010549277067","0.0014075010549277067","961","961","961","0.001237826538272202","0.001237826538272202","0.001237826538272202","961","961","961","0.0013936790637671947","0.0013936790637671947","0.0013936790637671947","961","961","961","0.001754725119099021","0.001754725119099021","0.001754725119099021","801","801","801","0.0006798058748245239","0.0006798058748245239","0.0006798058748245239","961","961","961","0.0015302657848224044","0.0015302657848224044","0.0015302657848224044","961","961","961","0.0016035442240536213","0.0016035442240536213","0.0016035442240536213"
"160","806","806","806","0.0015240195207297802","0.0015240195207297802","0.0015240195207297802","967","967","967","0.001533475355245173","0.001533475355245173","0.001533475355245173","967","967","967","0.001191015006043017","0.001191015006043017","0.001191015006043017","967","967","967","0.0011036169016733766","0.0011036169016733766","0.0011036169016733766","967","967","967","0.002019763458520174","0.002019763458520174","0.002019763458520174","806","806","806","0.0013419237220659852","0.0013419237220659852","0.0013419237220659852","967","967","967","0.0014154312666505575","0.0014154312666505575","0.0014154312666505575","967","967","967","0.002032086718827486","0.002032086718827486","0.002032086718827486"
"161","811","811","811","0.001683561597019434","0.001683561597019434","0.001683561597019434","973","973","973","0.0019492045976221561","0.0019492045976221561","0.0019492045976221561","973","973","973","0.0019250502809882164","0.0019250502809882164","0.0019250502809882164","973","973","973","0.0012168739922344685","0.0012168739922344685","0.0012168739922344685","973","973","973","0.0019091321155428886","0.0019091321155428886","0.0019091321155428886","811","811","811","0.0018854894442483783","0.0018854894442483783","0.0018854894442483783","973","973","973","0.000832834979519248","0.000832834979519248","0.000832834979519248","973","973","973","0.0014739888720214367","0.0014739888720214367","0.0014739888720214367"
"162","816","816","816","0.0016226216685026884","0.0016226216685026884","0.0016226216685026884","979","979","979","0.0011672169202938676","0.0011672169202938676","0.0011672169202938676","979","979","979","0.0016073238803073764","0.0016073238803073764","0.0016073238803073764","979","979","979","0.001659326022490859","0.001659326022490859","0.001659326022490859","979","979","979","0.0016055008163675666","0.0016055008163675666","0.0016055008163675666","816","816","816","0.0014491407200694084","0.0014491407200694084","0.0014491407200694084","979","979","979","0.001404625945724547","0.001404625945724547","0.001404625945724547","979","979","979","0.001377183012664318","0.001377183012664318","0.001377183012664318"
"163","821","821","821","0.001741910120472312","0.001741910120472312","0.001741910120472312","985","985","985","0.001240854267962277","0.001240854267962277","0.001240854267962277","985","985","985","0.001873351284302771","0.001873351284302771","0.001873351284302771","985","985","985","0.0009585938532836735","0.0009585938532836735","0.0009585938532836735","985","985","985","0.0013752313097938895","0.0013752313097938895","0.0013752313097938895","821","821","821","0.001656989916227758","0.001656989916227758","0.001656989916227758","985","985","985","0.0012302326504141092","0.0012302326504141092","0.0012302326504141092","985","985","985","0.0016146294074133039","0.0016146294074133039","0.0016146294074133039"
"164","826","826","826","0.001307899598032236","0.001307899598032236","0.001307899598032236","991","991","991","0.0018835777882486582","0.0018835777882486582","0.0018835777882486582","991","991","991","0.0010868244571611285","0.0010868244571611285","0.0010868244571611285","991","991","991","0.0013975277543067932","0.0013975277543067932","0.0013975277543067932","991","991","991","0.0015506293857470155","0.0015506293857470155","0.0015506293857470155","826","826","826","0.001238384167663753","0.001238384167663753","0.001238384167663753","991","991","991","0.002012492623180151","0.002012492623180151","0.002012492623180151","991","991","991","0.0012672721641138196","0.0012672721641138196","0.0012672721641138196"
"165","831","831","831","0.0014249492669478059","0.0014249492669478059","0.0014249492669478059","997","997","997","0.001250377856194973","0.001250377856194973","0.001250377856194973","997","997","997","0.0020309535320848227","0.0020309535320848227","0.0020309535320848227","997","997","997","0.001577481278218329","0.001577481278218329","0.001577481278218329","997","997","997","0.0012394787045195699","0.0012394787045195699","0.0012394787045195699","831","831","831","0.0018004676094278693","0.0018004676094278693","0.0018004676094278693","997","997","997","0.0011966470628976822","0.0011966470628976822","0.0011966470628976822","997","997","997","0.0012413025833666325","0.0012413025833666325","0.0012413025833666325"
"166","836","836","836","0.0008460432291030884","0.0008460432291030884","0.0008460432291030884","1003","1003","1003","0.0012716336641460657","0.0012716336641460657","0.0012716336641460657","1003","1003","1003","0.0014224202604964375","0.0014224202604964375","0.0014224202604964375","1003","1003","1003","0.001486028078943491","0.001486028078943491","0.001486028078943491","1003","1003","1003","0.0014286792138591409","0.0014286792138591409","0.0014286792138591409","836","836","836","0.0010663238354027271","0.0010663238354027271","0.0010663238354027271","1003","1003","1003","0.0010051849531009793","0.0010051849531009793","0.0010051849531009793","1003","1003","1003","0.001133330981247127","0.001133330981247127","0.001133330981247127"
"167","841","841","841","0.0016601493116468191","0.0016601493116468191","0.0016601493116468191","1009","1009","1009","0.0010631743352860212","0.0010631743352860212","0.0010631743352860212","1009","1009","1009","0.0012263081735000014","0.0012263081735000014","0.0012263081735000014","1009","1009","1009","0.0017342936480417848","0.0017342936480417848","0.0017342936480417848","1009","1009","1009","0.0009503298788331449","0.0009503298788331449","0.0009503298788331449","841","841","841","0.001374798477627337","0.001374798477627337","0.001374798477627337","1009","1009","1009","0.0012415017699822783","0.0012415017699822783","0.0012415017699822783","1009","1009","1009","0.0011179704451933503","0.0011179704451933503","0.0011179704451933503"
"168","846","846","846","0.0013942676596343517","0.0013942676596343517","0.0013942676596343517","1015","1015","1015","0.0011954046785831451","0.0011954046785831451","0.0011954046785831451","1015","1015","1015","0.0017791572026908398","0.0017791572026908398","0.0017791572026908398","1015","1015","1015","0.0010435505537316203","0.0010435505537316203","0.0010435505537316203","1015","1015","1015","0.0016901112394407392","0.0016901112394407392","0.0016901112394407392","846","846","846","0.001600940595380962","0.001600940595380962","0.001600940595380962","1015","1015","1015","0.0017364771338179708","0.0017364771338179708","0.0017364771338179708","1015","1015","1015","0.0015513733960688114","0.0015513733960688114","0.0015513733960688114"
