"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu__MAX"
"117","591","591","591","0.040056951344013214","0.040056951344013214","0.040056951344013214","709","709","709","0.023916248232126236","0.023916248232126236","0.023916248232126236","709","709","709","0.04553794860839844","0.04553794860839844","0.04553794860839844","709","709","709","0.039477720856666565","0.039477720856666565","0.039477720856666565","709","709","709","0.03786907717585564","0.03786907717585564","0.03786907717585564","591","591","591","0.0486944243311882","0.0486944243311882","0.0486944243311882","709","709","709","0.04129040986299515","0.04129040986299515","0.04129040986299515","709","709","709","0.051552534103393555","0.051552534103393555","0.051552534103393555"
"118","596","596","596","0.02921278215944767","0.02921278215944767","0.02921278215944767","715","715","715","0.04670712351799011","0.04670712351799011","0.04670712351799011","715","715","715","0.030935300514101982","0.030935300514101982","0.030935300514101982","715","715","715","0.031230425462126732","0.031230425462126732","0.031230425462126732","715","715","715","0.03953852504491806","0.03953852504491806","0.03953852504491806","596","596","596","0.03276802599430084","0.03276802599430084","0.03276802599430084","715","715","715","0.04296053946018219","0.04296053946018219","0.04296053946018219","715","715","715","0.03526473790407181","0.03526473790407181","0.03526473790407181"
"119","601","601","601","0.043467119336128235","0.043467119336128235","0.043467119336128235","721","721","721","0.03636278212070465","0.03636278212070465","0.03636278212070465","721","721","721","0.028027910739183426","0.028027910739183426","0.028027910739183426","721","721","721","0.04201671481132507","0.04201671481132507","0.04201671481132507","721","721","721","0.044496841728687286","0.044496841728687286","0.044496841728687286","601","601","601","0.045935869216918945","0.045935869216918945","0.045935869216918945","721","721","721","0.06092740222811699","0.06092740222811699","0.06092740222811699","721","721","721","0.036114078015089035","0.036114078015089035","0.036114078015089035"
"120","606","606","606","0.026506755501031876","0.026506755501031876","0.026506755501031876","727","727","727","0.042006876319646835","0.042006876319646835","0.042006876319646835","727","727","727","0.039187658578157425","0.039187658578157425","0.039187658578157425","727","727","727","0.023643435910344124","0.023643435910344124","0.023643435910344124","727","727","727","0.01906067505478859","0.01906067505478859","0.01906067505478859","606","606","606","0.03735487535595894","0.03735487535595894","0.03735487535595894","727","727","727","0.03867914900183678","0.03867914900183678","0.03867914900183678","727","727","727","0.038646772503852844","0.038646772503852844","0.038646772503852844"
"121","611","611","611","0.03860531002283096","0.03860531002283096","0.03860531002283096","733","733","733","0.03886013105511665","0.03886013105511665","0.03886013105511665","733","733","733","0.02367568388581276","0.02367568388581276","0.02367568388581276","733","733","733","0.03876733034849167","0.03876733034849167","0.03876733034849167","733","733","733","0.03787248209118843","0.03787248209118843","0.03787248209118843","611","611","611","0.033406395465135574","0.033406395465135574","0.033406395465135574","733","733","733","0.03309817612171173","0.03309817612171173","0.03309817612171173","733","733","733","0.04100163280963898","0.04100163280963898","0.04100163280963898"
"122","616","616","616","0.037988509982824326","0.037988509982824326","0.037988509982824326","739","739","739","0.029304079711437225","0.029304079711437225","0.029304079711437225","739","739","739","0.05232090502977371","0.05232090502977371","0.05232090502977371","739","739","739","0.04395190626382828","0.04395190626382828","0.04395190626382828","739","739","739","0.03157079592347145","0.03157079592347145","0.03157079592347145","616","616","616","0.037453942000865936","0.037453942000865936","0.037453942000865936","739","739","739","0.04409448429942131","0.04409448429942131","0.04409448429942131","739","739","739","0.04971538111567497","0.04971538111567497","0.04971538111567497"
"123","621","621","621","0.04062703996896744","0.04062703996896744","0.04062703996896744","745","745","745","0.036000605672597885","0.036000605672597885","0.036000605672597885","745","745","745","0.04582776874303818","0.04582776874303818","0.04582776874303818","745","745","745","0.03661700338125229","0.03661700338125229","0.03661700338125229","745","745","745","0.04911217465996742","0.04911217465996742","0.04911217465996742","621","621","621","0.04683871939778328","0.04683871939778328","0.04683871939778328","745","745","745","0.028096050024032593","0.028096050024032593","0.028096050024032593","745","745","745","0.061311714351177216","0.061311714351177216","0.061311714351177216"
"124","626","626","626","0.04045978561043739","0.04045978561043739","0.04045978561043739","751","751","751","0.04206215590238571","0.04206215590238571","0.04206215590238571","751","751","751","0.04318913444876671","0.04318913444876671","0.04318913444876671","751","751","751","0.04527454450726509","0.04527454450726509","0.04527454450726509","751","751","751","0.03763560205698013","0.03763560205698013","0.03763560205698013","626","626","626","0.037385791540145874","0.037385791540145874","0.037385791540145874","751","751","751","0.029060950502753258","0.029060950502753258","0.029060950502753258","751","751","751","0.0423651821911335","0.0423651821911335","0.0423651821911335"
"125","631","631","631","0.04603719711303711","0.04603719711303711","0.04603719711303711","757","757","757","0.04719584807753563","0.04719584807753563","0.04719584807753563","757","757","757","0.042081717401742935","0.042081717401742935","0.042081717401742935","757","757","757","0.042219892144203186","0.042219892144203186","0.042219892144203186","757","757","757","0.034217920154333115","0.034217920154333115","0.034217920154333115","631","631","631","0.04793373867869377","0.04793373867869377","0.04793373867869377","757","757","757","0.043530676513910294","0.043530676513910294","0.043530676513910294","757","757","757","0.05824075639247894","0.05824075639247894","0.05824075639247894"
"126","636","636","636","0.040440864861011505","0.040440864861011505","0.040440864861011505","763","763","763","0.03975766897201538","0.03975766897201538","0.03975766897201538","763","763","763","0.04562322422862053","0.04562322422862053","0.04562322422862053","763","763","763","0.04193292185664177","0.04193292185664177","0.04193292185664177","763","763","763","0.03977765515446663","0.03977765515446663","0.03977765515446663","636","636","636","0.04404964670538902","0.04404964670538902","0.04404964670538902","763","763","763","0.037779249250888824","0.037779249250888824","0.037779249250888824","763","763","763","0.0490211583673954","0.0490211583673954","0.0490211583673954"
"127","641","641","641","0.036421358585357666","0.036421358585357666","0.036421358585357666","769","769","769","0.05270359292626381","0.05270359292626381","0.05270359292626381","769","769","769","0.04846934229135513","0.04846934229135513","0.04846934229135513","769","769","769","0.04391945153474808","0.04391945153474808","0.04391945153474808","769","769","769","0.04604966565966606","0.04604966565966606","0.04604966565966606","641","641","641","0.043344393372535706","0.043344393372535706","0.043344393372535706","769","769","769","0.03384684398770332","0.03384684398770332","0.03384684398770332","769","769","769","0.05556561425328255","0.05556561425328255","0.05556561425328255"
"128","646","646","646","0.04330825060606003","0.04330825060606003","0.04330825060606003","775","775","775","0.041533682495355606","0.041533682495355606","0.041533682495355606","775","775","775","0.028644070029258728","0.028644070029258728","0.028644070029258728","775","775","775","0.043652184307575226","0.043652184307575226","0.043652184307575226","775","775","775","0.043256036937236786","0.043256036937236786","0.043256036937236786","646","646","646","0.046503905206918716","0.046503905206918716","0.046503905206918716","775","775","775","0.03991676867008209","0.03991676867008209","0.03991676867008209","775","775","775","0.049324583262205124","0.049324583262205124","0.049324583262205124"
"129","651","651","651","0.038217924535274506","0.038217924535274506","0.038217924535274506","781","781","781","0.03011322021484375","0.03011322021484375","0.03011322021484375","781","781","781","0.06189148873090744","0.06189148873090744","0.06189148873090744","781","781","781","0.04132480546832085","0.04132480546832085","0.04132480546832085","781","781","781","0.035896193236112595","0.035896193236112595","0.035896193236112595","651","651","651","0.04410365968942642","0.04410365968942642","0.04410365968942642","781","781","781","0.03927415609359741","0.03927415609359741","0.03927415609359741","781","781","781","0.04226651042699814","0.04226651042699814","0.04226651042699814"
"130","656","656","656","0.023696230724453926","0.023696230724453926","0.023696230724453926","787","787","787","0.025492209941148758","0.025492209941148758","0.025492209941148758","787","787","787","0.04018448665738106","0.04018448665738106","0.04018448665738106","787","787","787","0.055107440799474716","0.055107440799474716","0.055107440799474716","787","787","787","0.05791498348116875","0.05791498348116875","0.05791498348116875","656","656","656","0.03464845195412636","0.03464845195412636","0.03464845195412636","787","787","787","0.03496256470680237","0.03496256470680237","0.03496256470680237","787","787","787","0.04478278011083603","0.04478278011083603","0.04478278011083603"
"131","661","661","661","0.04481297358870506","0.04481297358870506","0.04481297358870506","793","793","793","0.04053163900971413","0.04053163900971413","0.04053163900971413","793","793","793","0.04557191580533981","0.04557191580533981","0.04557191580533981","793","793","793","0.037895169109106064","0.037895169109106064","0.037895169109106064","793","793","793","0.03899717330932617","0.03899717330932617","0.03899717330932617","661","661","661","0.04057496786117554","0.04057496786117554","0.04057496786117554","793","793","793","0.026652196422219276","0.026652196422219276","0.026652196422219276","793","793","793","0.04548175260424614","0.04548175260424614","0.04548175260424614"
"132","666","666","666","0.036201126873493195","0.036201126873493195","0.036201126873493195","799","799","799","0.05109630525112152","0.05109630525112152","0.05109630525112152","799","799","799","0.024534309282898903","0.024534309282898903","0.024534309282898903","799","799","799","0.0457279235124588","0.0457279235124588","0.0457279235124588","799","799","799","0.03247912973165512","0.03247912973165512","0.03247912973165512","666","666","666","0.048436906188726425","0.048436906188726425","0.048436906188726425","799","799","799","0.05219276249408722","0.05219276249408722","0.05219276249408722","799","799","799","0.03512539342045784","0.03512539342045784","0.03512539342045784"
"133","671","671","671","0.04565272852778435","0.04565272852778435","0.04565272852778435","805","805","805","0.03768331557512283","0.03768331557512283","0.03768331557512283","805","805","805","0.032693445682525635","0.032693445682525635","0.032693445682525635","805","805","805","0.04235196113586426","0.04235196113586426","0.04235196113586426","805","805","805","0.049894385039806366","0.049894385039806366","0.049894385039806366","671","671","671","0.041226379573345184","0.041226379573345184","0.041226379573345184","805","805","805","0.03925465792417526","0.03925465792417526","0.03925465792417526","805","805","805","0.0472666434943676","0.0472666434943676","0.0472666434943676"
"134","676","676","676","0.03629329428076744","0.03629329428076744","0.03629329428076744","811","811","811","0.03820090368390083","0.03820090368390083","0.03820090368390083","811","811","811","0.054355982691049576","0.054355982691049576","0.054355982691049576","811","811","811","0.027746103703975677","0.027746103703975677","0.027746103703975677","811","811","811","0.024657124653458595","0.024657124653458595","0.024657124653458595","676","676","676","0.031064165756106377","0.031064165756106377","0.031064165756106377","811","811","811","0.06020737811923027","0.06020737811923027","0.06020737811923027","811","811","811","0.050777848809957504","0.050777848809957504","0.050777848809957504"
"135","681","681","681","0.049242231994867325","0.049242231994867325","0.049242231994867325","817","817","817","0.04362951219081879","0.04362951219081879","0.04362951219081879","817","817","817","0.037179507315158844","0.037179507315158844","0.037179507315158844","817","817","817","0.03783689811825752","0.03783689811825752","0.03783689811825752","817","817","817","0.039632827043533325","0.039632827043533325","0.039632827043533325","681","681","681","0.04088602960109711","0.04088602960109711","0.04088602960109711","817","817","817","0.027966178953647614","0.027966178953647614","0.027966178953647614","817","817","817","0.031064266338944435","0.031064266338944435","0.031064266338944435"
"136","686","686","686","0.04991349205374718","0.04991349205374718","0.04991349205374718","823","823","823","0.021759526804089546","0.021759526804089546","0.021759526804089546","823","823","823","0.03579004108905792","0.03579004108905792","0.03579004108905792","823","823","823","0.040521398186683655","0.040521398186683655","0.040521398186683655","823","823","823","0.03945484012365341","0.03945484012365341","0.03945484012365341","686","686","686","0.04279153794050217","0.04279153794050217","0.04279153794050217","823","823","823","0.04907430708408356","0.04907430708408356","0.04907430708408356","823","823","823","0.0446321964263916","0.0446321964263916","0.0446321964263916"
"137","691","691","691","0.044743798673152924","0.044743798673152924","0.044743798673152924","829","829","829","0.03416505083441734","0.03416505083441734","0.03416505083441734","829","829","829","0.03258109465241432","0.03258109465241432","0.03258109465241432","829","829","829","0.03252353146672249","0.03252353146672249","0.03252353146672249","829","829","829","0.0429290272295475","0.0429290272295475","0.0429290272295475","691","691","691","0.03071099892258644","0.03071099892258644","0.03071099892258644","829","829","829","0.03613721579313278","0.03613721579313278","0.03613721579313278","829","829","829","0.04895135760307312","0.04895135760307312","0.04895135760307312"
"138","696","696","696","0.0330163836479187","0.0330163836479187","0.0330163836479187","835","835","835","0.035507526248693466","0.035507526248693466","0.035507526248693466","835","835","835","0.04436235874891281","0.04436235874891281","0.04436235874891281","835","835","835","0.04500572755932808","0.04500572755932808","0.04500572755932808","835","835","835","0.05197660252451897","0.05197660252451897","0.05197660252451897","696","696","696","0.054393839091062546","0.054393839091062546","0.054393839091062546","835","835","835","0.034534718841314316","0.034534718841314316","0.034534718841314316","835","835","835","0.03364476189017296","0.03364476189017296","0.03364476189017296"
"139","701","701","701","0.037469446659088135","0.037469446659088135","0.037469446659088135","841","841","841","0.02925211749970913","0.02925211749970913","0.02925211749970913","841","841","841","0.051564447581768036","0.051564447581768036","0.051564447581768036","841","841","841","0.03274890035390854","0.03274890035390854","0.03274890035390854","841","841","841","0.02986489236354828","0.02986489236354828","0.02986489236354828","701","701","701","0.03730040416121483","0.03730040416121483","0.03730040416121483","841","841","841","0.03386294096708298","0.03386294096708298","0.03386294096708298","841","841","841","0.04867038130760193","0.04867038130760193","0.04867038130760193"
"140","706","706","706","0.027995046228170395","0.027995046228170395","0.027995046228170395","847","847","847","0.046089913696050644","0.046089913696050644","0.046089913696050644","847","847","847","0.038935862481594086","0.038935862481594086","0.038935862481594086","847","847","847","0.04655133932828903","0.04655133932828903","0.04655133932828903","847","847","847","0.03897390887141228","0.03897390887141228","0.03897390887141228","706","706","706","0.04721088334918022","0.04721088334918022","0.04721088334918022","847","847","847","0.03552936390042305","0.03552936390042305","0.03552936390042305","847","847","847","0.04272289201617241","0.04272289201617241","0.04272289201617241"
"141","711","711","711","0.03692623972892761","0.03692623972892761","0.03692623972892761","853","853","853","0.045832570642232895","0.045832570642232895","0.045832570642232895","853","853","853","0.044694703072309494","0.044694703072309494","0.044694703072309494","853","853","853","0.04699886217713356","0.04699886217713356","0.04699886217713356","853","853","853","0.04613926634192467","0.04613926634192467","0.04613926634192467","711","711","711","0.04309673234820366","0.04309673234820366","0.04309673234820366","853","853","853","0.027899954468011856","0.027899954468011856","0.027899954468011856","853","853","853","0.04219838231801987","0.04219838231801987","0.04219838231801987"
"142","716","716","716","0.053007230162620544","0.053007230162620544","0.053007230162620544","859","859","859","0.04718741774559021","0.04718741774559021","0.04718741774559021","859","859","859","0.03710465505719185","0.03710465505719185","0.03710465505719185","859","859","859","0.03627052530646324","0.03627052530646324","0.03627052530646324","859","859","859","0.03435022383928299","0.03435022383928299","0.03435022383928299","716","716","716","0.04552825912833214","0.04552825912833214","0.04552825912833214","859","859","859","0.02357223629951477","0.02357223629951477","0.02357223629951477","859","859","859","0.025396663695573807","0.025396663695573807","0.025396663695573807"
"143","721","721","721","0.0486125648021698","0.0486125648021698","0.0486125648021698","865","865","865","0.0433192253112793","0.0433192253112793","0.0433192253112793","865","865","865","0.03773742914199829","0.03773742914199829","0.03773742914199829","865","865","865","0.03181976079940796","0.03181976079940796","0.03181976079940796","865","865","865","0.0499042309820652","0.0499042309820652","0.0499042309820652","721","721","721","0.04035402089357376","0.04035402089357376","0.04035402089357376","865","865","865","0.03815999999642372","0.03815999999642372","0.03815999999642372","865","865","865","0.03258290886878967","0.03258290886878967","0.03258290886878967"
"144","726","726","726","0.025259029120206833","0.025259029120206833","0.025259029120206833","871","871","871","0.053160570561885834","0.053160570561885834","0.053160570561885834","871","871","871","0.043800096958875656","0.043800096958875656","0.043800096958875656","871","871","871","0.05060456320643425","0.05060456320643425","0.05060456320643425","871","871","871","0.06638526171445847","0.06638526171445847","0.06638526171445847","726","726","726","0.04535946622490883","0.04535946622490883","0.04535946622490883","871","871","871","0.04648396372795105","0.04648396372795105","0.04648396372795105","871","871","871","0.04310671612620354","0.04310671612620354","0.04310671612620354"
"145","731","731","731","0.02856391668319702","0.02856391668319702","0.02856391668319702","877","877","877","0.02248714305460453","0.02248714305460453","0.02248714305460453","877","877","877","0.035970889031887054","0.035970889031887054","0.035970889031887054","877","877","877","0.032668743282556534","0.032668743282556534","0.032668743282556534","877","877","877","0.03724098950624466","0.03724098950624466","0.03724098950624466","731","731","731","0.04464833065867424","0.04464833065867424","0.04464833065867424","877","877","877","0.04220199957489967","0.04220199957489967","0.04220199957489967","877","877","877","0.04327783361077309","0.04327783361077309","0.04327783361077309"
"146","736","736","736","0.0501927025616169","0.0501927025616169","0.0501927025616169","883","883","883","0.03285383805632591","0.03285383805632591","0.03285383805632591","883","883","883","0.0410132072865963","0.0410132072865963","0.0410132072865963","883","883","883","0.03785870224237442","0.03785870224237442","0.03785870224237442","883","883","883","0.053673796355724335","0.053673796355724335","0.053673796355724335","736","736","736","0.0373113676905632","0.0373113676905632","0.0373113676905632","883","883","883","0.03781536966562271","0.03781536966562271","0.03781536966562271","883","883","883","0.042409494519233704","0.042409494519233704","0.042409494519233704"
"147","741","741","741","0.03246879205107689","0.03246879205107689","0.03246879205107689","889","889","889","0.03937958553433418","0.03937958553433418","0.03937958553433418","889","889","889","0.029935361817479134","0.029935361817479134","0.029935361817479134","889","889","889","0.04962162300944328","0.04962162300944328","0.04962162300944328","889","889","889","0.03711964562535286","0.03711964562535286","0.03711964562535286","741","741","741","0.043470416218042374","0.043470416218042374","0.043470416218042374","889","889","889","0.041940584778785706","0.041940584778785706","0.041940584778785706","889","889","889","0.042354609817266464","0.042354609817266464","0.042354609817266464"
"148","746","746","746","0.02900204062461853","0.02900204062461853","0.02900204062461853","895","895","895","0.047928690910339355","0.047928690910339355","0.047928690910339355","895","895","895","0.048832815140485764","0.048832815140485764","0.048832815140485764","895","895","895","0.03513331711292267","0.03513331711292267","0.03513331711292267","895","895","895","0.054099805653095245","0.054099805653095245","0.054099805653095245","746","746","746","0.04358966648578644","0.04358966648578644","0.04358966648578644","895","895","895","0.03061089850962162","0.03061089850962162","0.03061089850962162","895","895","895","0.05229306221008301","0.05229306221008301","0.05229306221008301"
"149","751","751","751","0.05174752697348595","0.05174752697348595","0.05174752697348595","901","901","901","0.0808921605348587","0.0808921605348587","0.0808921605348587","901","901","901","0.09533141553401947","0.09533141553401947","0.09533141553401947","901","901","901","0.08582473546266556","0.08582473546266556","0.08582473546266556","901","901","901","0.07204310595989227","0.07204310595989227","0.07204310595989227","751","751","751","0.09711769968271255","0.09711769968271255","0.09711769968271255","901","901","901","0.07854662090539932","0.07854662090539932","0.07854662090539932","901","901","901","0.07117398828268051","0.07117398828268051","0.07117398828268051"
"150","756","756","756","0.05025352165102959","0.05025352165102959","0.05025352165102959","907","907","907","0.08634322136640549","0.08634322136640549","0.08634322136640549","907","907","907","0.07333876192569733","0.07333876192569733","0.07333876192569733","907","907","907","0.09722376614809036","0.09722376614809036","0.09722376614809036","907","907","907","0.07077698409557343","0.07077698409557343","0.07077698409557343","756","756","756","0.07535507529973984","0.07535507529973984","0.07535507529973984","907","907","907","0.08794165402650833","0.08794165402650833","0.08794165402650833","907","907","907","0.06612705439329147","0.06612705439329147","0.06612705439329147"
"151","761","761","761","0.06700959801673889","0.06700959801673889","0.06700959801673889","913","913","913","0.07262439280748367","0.07262439280748367","0.07262439280748367","913","913","913","0.08342055231332779","0.08342055231332779","0.08342055231332779","913","913","913","0.08582530915737152","0.08582530915737152","0.08582530915737152","913","913","913","0.0958876982331276","0.0958876982331276","0.0958876982331276","761","761","761","0.07440801709890366","0.07440801709890366","0.07440801709890366","913","913","913","0.08436368405818939","0.08436368405818939","0.08436368405818939","913","913","913","0.08913396298885345","0.08913396298885345","0.08913396298885345"
"152","766","766","766","0.09316311031579971","0.09316311031579971","0.09316311031579971","919","919","919","0.07905346900224686","0.07905346900224686","0.07905346900224686","919","919","919","0.06561631709337234","0.06561631709337234","0.06561631709337234","919","919","919","0.07040924578905106","0.07040924578905106","0.07040924578905106","919","919","919","0.07647929340600967","0.07647929340600967","0.07647929340600967","766","766","766","0.08233138918876648","0.08233138918876648","0.08233138918876648","919","919","919","0.08686130493879318","0.08686130493879318","0.08686130493879318","919","919","919","0.08228230476379395","0.08228230476379395","0.08228230476379395"
"153","771","771","771","0.06146891415119171","0.06146891415119171","0.06146891415119171","925","925","925","0.0760280191898346","0.0760280191898346","0.0760280191898346","925","925","925","0.08576397597789764","0.08576397597789764","0.08576397597789764","925","925","925","0.08526220172643661","0.08526220172643661","0.08526220172643661","925","925","925","0.0847252756357193","0.0847252756357193","0.0847252756357193","771","771","771","0.10516466200351715","0.10516466200351715","0.10516466200351715","925","925","925","0.05646904930472374","0.05646904930472374","0.05646904930472374","925","925","925","0.07791446894407272","0.07791446894407272","0.07791446894407272"
"154","776","776","776","0.06568778306245804","0.06568778306245804","0.06568778306245804","931","931","931","0.07305464893579483","0.07305464893579483","0.07305464893579483","931","931","931","0.08424874395132065","0.08424874395132065","0.08424874395132065","931","931","931","0.06238650158047676","0.06238650158047676","0.06238650158047676","931","931","931","0.09080701321363449","0.09080701321363449","0.09080701321363449","776","776","776","0.061416950076818466","0.061416950076818466","0.061416950076818466","931","931","931","0.061494406312704086","0.061494406312704086","0.061494406312704086","931","931","931","0.07389730960130692","0.07389730960130692","0.07389730960130692"
"155","781","781","781","0.07632645219564438","0.07632645219564438","0.07632645219564438","937","937","937","0.10115142911672592","0.10115142911672592","0.10115142911672592","937","937","937","0.0975530594587326","0.0975530594587326","0.0975530594587326","937","937","937","0.0691855400800705","0.0691855400800705","0.0691855400800705","937","937","937","0.08610861748456955","0.08610861748456955","0.08610861748456955","781","781","781","0.06275122612714767","0.06275122612714767","0.06275122612714767","937","937","937","0.07550951093435287","0.07550951093435287","0.07550951093435287","937","937","937","0.08081777393817902","0.08081777393817902","0.08081777393817902"
"156","786","786","786","0.0789719671010971","0.0789719671010971","0.0789719671010971","943","943","943","0.07601425796747208","0.07601425796747208","0.07601425796747208","943","943","943","0.07548340409994125","0.07548340409994125","0.07548340409994125","943","943","943","0.07174130529165268","0.07174130529165268","0.07174130529165268","943","943","943","0.08954013884067535","0.08954013884067535","0.08954013884067535","786","786","786","0.08936528116464615","0.08936528116464615","0.08936528116464615","943","943","943","0.08427022397518158","0.08427022397518158","0.08427022397518158","943","943","943","0.05482981726527214","0.05482981726527214","0.05482981726527214"
"157","791","791","791","0.07439438998699188","0.07439438998699188","0.07439438998699188","949","949","949","0.08984638005495071","0.08984638005495071","0.08984638005495071","949","949","949","0.08577943593263626","0.08577943593263626","0.08577943593263626","949","949","949","0.07564955204725266","0.07564955204725266","0.07564955204725266","949","949","949","0.06814544647932053","0.06814544647932053","0.06814544647932053","791","791","791","0.0807357206940651","0.0807357206940651","0.0807357206940651","949","949","949","0.0843091532588005","0.0843091532588005","0.0843091532588005","949","949","949","0.06209997087717056","0.06209997087717056","0.06209997087717056"
"158","796","796","796","0.06840047240257263","0.06840047240257263","0.06840047240257263","955","955","955","0.08242981880903244","0.08242981880903244","0.08242981880903244","955","955","955","0.0668817013502121","0.0668817013502121","0.0668817013502121","955","955","955","0.0801970586180687","0.0801970586180687","0.0801970586180687","955","955","955","0.08415744453668594","0.08415744453668594","0.08415744453668594","796","796","796","0.09363178163766861","0.09363178163766861","0.09363178163766861","955","955","955","0.06876209378242493","0.06876209378242493","0.06876209378242493","955","955","955","0.08602897822856903","0.08602897822856903","0.08602897822856903"
"159","801","801","801","0.07097651809453964","0.07097651809453964","0.07097651809453964","961","961","961","0.08109895884990692","0.08109895884990692","0.08109895884990692","961","961","961","0.09093216806650162","0.09093216806650162","0.09093216806650162","961","961","961","0.07215484976768494","0.07215484976768494","0.07215484976768494","961","961","961","0.09318515658378601","0.09318515658378601","0.09318515658378601","801","801","801","0.08909528702497482","0.08909528702497482","0.08909528702497482","961","961","961","0.08251865208148956","0.08251865208148956","0.08251865208148956","961","961","961","0.08042275905609131","0.08042275905609131","0.08042275905609131"
"160","806","806","806","0.051417332142591476","0.051417332142591476","0.051417332142591476","967","967","967","0.05962235480546951","0.05962235480546951","0.05962235480546951","967","967","967","0.07524017989635468","0.07524017989635468","0.07524017989635468","967","967","967","0.05709875747561455","0.05709875747561455","0.05709875747561455","967","967","967","0.07398217171430588","0.07398217171430588","0.07398217171430588","806","806","806","0.08027476817369461","0.08027476817369461","0.08027476817369461","967","967","967","0.0701005831360817","0.0701005831360817","0.0701005831360817","967","967","967","0.0620751827955246","0.0620751827955246","0.0620751827955246"
