"Step","test_ppolag_filter_dis_49600_2025-08-08_13-49-16_ftg_0.0 - Evaluate2/EpOverworkPhyValues","test_ppolag_filter_dis_49600_2025-08-08_13-49-16_ftg_0.0 - Evaluate2/EpOverworkPhyValues__MIN","test_ppolag_filter_dis_49600_2025-08-08_13-49-16_ftg_0.0 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.9 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.9 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.9 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.85 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.85 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.85 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.8 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.8 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.8 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.75 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.75 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.75 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.7 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.7 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.7 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.65 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.65 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.65 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.6 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.6 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.6 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.55 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.55 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.55 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.5 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.5 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.5 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.45 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.45 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.45 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.4 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.4 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.4 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.35 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.35 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.35 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.3 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.3 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.3 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.25 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.25 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.25 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.2 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.2 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.2 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.15 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.15 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.15 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.05 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.05 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.05 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.0 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.0 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.0 - Evaluate2/EpOverworkPhyValues__MAX"
"476","","","","","","","","","","","","","","","","0.7398037414266736","0.7398037414266736","0.7398037414266736","0.6596442193673538","0.6596442193673538","0.6596442193673538","0.6119681867709722","0.6119681867709722","0.6119681867709722","","","","","","","0.4678390664414821","0.4678390664414821","0.4678390664414821","0.41817057556779036","0.41817057556779036","0.41817057556779036","0.35009390871870816","0.35009390871870816","0.35009390871870816","0.31798688582576373","0.31798688582576373","0.31798688582576373","","","","","","","","","","","","","","",""
"477","","","","","","","","","","","","","","","","0.738694867677759","0.738694867677759","0.738694867677759","0.6610531237882792","0.6610531237882792","0.6610531237882792","0.6110509226109229","0.6110509226109229","0.6110509226109229","","","","0.5177478890134138","0.5177478890134138","0.5177478890134138","0.4671378338977088","0.4671378338977088","0.4671378338977088","0.41754378991120344","0.41754378991120344","0.41754378991120344","0.3872709779127829","0.3872709779127829","0.3872709779127829","0.3175102630534711","0.3175102630534711","0.3175102630534711","","","","","","","","","","","","","","",""
"478","","","","","","","","","","","","","","","","0.7375876559926084","0.7375876559926084","0.7375876559926084","","","","0.6297427325648889","0.6297427325648889","0.6297427325648889","0.582597121542179","0.582597121542179","0.582597121542179","0.5415870911079631","0.5415870911079631","0.5415870911079631","0.46643765241425883","0.46643765241425883","0.46643765241425883","0.44222751775507313","0.44222751775507313","0.44222751775507313","0.3547265497069187","0.3547265497069187","0.3547265497069187","0.3170343546794042","0.3170343546794042","0.3170343546794042","0.25600416183123076","0.25600416183123076","0.25600416183123076","","","","","","","","","","","",""
"479","","","","","","","","","","","","","","","","0.736482103879995","0.736482103879995","0.736482103879995","","","","0.6287988265725182","0.6287988265725182","0.6287988265725182","0.616026195718922","0.616026195718922","0.616026195718922","0.5201294443502297","0.5201294443502297","0.5201294443502297","0.4657385204157236","0.4657385204157236","0.4657385204157236","","","","0.3526045627355484","0.3526045627355484","0.3526045627355484","0.31655915963276915","0.31655915963276915","0.31655915963276915","","","","","","","","","","","","","","",""
"480","","","","","","","","","","0.8046583078154189","0.8046583078154189","0.8046583078154189","0.7562147073155034","0.7562147073155034","0.7562147073155034","0.735378208852426","0.735378208852426","0.735378208852426","","","","0.6278563353777725","0.6278563353777725","0.6278563353777725","0.5724555013935161","0.5724555013935161","0.5724555013935161","0.5055493771053418","0.5055493771053418","0.5055493771053418","0.4650404363290558","0.4650404363290558","0.4650404363290558","","","","0.35207605237331246","0.35207605237331246","0.35207605237331246","0.3160846768443768","0.3160846768443768","0.3160846768443768","","","","0.2779633347295541","0.2779633347295541","0.2779633347295541","","","","","","","","",""
"481","","","","","","","","","","0.8137247498798745","0.8137247498798745","0.8137247498798745","0.7505643124774808","0.7505643124774808","0.7505643124774808","0.7342759684261372","0.7342759684261372","0.7342759684261372","","","","0.6269152568600463","0.6269152568600463","0.6269152568600463","0.6106607990652222","0.6106607990652222","0.6106607990652222","0.5180107934298557","0.5180107934298557","0.5180107934298557","0.4643433985835659","0.4643433985835659","0.4643433985835659","","","","0.3515483341823429","0.3515483341823429","0.3515483341823429","0.3156109052466407","0.3156109052466407","0.3156109052466407","","","","0.23252301643113546","0.23252301643113546","0.23252301643113546","","","","","","","0.006930881919479171","0.006930881919479171","0.006930881919479171"
"482","0.27024461260438604","0.27024461260438604","0.27024461260438604","","","","","","","0.8125050777378497","0.8125050777378497","0.8125050777378497","0.7789464618273053","0.7789464618273053","0.7789464618273053","0.7331753801210871","0.7331753801210871","0.7331753801210871","","","","0.6259755889019126","0.6259755889019126","0.6259755889019126","0.5656874108560096","0.5656874108560096","0.5656874108560096","0.5372362239469947","0.5372362239469947","0.5372362239469947","0.4636474056109187","0.4636474056109187","0.4636474056109187","","","","0.3510214069752735","0.3510214069752735","0.3510214069752735","0.31513784377357457","0.31513784377357457","0.31513784377357457","","","","","","","","","","","","","","",""
"483","0.4822811221227022","0.4822811221227022","0.4822811221227022","","","","","","","0.8065166357352376","0.8065166357352376","0.8065166357352376","0.7777789180113408","0.7777789180113408","0.7777789180113408","0.7320764414609515","0.7320764414609515","0.7320764414609515","0.7168898178219344","0.7168898178219344","0.7168898178219344","0.625037329389118","0.625037329389118","0.625037329389118","","","","0.5158116181866723","0.5158116181866723","0.5158116181866723","0.4629524558451298","0.4629524558451298","0.4629524558451298","","","","0.35049526956651794","0.35049526956651794","0.35049526956651794","0.31466549136078986","0.31466549136078986","0.31466549136078986","","","","","","","","","","","","","","",""
"484","0.5128683312759034","0.5128683312759034","0.5128683312759034","","","","","","","0.8053077676593544","0.8053077676593544","0.8053077676593544","0.7766131241982699","0.7766131241982699","0.7766131241982699","0.7047595652719484","0.7047595652719484","0.7047595652719484","0.683291906977923","0.683291906977923","0.683291906977923","0.6241004762105783","0.6241004762105783","0.6241004762105783","","","","","","","0.4622585477225618","0.4622585477225618","0.4622585477225618","0.4529240820421617","0.4529240820421617","0.4529240820421617","0.3976718607476997","0.3976718607476997","0.3976718607476997","0.31419384694549346","0.31419384694549346","0.31419384694549346","0.28997913122163255","0.28997913122163255","0.28997913122163255","","","","","","","","","","","",""
"485","0.6394632943268835","0.6394632943268835","0.6394632943268835","","","","","","","0.8041007115262883","0.8041007115262883","0.8041007115262883","0.7754490777650561","0.7754490777650561","0.7754490777650561","0.7037032183822728","0.7037032183822728","0.7037032183822728","0.6822677374366438","0.6822677374366438","0.6822677374366438","0.6231650272583733","0.6231650272583733","0.6231650272583733","","","","","","","0.4615656796819212","0.4615656796819212","0.4615656796819212","0.4296975529379579","0.4296975529379579","0.4296975529379579","0.38017329747068423","0.38017329747068423","0.38017329747068423","0.31372290946648523","0.31372290946648523","0.31372290946648523","0.37628448295123784","0.37628448295123784","0.37628448295123784","","","","","","","","","","","",""
"486","0.7322100053981417","0.7322100053981417","0.7322100053981417","","","","","","","0.8028954646201623","0.8028954646201623","0.8028954646201623","0.7742867760925944","0.7742867760925944","0.7742867760925944","0.7130966328788053","0.7130966328788053","0.7130966328788053","0.6812451029980617","0.6812451029980617","0.6812451029980617","0.6222309804277425","0.6222309804277425","0.6222309804277425","","","","","","","0.4608738501642546","0.4608738501642546","0.4608738501642546","0.4535684901039328","0.4535684901039328","0.4535684901039328","","","","0.31325267786415567","0.31325267786415567","0.31325267786415567","0.37572047933527364","0.37572047933527364","0.37572047933527364","","","","","","","","","","","",""
"487","0.7411317811676845","0.7411317811676845","0.7411317811676845","","","","","","","0.8016920242291703","0.8016920242291703","0.8016920242291703","0.7731262165657057","0.7731262165657057","0.7731262165657057","","","","0.6802240013612488","0.6802240013612488","0.6802240013612488","0.6212983336170802","0.6212983336170802","0.6212983336170802","","","","","","","0.4601830576129453","0.4601830576129453","0.4601830576129453","","","","","","","0.3127831510804835","0.3127831510804835","0.3127831510804835","0.37515732109054645","0.37515732109054645","0.37515732109054645","","","","","","","","","","0.006747854846916611","0.006747854846916611","0.006747854846916611"
"488","0.7834997708674931","0.7834997708674931","0.7834997708674931","","","","","","","0.8004903876455711","0.8004903876455711","0.8004903876455711","0.7719673965731303","0.7719673965731303","0.7719673965731303","","","","0.6792044302287259","0.6792044302287259","0.6792044302287259","0.6203670847279306","0.6203670847279306","0.6203670847279306","0.5945824228623027","0.5945824228623027","0.5945824228623027","","","","0.4594933004737098","0.4594933004737098","0.4594933004737098","","","","","","","0.3123143280590332","0.3123143280590332","0.3123143280590332","0.37459500694994996","0.37459500694994996","0.37459500694994996","","","","","","","","","","","",""
"489","0.8125351041421517","0.8125351041421517","0.8125351041421517","","","","","","","","","","0.7708103135075228","0.7708103135075228","0.7708103135075228","","","","0.6781863873064575","0.6781863873064575","0.6781863873064575","0.6194372316649833","0.6194372316649833","0.6194372316649833","0.5936912177989078","0.5936912177989078","0.5936912177989078","0.5346695708209164","0.5346695708209164","0.5346695708209164","0.45880457719459417","0.45880457719459417","0.45880457719459417","","","","","","","0.31184620774495275","0.31184620774495275","0.31184620774495275","0.3740335356482772","0.3740335356482772","0.3740335356482772","","","","","","","","","","","",""
"490","0.8803147544494596","0.8803147544494596","0.8803147544494596","","","","","","","","","","0.769654964765446","0.769654964765446","0.769654964765446","","","","0.6771698703038468","0.6771698703038468","0.6771698703038468","0.6185087723360687","0.6185087723360687","0.6185087723360687","0.5928013485410033","0.5928013485410033","0.5928013485410033","0.5338681676673133","0.5338681676673133","0.5338681676673133","0.4581168862259708","0.4581168862259708","0.4581168862259708","","","","","","","0.3113787890849713","0.3113787890849713","0.3113787890849713","0.3734729059222174","0.3734729059222174","0.3734729059222174","","","","","","","","","","","",""
"491","0.9238901775551536","0.9238901775551536","0.9238901775551536","","","","","","","","","","0.7685013477473647","0.7685013477473647","0.7685013477473647","","","","0.6761548769337299","0.6761548769337299","0.6761548769337299","0.6175817046521528","0.6175817046521528","0.6175817046521528","0.5919128130863832","0.5919128130863832","0.5919128130863832","0.5330679657173126","0.5330679657173126","0.5330679657173126","0.45743022602053474","0.45743022602053474","0.45743022602053474","","","","0.3523693325575201","0.3523693325575201","0.3523693325575201","0.31091207102739665","0.31091207102739665","0.31091207102739665","0.37291311651035347","0.37291311651035347","0.37291311651035347","","","","","","","","","","","",""
"492","0.925343573673371","0.925343573673371","0.925343573673371","","","","","","","","","","0.7673494598576399","0.7673494598576399","0.7673494598576399","0.7292643450728913","0.7292643450728913","0.7292643450728913","0.6751414049123713","0.6751414049123713","0.6751414049123713","0.6166560265273329","0.6166560265273329","0.6166560265273329","0.5910256094358423","0.5910256094358423","0.5910256094358423","0.5322689631704598","0.5322689631704598","0.5322689631704598","0.45674459503330017","0.45674459503330017","0.45674459503330017","0.4624892346534621","0.4624892346534621","0.4624892346534621","0.3911730404166521","0.3911730404166521","0.3911730404166521","0.310446052522113","0.310446052522113","0.310446052522113","0.372354166153159","0.372354166153159","0.372354166153159","0.2630185741736352","0.2630185741736352","0.2630185741736352","","","","","","","","",""
"493","0.9113686847004899","0.9113686847004899","0.9113686847004899","","","","","","","","","","0.7661992985045235","0.7661992985045235","0.7661992985045235","0.7620180053671634","0.7620180053671634","0.7620180053671634","0.6741294519594586","0.6741294519594586","0.6741294519594586","0.6157317358788328","0.6157317358788328","0.6157317358788328","0.5901397355931719","0.5901397355931719","0.5901397355931719","0.5314711582289986","0.5314711582289986","0.5314711582289986","0.5083882530972427","0.5083882530972427","0.5083882530972427","0.4120411735909511","0.4120411735909511","0.4120411735909511","","","","0.30998073252057845","0.30998073252057845","0.30998073252057845","0.3717960535929955","0.3717960535929955","0.3717960535929955","0.23001371816878785","0.23001371816878785","0.23001371816878785","","","","","","","0.009864403960721427","0.009864403960721427","0.009864403960721427"
"494","0.9317578447328879","0.9317578447328879","0.9317578447328879","","","","","","","0.8017170458552009","0.8017170458552009","0.8017170458552009","0.765050861100152","0.765050861100152","0.765050861100152","0.7551906126708309","0.7551906126708309","0.7551906126708309","0.6731190157980972","0.6731190157980972","0.6731190157980972","0.6148088306269981","0.6148088306269981","0.6148088306269981","0.5892551895651555","0.5892551895651555","0.5892551895651555","0.5306745490978677","0.5306745490978677","0.5306745490978677","0.4657521295663408","0.4657521295663408","0.4657521295663408","0.4291879909319495","0.4291879909319495","0.4291879909319495","","","","0.30951610997582285","0.30951610997582285","0.30951610997582285","0.37123877757410945","0.37123877757410945","0.37123877757410945","","","","","","","","","","","",""
"495","0.9504757486797193","0.9504757486797193","0.9504757486797193","","","","","","","0.8005153717672979","0.8005153717672979","0.8005153717672979","0.7639041450605407","0.7639041450605407","0.7639041450605407","0.7540586759166285","0.7540586759166285","0.7540586759166285","0.6721100941548053","0.6721100941548053","0.6721100941548053","0.6138873086952917","0.6138873086952917","0.6138873086952917","0.5883719693615643","0.5883719693615643","0.5883719693615643","0.5298791339846961","0.5298791339846961","0.5298791339846961","0.4650540250812497","0.4650540250812497","0.4650540250812497","0.49749732870256463","0.49749732870256463","0.49749732870256463","","","","0.3090521838424453","0.3090521838424453","0.3090521838424453","0.3706823368426295","0.3706823368426295","0.3706823368426295","","","","","","","","","","","",""
"496","0.9653279360094265","0.9653279360094265","0.9653279360094265","","","","","","","0.812907350930793","0.812907350930793","0.812907350930793","0.7627591478055781","0.7627591478055781","0.7627591478055781","0.752928435794765","0.752928435794765","0.752928435794765","0.6711026847595088","0.6711026847595088","0.6711026847595088","0.6129671680102889","0.6129671680102889","0.6129671680102889","0.5874900729951523","0.5874900729951523","0.5874900729951523","0.5290849110997995","0.5290849110997995","0.5290849110997995","0.47280239972210314","0.47280239972210314","0.47280239972210314","0.48655425461528945","0.48655425461528945","0.48655425461528945","","","","0.30858895307661177","0.30858895307661177","0.30858895307661177","0.32876574007580167","0.32876574007580167","0.32876574007580167","","","","","","","","","","","",""
"497","0.963881029556547","0.963881029556547","0.963881029556547","","","","","","","0.8116889039680777","0.8116889039680777","0.8116889039680777","0.7616158667590198","0.7616158667590198","0.7616158667590198","0.7517998897621997","0.7517998897621997","0.7517998897621997","0.6700967853455362","0.6700967853455362","0.6700967853455362","0.6458879576744057","0.6458879576744057","0.6458879576744057","0.5866094984816524","0.5866094984816524","0.5866094984816524","0.5282918786561761","0.5282918786561761","0.5282918786561761","0.532211438483573","0.532211438483573","0.532211438483573","0.41192793363432006","0.41192793363432006","0.41192793363432006","","","","0.30812641663605284","0.30812641663605284","0.30812641663605284","0.27584675083300875","0.27584675083300875","0.27584675083300875","","","","","","","","","","","",""
"498","0.9238931352276368","0.9238931352276368","0.9238931352276368","","","","","","","0.8104722833057387","0.8104722833057387","0.8104722833057387","0.7604742993484831","0.7604742993484831","0.7604742993484831","0.7506730352797035","0.7506730352797035","0.7506730352797035","0.6690923936496133","0.6690923936496133","0.6690923936496133","0.6241435495951914","0.6241435495951914","0.6241435495951914","0.5857302438397716","0.5857302438397716","0.5857302438397716","0.5275000348695026","0.5275000348695026","0.5275000348695026","","","","0.4254876267048261","0.4254876267048261","0.4254876267048261","0.3750702407853915","0.3750702407853915","0.3750702407853915","0.3076645734800613","0.3076645734800613","0.3076645734800613","","","","","","","","","","","","","","",""
"499","0.9225083343850774","0.9225083343850774","0.9225083343850774","","","","","","","0.809257486206379","0.809257486206379","0.809257486206379","0.7551867729322785","0.7551867729322785","0.7551867729322785","0.7495478698118534","0.7495478698118534","0.7495478698118534","0.6680895074118584","0.6680895074118584","0.6680895074118584","0.6232080360813428","0.6232080360813428","0.6232080360813428","0.5848523070911865","0.5848523070911865","0.5848523070911865","0.52670937795813","0.52670937795813","0.52670937795813","","","","0.4122936623599412","0.4122936623599412","0.4122936623599412","0.3745080571673364","0.3745080571673364","0.3745080571673364","0.30720342256948996","0.30720342256948996","0.30720342256948996","","","","0.24158142654333248","0.24158142654333248","0.24158142654333248","","","","","","","0.009971857828796043","0.009971857828796043","0.009971857828796043"
"500","0.8916723602089177","0.8916723602089177","0.8916723602089177","","","","","","","0.8080445099367047","0.8080445099367047","0.8080445099367047","","","","0.7484243908270265","0.7484243908270265","0.7484243908270265","0.6670881243757769","0.6670881243757769","0.6670881243757769","0.6082594576350905","0.6082594576350905","0.6082594576350905","0.5839756862605391","0.5839756862605391","0.5839756862605391","0.52591990614308","0.52591990614308","0.52591990614308","","","","0.4116756854649432","0.4116756854649432","0.4116756854649432","0.3732357735764997","0.3732357735764997","0.3732357735764997","0.30674296286674896","0.30674296286674896","0.30674296286674896","","","","0.21255349577395277","0.21255349577395277","0.21255349577395277","","","","","","","","",""
"501","0.9127603285316834","0.9127603285316834","0.9127603285316834","","","","","","","0.8068333517675187","0.8068333517675187","0.8068333517675187","","","","0.7473025957973948","0.7473025957973948","0.7473025957973948","0.6660882422882568","0.6660882422882568","0.6660882422882568","0.6218125999590557","0.6218125999590557","0.6218125999590557","0.5831003793754321","0.5831003793754321","0.5831003793754321","0.5251316176480408","0.5251316176480408","0.5251316176480408","","","","0.41105863484041116","0.41105863484041116","0.41105863484041116","0.3546640398095206","0.3546640398095206","0.3546640398095206","0.30628319333580384","0.30628319333580384","0.30628319333580384","","","","","","","","","","","","","","",""
"502","0.9113922143810204","0.9113922143810204","0.9113922143810204","","","","","","","0.8056240089737146","0.8056240089737146","0.8056240089737146","","","","0.7461824821989188","0.7461824821989188","0.7461824821989188","0.6650898588995628","0.6650898588995628","0.6650898588995628","","","","0.5822263844664248","0.5822263844664248","0.5822263844664248","0.5243445106993628","0.5243445106993628","0.5243445106993628","","","","0.41044250909798097","0.41044250909798097","0.41044250909798097","","","","0.30582411294217293","0.30582411294217293","0.30582411294217293","","","","","","","","","","","","","","",""
"503","0.8941844714432027","0.8941844714432027","0.8941844714432027","","","","","","","0.8044164788342705","0.8044164788342705","0.8044164788342705","","","","0.7450640475113426","0.7450640475113426","0.7450640475113426","0.664092971963332","0.664092971963332","0.664092971963332","","","","0.5813536995670282","0.5813536995670282","0.5813536995670282","0.5235585835260551","0.5235585835260551","0.5235585835260551","0.48088778400816745","0.48088778400816745","0.48088778400816745","0.40982730685136937","0.40982730685136937","0.40982730685136937","","","","0.30445099626359357","0.30445099626359357","0.30445099626359357","0.317234305810525","0.317234305810525","0.317234305810525","","","","","","","","","","","",""
"504","0.8958277363466683","0.8958277363466683","0.8958277363466683","","","","","","","0.8032107586322431","0.8032107586322431","0.8032107586322431","","","","0.7439472892181876","0.7439472892181876","0.7439472892181876","0.6630975792365682","0.6630975792365682","0.6630975792365682","","","","0.5804823227137008","0.5804823227137008","0.5804823227137008","0.5227738343597812","0.5227738343597812","0.5227738343597812","0.505362769013353","0.505362769013353","0.505362769013353","0.4092130267163711","0.4092130267163711","0.4092130267163711","","","","0.35361691433362713","0.35361691433362713","0.35361691433362713","0.32537853105884035","0.32537853105884035","0.32537853105884035","","","","","","","","","","","",""
"505","0.8773801765624136","0.8773801765624136","0.8773801765624136","","","","","","","0.8020068456547615","0.8020068456547615","0.8020068456547615","0.7684884918974006","0.7684884918974006","0.7684884918974006","0.7428322048067473","0.7428322048067473","0.7428322048067473","0.6621036784796375","0.6621036784796375","0.6621036784796375","","","","0.5796122519458444","0.5796122519458444","0.5796122519458444","0.5219902614348552","0.5219902614348552","0.5219902614348552","0.5226743248121284","0.5226743248121284","0.5226743248121284","0.40859966731085556","0.40859966731085556","0.40859966731085556","","","","","","","0.3248908291301427","0.3248908291301427","0.3248908291301427","","","","","","","","","","0.008102240561025507","0.008102240561025507","0.008102240561025507"
"506","0.864138102788102","0.864138102788102","0.864138102788102","","","","","","","0.800804737193021","0.800804737193021","0.800804737193021","0.7638913661147334","0.7638913661147334","0.7638913661147334","0.7417187917680811","0.7417187917680811","0.7417187917680811","0.6611112674562626","0.6611112674562626","0.6611112674562626","","","","0.5787434853057994","0.5787434853057994","0.5787434853057994","0.5343889049353552","0.5343889049353552","0.5343889049353552","0.4621804242780385","0.4621804242780385","0.4621804242780385","0.5453693250208232","0.5453693250208232","0.5453693250208232","","","","","","","0.3244038582059477","0.3244038582059477","0.3244038582059477","0.2267807145037904","0.2267807145037904","0.2267807145037904","","","","","","","","",""
"507","0.9092783245606381","0.9092783245606381","0.9092783245606381","","","","","","","0.8020844237728918","0.8020844237728918","0.8020844237728918","0.7627463880138203","0.7627463880138203","0.7627463880138203","0.7406070475970093","0.7406070475970093","0.7406070475970093","0.6601203439335184","0.6601203439335184","0.6601203439335184","0.6091702456907111","0.6091702456907111","0.6091702456907111","0.5778760208388406","0.5778760208388406","0.5778760208388406","0.5073981941770759","0.5073981941770759","0.5073981941770759","0.46986953172748125","0.46986953172748125","0.46986953172748125","0.5237231608608997","0.5237231608608997","0.5237231608608997","0.3524302686142157","0.3524302686142157","0.3524302686142157","","","","0.3239176171905705","0.3239176171905705","0.3239176171905705","0.21409376954369855","0.21409376954369855","0.21409376954369855","","","","","","","","",""
"508","0.8742028699920451","0.8742028699920451","0.8742028699920451","","","","","","","","","","0.7616031260926022","0.7616031260926022","0.7616031260926022","0.7394969697921071","0.7394969697921071","0.7394969697921071","0.6591309056818265","0.6591309056818265","0.6591309056818265","0.6369349693019501","0.6369349693019501","0.6369349693019501","0.5770098565931724","0.5770098565931724","0.5770098565931724","0.5490513133955154","0.5490513133955154","0.5490513133955154","","","","0.4651980485362152","0.4651980485362152","0.4651980485362152","0.42872584216500004","0.42872584216500004","0.42872584216500004","","","","0.3234321049899686","0.3234321049899686","0.3234321049899686","0.21375356834172038","0.21375356834172038","0.21375356834172038","","","","","","","","",""
"509","0.8670821488024256","0.8670821488024256","0.8670821488024256","","","","","","","","","","0.760461577778739","0.760461577778739","0.760461577778739","0.7383885558556988","0.7383885558556988","0.7383885558556988","0.6581429504749505","0.6581429504749505","0.6581429504749505","0.6671419130337134","0.6671419130337134","0.6671419130337134","0.576144990619925","0.576144990619925","0.576144990619925","0.5482283537994241","0.5482283537994241","0.5482283537994241","","","","0.4369693399143793","0.4369693399143793","0.4369693399143793","","","","","","","0.3229473205117394","0.3229473205117394","0.3229473205117394","","","","","","","","","","","",""
"510","0.8657825005590886","0.8657825005590886","0.8657825005590886","","","","","","","","","","0.7593217405037467","0.7593217405037467","0.7593217405037467","0.7372818032938528","0.7372818032938528","0.7372818032938528","0.6571564760899907","0.6571564760899907","0.6571564760899907","0.6379753359404254","0.6379753359404254","0.6379753359404254","0.5752814209731495","0.5752814209731495","0.5752814209731495","0.5474066277173602","0.5474066277173602","0.5474066277173602","","","","","","","","","","0.3499655944045663","0.3499655944045663","0.3499655944045663","0.3224632626651176","0.3224632626651176","0.3224632626651176","","","","","","","","","","","",""
